direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,40,3.35678334745,0.970089794384,38.8035917754,-4.89848911179,7.92154292677,0.4
SHORT,13,0.987455227935,-0.00531744480097,-0.0691267824126,-4.19948532514,-0.0164607748475,0.307692307692
