trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit
Si-000001,T3_MTF_Trend_v1.0,Si,LONG,2023-02-20 23:00:00+03:00,74.79,74.3314168332497,0.45858316675030153,2023-02-21 13:00:00+03:00,74.3314168332497,ATR_TRAILING_STOP,5,-1000.0,-1.0,0.45858316675030153,0.18999999999999773,1.0,0.4143196126155514,-0.45858316675030153,-1.0,2180.6295400818753,0.0,-1000.0
CNY-000001,T3_MTF_Trend_v1.0,CNY,LONG,2023-02-22 19:00:00+03:00,10.91,10.840843470834105,0.06915652916589465,2023-02-24 11:00:00+03:00,10.86065000302071,ATR_TRAILING_STOP,7,-713.5985217087381,-0.7135985217087382,0.049349996979289656,0.05000000000000071,0.7135985217087382,0.722997533321247,-0.049349996979289656,-0.7135985217087382,14459.950666424735,0.0,-713.5985217087381
Si-000002,T3_MTF_Trend_v1.0,Si,LONG,2023-02-22 18:00:00+03:00,75.09,74.58622070383774,0.5037792961622642,2023-02-24 11:00:00+03:00,74.80982092887996,ATR_TRAILING_STOP,8,-550.5928538982741,-0.5561543978770446,0.28017907112004536,0.3999999999999915,0.5561543978770446,0.793998489114475,-0.28017907112004536,-0.5561543978770446,1965.1462605583677,0.0,-550.5928538982741
Si-000003,T3_MTF_Trend_v1.0,Si,LONG,2023-02-24 14:00:00+03:00,75.9,75.32331624930134,0.5766837506986633,2023-02-27 10:00:00+03:00,75.55201297429869,ATR_TRAILING_STOP,11,-594.071123615398,-0.6034278324640183,0.3479870257013147,0.47999999999998977,0.6034278324640183,0.8323452835604622,-0.3479870257013147,-0.6034278324640183,1707.1645772371498,0.0,-594.071123615398
CNY-000002,T3_MTF_Trend_v1.0,CNY,LONG,2023-03-01 10:00:00+03:00,10.86,10.778872776066624,0.08112722393337535,2023-03-02 19:00:00+03:00,10.859108293541112,ATR_TRAILING_STOP,24,-10.913022926873708,-0.010991457807300847,0.009999999999999787,0.08999999999999986,0.12326318484917163,1.1093686636425666,-0.0008917064588871426,-0.010991457807300847,12238.358058427944,0.0,-10.913022926873708
CNY-000003,T3_MTF_Trend_v1.0,CNY,LONG,2023-03-17 20:00:00+03:00,11.22,11.146921450293412,0.07307854970658845,2023-03-20 14:00:00+03:00,11.185641114369002,ATR_TRAILING_STOP,9,-466.7573682694325,-0.47016375898194956,0.05000000000000071,0.09999999999999964,0.6841952967149939,1.3683905934299634,-0.03435888563099887,-0.47016375898194956,13584.764456048602,0.0,-466.7573682694325
Si-000004,T3_MTF_Trend_v1.0,Si,LONG,2023-03-20 11:00:00+03:00,77.64,77.19720918215454,0.4427908178454629,2023-03-20 14:00:00+03:00,77.19720918215454,ATR_TRAILING_STOP,3,-978.5533602248635,-1.0,0.4427908178454629,0.060000000000002274,1.0,0.13550416490556652,-0.4427908178454629,-1.0,2209.9675982133517,0.0,-978.5533602248635
CNY-000004,T3_MTF_Trend_v1.0,CNY,LONG,2023-04-03 18:00:00+03:00,11.44,11.364705779251553,0.0752942207484466,2023-04-04 16:00:00+03:00,11.48262896179291,ATR_TRAILING_STOP,13,559.4205744409227,0.5661651235535263,0.009999999999999787,0.15000000000000036,0.13281231813805705,1.992184772070903,0.04262896179291076,0.5661651235535263,13123.01662795726,0.0,559.4205744409227
Si-000005,T3_MTF_Trend_v1.0,Si,LONG,2023-04-03 18:00:00+03:00,78.73,78.27483481739513,0.4551651826048726,2023-04-04 16:00:00+03:00,79.07696531791044,ATR_TRAILING_STOP,13,738.4766010042237,0.7622843995333245,0.0799999999999983,1.0699999999999932,0.1757603680100594,2.3507949221345794,0.3469653179104313,0.7622843995333245,2128.3873715437476,0.0,738.4766010042237
CNY-000005,T3_MTF_Trend_v1.0,CNY,LONG,2023-04-05 18:00:00+03:00,11.6,11.531288363783355,0.06871163621664422,2023-04-07 14:00:00+03:00,11.93836140317342,ATR_TRAILING_STOP,26,4893.253759950796,4.9243682992293305,0.02999999999999936,0.5,0.43660727137119715,7.276787856186774,0.3383614031734208,4.9243682992293305,14461.619186047797,0.0,4893.253759950796
Si-000006,T3_MTF_Trend_v1.0,Si,LONG,2023-04-05 18:00:00+03:00,79.91,79.47609224728258,0.4339077527174169,2023-04-07 14:00:00+03:00,82.17888043099734,ATR_TRAILING_STOP,26,5104.249696441654,5.228946514064601,0.12999999999999545,3.2700000000000102,0.29960285149516136,7.5361640337631925,2.268880430997342,5.228946514064601,2249.6776942088377,0.0,5104.249696441654
Si-000007,T3_MTF_Trend_v1.0,Si,LONG,2023-04-11 12:00:00+03:00,82.34,81.70994630417908,0.6300536958209193,2023-04-12 12:00:00+03:00,81.9710889273742,ATR_TRAILING_STOP,15,-601.446582747965,-0.5855232261516047,0.4200000000000017,0.28000000000000114,0.6666098505346736,0.4444065670231157,-0.36891107262580647,-0.5855232261516047,1630.3294408244117,0.0,-601.446582747965
CNY-000006,T3_MTF_Trend_v1.0,CNY,LONG,2023-04-11 12:00:00+03:00,11.96,11.871098454026429,0.08890154597357203,2023-04-12 19:00:00+03:00,11.892689296820656,ATR_TRAILING_STOP,22,-789.4023030233092,-0.7571376002769914,0.06731070317934496,0.02999999999999936,0.7571376002769914,0.3374519494736068,-0.06731070317934496,-0.7571376002769914,11727.738171446501,0.0,-789.4023030233092
Si-000008,T3_MTF_Trend_v1.0,Si,SHORT,2023-05-04 12:00:00+03:00,78.51,79.01627284037826,0.5062728403782586,2023-05-05 16:00:00+03:00,77.30903073247775,ATR_TRAILING_STOP,19,2422.4221564407553,2.3721779478135883,0.0899999999999892,2.200000000000003,0.17776975737577838,4.3454829580751095,1.2009692675222539,2.3721779478135883,2017.055908048761,0.0,2422.4221564407553
CNY-000007,T3_MTF_Trend_v1.0,CNY,SHORT,2023-05-04 12:00:00+03:00,11.37,11.441204479027782,0.0712044790277826,2023-05-08 10:00:00+03:00,11.191455444821731,ATR_TRAILING_STOP,28,2594.550655020184,2.507490506441367,0.010000000000001563,0.3099999999999987,0.14044060340782435,4.353658705641857,0.17854455517826828,2.507490506441367,14531.670553771008,0.0,2594.550655020184
