year,trades,net_profit,PF,winrate,average_R,max_DD
2023,17,1360.5103869532036,1.1701096823853825,0.23529411764705882,0.09062288546185374,-3048.9665750425957
2024,11,-3989.2964303928675,0.27660037531431997,0.18181818181818182,-0.36487923054146537,-4152.047912909005
