instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
CNYRUBF,38,2.6262830423,0.622654774967,23.6608814487,-3.50967411685,6.74161778587,0.473684210526,42.5,0.424821536013,2.36944991891
