instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
USDRUBF,41,2.92570592294,0.876377218854,35.931465973,-10.1651646221,3.53476478825,0.414634146341,41.1463414634,0.472696754802,2.65743380569
