trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,year
T2-Si-H1-000001,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-01-31 23:00:00+03:00,2023-02-01 10:00:00+03:00,2023-02-01 10:00:00+03:00,70.34,69.8377947184,0.502205281639,502.205281639,2023-02-02 00:00:00+03:00,69.9253233322,ATR_TRAILING_STOP,14,-0.825711482842,0.00398243521747,-0.82969391806,0.736750515232,0.318594817398,2023-01-31 17:00:00+03:00,2,1991.21760874,2023
T2-Si-H1-000002,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-03-20 14:00:00+03:00,2023-03-20 17:00:00+03:00,2023-03-20 17:00:00+03:00,77.09,76.5833262195,0.506673780461,506.673780461,2023-03-21 13:00:00+03:00,76.7327701905,ATR_TRAILING_STOP,11,-0.705048935452,0.00394731299927,-0.708996248452,0.611833514886,0.671043209875,2023-03-20 13:00:00+03:00,3,1957.28119169,2023
T2-Si-H1-000003,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-03-30 13:00:00+03:00,2023-03-30 14:00:00+03:00,2023-03-30 14:00:00+03:00,77.22,76.8952522991,0.324747700868,324.747700868,2023-03-31 18:00:00+03:00,77.4449143499,ATR_TRAILING_STOP,19,0.692581808347,0.00615862712701,0.68642318122,0.400310763256,2.34027830827,2023-03-30 11:00:00+03:00,1,3032.11360909,2023
T2-Si-H1-000004,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-18 16:00:00+03:00,2023-05-18 17:00:00+03:00,2023-05-18 17:00:00+03:00,80.28,79.5341693545,0.745830645477,745.830645477,2023-05-19 12:00:00+03:00,79.71,EMA50_TREND_LOSS,10,-0.764248564278,0.00268157390975,-0.766930138188,0.603354129693,0.308380999621,2023-05-18 11:00:00+03:00,1,1329.29767056,2023
T2-Si-H1-000005,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-09 19:00:00+03:00,2023-06-09 20:00:00+03:00,2023-06-09 20:00:00+03:00,82.61,82.3686535631,0.241346436946,241.346436946,2023-06-14 13:00:00+03:00,84.1886177754,ATR_TRAILING_STOP,23,6.5408787274,0.00828684286916,6.53259188453,0.49721057215,9.90277722865,2023-06-09 15:00:00+03:00,1,4076.41135887,2023
T2-Si-H1-000006,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-14 14:00:00+03:00,2023-06-14 17:00:00+03:00,2023-06-14 17:00:00+03:00,84.09,83.6696264633,0.420373536717,420.373536717,2023-06-15 13:00:00+03:00,83.8045149579,ATR_TRAILING_STOP,11,-0.679122297577,0.00475767341498,-0.683879970992,0.261672037824,1.28457182205,2023-06-14 12:00:00+03:00,3,2493.25110057,2023
T2-Si-H1-000007,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-27 10:00:00+03:00,2023-06-27 11:00:00+03:00,2023-06-27 11:00:00+03:00,85.06,84.4907234774,0.569276522621,569.276522621,2023-06-30 11:00:00+03:00,88.05,ATR_TRAILING_STOP,45,5.25228053712,0.00351323112851,5.24876730599,0.404021579778,16.951340195,2023-06-27 00:00:00+03:00,1,1828.51218648,2023
T2-Si-H1-000008,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-07-04 18:00:00+03:00,2023-07-04 19:00:00+03:00,2023-07-04 19:00:00+03:00,89.42,88.4110279589,1.00897204107,1008.97204107,2023-07-06 13:00:00+03:00,92.1104127311,ATR_TRAILING_STOP,24,2.66648888334,0.00198221548129,2.66450666786,0.604575721793,4.21220789774,2023-07-04 16:00:00+03:00,1,1085.82295507,2023
T2-Si-H1-000009,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-07-06 18:00:00+03:00,2023-07-06 20:00:00+03:00,2023-07-06 20:00:00+03:00,91.57,90.5891367795,0.980863220541,980.863220541,2023-07-10 15:00:00+03:00,90.8211602076,ATR_TRAILING_STOP,25,-0.763449762148,0.00203902028144,-0.765488782429,0.734047301318,0.305853042216,2023-07-06 16:00:00+03:00,2,1146.70056154,2023
T2-Si-H1-000010,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-07-31 12:00:00+03:00,2023-07-31 15:00:00+03:00,2023-07-31 15:00:00+03:00,91.45,91.098032462,0.351967537958,351.967537958,2023-08-02 10:00:00+03:00,92.050632124,ATR_TRAILING_STOP,25,1.7064986377,0.00568234221714,1.70081629548,0.3977639552,3.3809936192,2023-07-31 11:00:00+03:00,3,3171.1632503,2023
