year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
2023,18,2.22438181417,0.556701032926,10.0206185927,-2.39967230641,4.17582791029,0.333333333333,32.8888888889,0.430207827433,2.16858270597
2024,20,3.14306853817,0.682013142803,13.6402628561,-1.30918328238,10.4189100484,0.6,51.15,0.419973873736,2.55023041056
