direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,32,3.72665453537,1.2024874661,38.4795989154,-6.30355184451,6.10443125789,0.4375,45.46875,0.493623778322,3.11830171613
SHORT,9,0.439535841086,-0.283125882482,-2.54813294234,-3.89342211081,-0.654471277405,0.333333333333,25.7777777778,0.398289560066,1.01879234633
