direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,27,2.98982185266,0.649258516224,17.5299799381,-2.06034036365,8.50829321569,0.518518518519,43,0.419787389922,2.41963356787
SHORT,11,2.06824438598,0.557354682789,6.13090151068,-3.31476349908,1.84957433988,0.363636363636,41.2727272727,0.43717807642,2.24627187147
