year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
2023,19,4.04317534064,1.13850206705,21.6315392739,-1.75671282287,12.3136456866,0.526315789474,43.4736842105,0.469047147785,3.33374205429
2024,22,2.23802019364,0.649996668142,14.2999266991,-8.40845179925,1.70066107775,0.318181818182,39.1363636364,0.475848688135,2.07334940916
