variant,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,top_1_positive_R_concentration,top_5_positive_R_concentration
SESSION_CANDIDATE,535,1.31571708924,0.173611399447,92.8820987044,-23.4212239618,3.9657235188,0.0378040303675,0.157796653229
EMA50_NEAR,31,1.38263153553,0.170343180177,5.28063858548,-8.83319239572,0.597817680054,0.602798072498,0.969254894029
EMA50_NORMAL,268,1.55113313409,0.301793888662,80.8807621615,-15.4695417115,5.22838773572,0.0642830923103,0.241562557444
EMA50_EXTENDED,531,0.888565824491,-0.0668583734157,-35.5017962838,-72.9198191229,-0.486860728822,0.0344697114254,0.14317007556
SESSION_EMA50_NORMAL,177,1.84635115539,0.454241413944,80.4007302681,-13.052597718,6.15974934683,0.0834278101457,0.313504445049
SESSION_EMA50_EXTENDED,337,1.01977868111,0.0111380872457,3.75353540179,-31.6128820081,0.118734362809,0.0504208380988,0.202800459011
