instrument,variant,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,losing_streak,average_holding_time
USDRUBF,BASELINE,456,0.328947368421,1.33197387166,0.172814997093,78.8036386744,-26.1997927363,3.00779626264,11,103.89254386
CNYRUBF,BASELINE,374,0.270053475936,0.88358940542,-0.075251428372,-28.1440342111,-52.9627934905,-0.5313925561,20,142.125668449
USDRUBF,SESSION_CANDIDATE,302,0.32119205298,1.57694259768,0.287304006692,86.7658100209,-15.9580057399,5.4371336516,10,78.6920529801
CNYRUBF,SESSION_CANDIDATE,233,0.278969957082,1.04253179311,0.0262501660234,6.11628868346,-18.4152461172,0.33213179148,17,76.9313304721
USDRUBF,EMA50_NORMAL,147,0.380952380952,2.10312430984,0.513693962808,75.5130125328,-10.9676576451,6.88506287997,7,84.5578231293
CNYRUBF,EMA50_NORMAL,121,0.239669421488,1.06855379462,0.0443615671795,5.36774962872,-20.1059979606,0.266972554122,12,80.9917355372
USDRUBF,EMA50_EXTENDED,294,0.309523809524,1.03935249698,0.0218213680931,6.41548221938,-23.783039756,0.269750304637,9,106.258503401
CNYRUBF,EMA50_EXTENDED,237,0.286919831224,0.730546043483,-0.176866154022,-41.9172785031,-59.6288213918,-0.702970099438,21,180.126582278
