direction,variant,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,losing_streak,average_holding_time
LONG,BASELINE,470,0.327659574468,1.16208246394,0.0890098182089,41.8346145582,-40.6634260435,1.02880201273,13,146.244680851
SHORT,BASELINE,360,0.269444444444,1.03992534359,0.0245138608473,8.82498990504,-60.1287002433,0.146768346386,16,88.3194444444
LONG,SESSION_CANDIDATE,301,0.335548172757,1.55029959165,0.276757308662,83.3039499073,-17.9522839045,4.64029815652,14,83.6378737542
SHORT,SESSION_CANDIDATE,234,0.260683760684,1.0670669149,0.0409322598165,9.57814879707,-32.7251355525,0.292684770754,16,70.5769230769
LONG,EMA50_NORMAL,158,0.322784810127,1.74193119058,0.394674691617,62.3586012755,-10.9481458299,5.69581390718,15,88.3227848101
SHORT,EMA50_NORMAL,110,0.309090909091,1.29538784237,0.168383280782,18.522160886,-23.0505086589,0.803546731226,12,75.2272727273
