scope,variant,candidate_id,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
T2,BASELINE,T2_M5_candidate_v1,830,1.10572933392,0.061035668028,50.6596044632,-56.4226125007,0.897859957523,0.302409638554
T2,SESSION_FILTER,T2_M5_session_candidate_v1,535,1.31571708924,0.173611399447,92.8820987044,-23.4212239618,3.9657235188,0.302803738318
