iterations,seed,trades,mean_R_2.5%,mean_R_5%,mean_R_50%,mean_R_95%,mean_R_97.5%,probability_mean_R_gt_0
10000,5102025,698,0.0853277752708,0.108061181471,0.221553649753,0.34315721785,0.367593897195,0.9995
