top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
0.0301889627892,0.0851292754936,0.127128658614,0.201452310352,140.72819228,1.41166419406,0.201905584333,113.38977183,1.33169266426,0.163150750834,92.4907864053,1.27055804829,0.133464338247
