trade_id,strategy_id,entry_time,exit_time,direction,symbol,entry_price,exit_price,R_result,net_R_C1,gross_R,cost_R,MAE_R,MFE_R,exit_reason,holding_time
T3-M30-GD-000001,T3,2025-01-22 12:30:00+03:00,2025-01-22 17:00:00+03:00,LONG,GD,2647.40188124,2638.32812625,-1.00044083183,-1.00044083183,-1.00022041591,0.000220415914143,1,0.219269935599,ATR_TRAILING_STOP,0 days 04:30:00
T3-M30-MIX-000001,T3,2025-01-21 18:30:00+03:00,2025-01-22 19:30:00+03:00,LONG,MIX,367546.237503,368581.158432,0.333799708475,0.333799708475,0.33380035355,6.45075366333e-07,0.613529388791,1.52895419111,ATR_TRAILING_STOP,1 days 01:00:00
T3-M30-CNY-000001,T3,2025-01-21 16:30:00+03:00,2025-01-22 20:00:00+03:00,SHORT,CNY,16.9242242429,16.887053206,0.345619274193,0.345619274193,0.366457891681,0.0208386174879,0.654458162672,1.5102880677,ATR_TRAILING_STOP,1 days 03:30:00
T3-M30-Si-000001,T3,2025-01-21 16:00:00+03:00,2025-01-22 20:00:00+03:00,SHORT,Si,126154.394531,124974.013892,1.7151297585,1.7151297585,1.71513266457,2.90607201354e-06,0.288675037289,2.92925467286,ATR_TRAILING_STOP,1 days 04:00:00
T3-M30-BR-000001,T3,2025-01-23 23:30:00+03:00,2025-01-24 13:00:00+03:00,SHORT,BR,54.5569006768,54.9828953447,-1.00938978889,-1.00938978889,-1.00469489444,0.00469489444455,1,0.131437531699,ATR_TRAILING_STOP,0 days 13:30:00
T3-M30-Si-000002,T3,2025-01-24 11:30:00+03:00,2025-01-24 15:30:00+03:00,SHORT,Si,124808.79966,125045.467482,-0.459575687613,-0.459575687613,-0.459571803959,3.88365360521e-06,0.563290851821,1.23781981303,ATR_TRAILING_STOP,0 days 04:00:00
T3-M30-CNY-000002,T3,2025-01-24 11:30:00+03:00,2025-01-24 17:30:00+03:00,SHORT,CNY,16.8275903167,16.8346352808,-0.147032813911,-0.147032813911,-0.120408406231,0.0266244076801,0.321602630727,1.46329196981,ATR_TRAILING_STOP,0 days 06:00:00
T3-M30-GD-000002,T3,2025-01-24 18:30:00+03:00,2025-01-24 19:30:00+03:00,LONG,GD,2658.10783309,2648.05508397,-1.00039790111,-1.00039790111,-1.00019895055,0.000198950553316,1,0.0376983193732,ATR_TRAILING_STOP,0 days 01:00:00
T3-M30-Si-000003,T3,2025-01-27 14:30:00+03:00,2025-01-27 15:00:00+03:00,SHORT,Si,123370.573257,123936.909918,-1.00000706294,-1.00000706294,-1.00000353147,3.53146836611e-06,1,0,ATR_TRAILING_STOP,0 days 00:30:00
T3-M30-CNY-000003,T3,2025-01-27 10:30:00+03:00,2025-01-27 16:00:00+03:00,SHORT,CNY,16.6536492496,16.6151960181,0.451063528825,0.451063528825,0.477247634564,0.0261841057389,0.205584676419,2.15073199946,ATR_TRAILING_STOP,0 days 05:30:00
T3-M30-CNY-000004,T3,2025-01-28 17:30:00+03:00,2025-01-29 10:30:00+03:00,SHORT,CNY,16.5920451217,16.6435436017,-0.584676357888,-0.584676357888,-0.563606362519,0.021069995369,0.54253636715,0.521744571525,ATR_TRAILING_STOP,0 days 17:00:00
T3-M30-Si-000004,T3,2025-01-28 17:30:00+03:00,2025-01-29 10:30:00+03:00,SHORT,Si,124004.367943,124378.619987,-0.578776100026,-0.578776100026,-0.578773007084,3.09294190386e-06,0.578769914142,0.446719965067,ATR_TRAILING_STOP,0 days 17:00:00
T3-M30-BR-000002,T3,2025-01-28 19:30:00+03:00,2025-01-29 12:00:00+03:00,SHORT,BR,53.9549900343,54.316323176,-0.806829619609,-0.806829619609,-0.80241266682,0.00441695278881,0.834680163439,0.401883041656,ATR_TRAILING_STOP,0 days 16:30:00
