symbol,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
Si,98,2.01930707924,0.440913854385,43.2095577297,-7.57236956198,0.438775510204,1.99071318499,-0.770747440449,5.70621354069
CNY,107,1.4939813087,0.234197208572,25.0591013173,-15.8432725624,0.392523364486,1.80447491594,-0.780443771575,1.58168719364
GD,124,1.45608735616,0.231091694408,28.6553701066,-9.37831804442,0.346774193548,2.12753623022,-0.775662812257,3.05549139738
BR,129,1.59995589869,0.285714369129,36.8571536177,-10.1342683075,0.387596899225,1.96580516895,-0.777634238353,3.63688354198
MIX,124,1.49737423517,0.224972723314,27.8966176909,-13.3404234206,0.403225806452,1.67968799448,-0.757943000446,2.09113435245
NG,116,0.913318115818,-0.0510992577001,-5.92751389321,-21.6169269828,0.396551724138,1.35771456835,-0.976891200531,-0.274207055329
