year,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025,374,1.44928272461,0.219499286,82.0927329641,-16.2272468101,0.379679144385,1.86487516475,-0.787584225996,5.05894400479
2026,324,1.46286970013,0.22733812841,73.6575536048,-18.6988938553,0.407407407407,1.7635600473,-0.828814440827,3.93913961836
