top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
0.0707695183568,0.154528411363,0.219393709441,0.351679117509,25.8388067501,1.18011233675,0.0872932660478,10.5786208277,1.0737394778,0.0359817034955,-1.23930647601,0.991361273471,-0.00424420026031
