direction,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
LONG,141,1.32592387808,0.157334794087,22.1842059663,-14.40238127,0.397163120567,1.61160376839,-0.800771824275,1.54031514306
SHORT,156,1.21949060963,0.106078389614,16.5482287798,-12.4332896684,0.339743589744,1.73475505845,-0.731978537067,1.33096141255
