iterations,seed,trades,mean_R_2.5%,mean_R_5%,mean_R_50%,mean_R_95%,mean_R_97.5%,probability_mean_R_gt_0
10000,5102025,297,-0.0568263489414,-0.0284889996011,0.12715316032,0.299634794143,0.331660337173,0.9085
