year,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025,165,0.969917600125,-0.0143493037742,-2.36763512274,-21.6276414509,0.363636363636,1.27228932628,-0.749571378089,-0.10947264537
2026,132,1.63470698625,0.311364165673,41.1000698688,-9.4491175594,0.371212121212,2.16029529696,-0.780173490145,4.34961991005
