scope,variant,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration
T2,BASELINE,830,0.302409638554,1.10572933392,0.061035668028,50.6596044632,-56.4226125007,0.897859957523,121.120481928,18,0.0276197293864,0.115286672292
T2,SESSION_CANDIDATE,535,0.302803738318,1.31571708924,0.173611399447,92.8820987044,-23.4212239618,3.9657235188,77.9252336449,16,0.0378040303675,0.157796653229
