ema50_distance,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration
near,31,0.225806451613,1.38263153553,0.170343180177,5.28063858548,-8.83319239572,0.597817680054,140.967741935,13,0.602798072498,0.969254894029
normal,268,0.317164179104,1.55113313409,0.301793888662,80.8807621615,-15.4695417115,5.22838773572,82.947761194,12,0.0642830923103,0.241562557444
extended,531,0.299435028249,0.888565824491,-0.0668583734157,-35.5017962838,-72.9198191229,-0.486860728822,139.22787194,17,0.0344697114254,0.14317007556
