level_family_id,level_snapshot_id,snapshot_version,instrument,level_type,level_price,valid_from,first_touch,last_touch,touch_count,touch_times,tolerance_ticks,min_touches,round_confluence,historical,mirror,source_pivot_ids,source_sides,known_index,level_id,price,known_time
CNYRUBF-L24,CNYRUBF-L24-V1,1,CNYRUBF,MIRROR,11.414,2026-01-08 11:20:00+03:00,2026-01-05 20:00:00+03:00,2026-01-08 11:10:00+03:00,2,2026-01-05 20:00:00+03:00|2026-01-08 11:10:00+03:00,2,2,False,True,True,44|115,LOW|HIGH,316,CNYRUBF-L24-V1,11.414,2026-01-08 11:20:00+03:00
CNYRUBF-L15,CNYRUBF-L15-V2,2,CNYRUBF,EL,11.380333333333335,2026-01-08 11:30:00+03:00,2026-01-05 15:00:00+03:00,2026-01-08 11:20:00+03:00,3,2026-01-05 15:00:00+03:00|2026-01-06 13:05:00+03:00|2026-01-08 11:20:00+03:00,2,2,False,True,False,21|70|116,LOW|LOW|LOW,318,CNYRUBF-L15-V2,11.380333333333335,2026-01-08 11:30:00+03:00
CNYRUBF-L18,CNYRUBF-L18-V4,4,CNYRUBF,MIRROR,11.4064,2026-01-08 11:55:00+03:00,2026-01-05 16:15:00+03:00,2026-01-08 11:45:00+03:00,5,2026-01-05 16:15:00+03:00|2026-01-05 16:50:00+03:00|2026-01-05 20:15:00+03:00|2026-01-06 14:50:00+03:00|2026-01-08 11:45:00+03:00,2,2,False,True,True,26|28|45|77|117,HIGH|HIGH|LOW|HIGH|HIGH,323,CNYRUBF-L18-V4,11.4064,2026-01-08 11:55:00+03:00
CNYRUBF-L18,CNYRUBF-L18-V5,5,CNYRUBF,MIRROR,11.4065,2026-01-08 12:15:00+03:00,2026-01-05 16:15:00+03:00,2026-01-08 12:05:00+03:00,6,2026-01-05 16:15:00+03:00|2026-01-05 16:50:00+03:00|2026-01-05 20:15:00+03:00|2026-01-06 14:50:00+03:00|2026-01-08 11:45:00+03:00|2026-01-08 12:05:00+03:00,2,2,False,True,True,26|28|45|77|117|118,HIGH|HIGH|LOW|HIGH|HIGH|HIGH,327,CNYRUBF-L18-V5,11.4065,2026-01-08 12:15:00+03:00
CNYRUBF-L48,CNYRUBF-L48-V2,2,CNYRUBF,MIRROR,11.369333333333332,2026-01-08 12:20:00+03:00,2026-01-08 09:05:00+03:00,2026-01-08 12:10:00+03:00,3,2026-01-08 09:05:00+03:00|2026-01-08 10:05:00+03:00|2026-01-08 12:10:00+03:00,2,2,False,False,True,106|112|119,HIGH|HIGH|LOW,328,CNYRUBF-L48-V2,11.369333333333332,2026-01-08 12:20:00+03:00
CNYRUBF-L17,CNYRUBF-L17-V2,2,CNYRUBF,MIRROR,11.394666666666666,2026-01-08 12:30:00+03:00,2026-01-05 16:05:00+03:00,2026-01-08 12:20:00+03:00,3,2026-01-05 16:05:00+03:00|2026-01-05 17:20:00+03:00|2026-01-08 12:20:00+03:00,2,2,False,True,True,25|31|120,LOW|LOW|HIGH,330,CNYRUBF-L17-V2,11.394666666666666,2026-01-08 12:30:00+03:00
CNYRUBF-L11,CNYRUBF-L11-V3,3,CNYRUBF,MIRROR,11.37225,2026-01-08 12:35:00+03:00,2026-01-05 13:05:00+03:00,2026-01-08 12:25:00+03:00,4,2026-01-05 13:05:00+03:00|2026-01-06 17:20:00+03:00|2026-01-06 17:35:00+03:00|2026-01-08 12:25:00+03:00,2,2,False,True,True,11|86|87|121,LOW|HIGH|HIGH|LOW,331,CNYRUBF-L11-V3,11.37225,2026-01-08 12:35:00+03:00
CNYRUBF-L22,CNYRUBF-L22-V2,2,CNYRUBF,MIRROR,11.391,2026-01-08 13:00:00+03:00,2026-01-05 17:45:00+03:00,2026-01-08 12:50:00+03:00,3,2026-01-05 17:45:00+03:00|2026-01-06 12:40:00+03:00|2026-01-08 12:50:00+03:00,2,2,False,True,True,35|68|122,LOW|HIGH|LOW,336,CNYRUBF-L22-V2,11.391,2026-01-08 13:00:00+03:00
CNYRUBF-L13,CNYRUBF-L13-V7,7,CNYRUBF,MIRROR,11.410125,2026-01-08 13:15:00+03:00,2026-01-05 13:40:00+03:00,2026-01-08 13:05:00+03:00,8,2026-01-05 13:40:00+03:00|2026-01-05 14:15:00+03:00|2026-01-05 15:50:00+03:00|2026-01-05 19:35:00+03:00|2026-01-05 21:20:00+03:00|2026-01-05 21:45:00+03:00|2026-01-06 09:15:00+03:00|2026-01-08 13:05:00+03:00,2,2,False,True,True,14|18|24|42|48|49|57|123,HIGH|HIGH|HIGH|LOW|LOW|LOW|LOW|HIGH,339,CNYRUBF-L13-V7,11.410125,2026-01-08 13:15:00+03:00
CNYRUBF-L17,CNYRUBF-L17-V3,3,CNYRUBF,MIRROR,11.394749999999998,2026-01-08 13:20:00+03:00,2026-01-05 16:05:00+03:00,2026-01-08 13:10:00+03:00,4,2026-01-05 16:05:00+03:00|2026-01-05 17:20:00+03:00|2026-01-08 12:20:00+03:00|2026-01-08 13:10:00+03:00,2,2,False,True,True,25|31|120|124,LOW|LOW|HIGH|LOW,340,CNYRUBF-L17-V3,11.394749999999998,2026-01-08 13:20:00+03:00
CNYRUBF-L19,CNYRUBF-L19-V3,3,CNYRUBF,EH,11.4045,2026-01-08 13:30:00+03:00,2026-01-05 17:10:00+03:00,2026-01-08 13:20:00+03:00,4,2026-01-05 17:10:00+03:00|2026-01-05 17:35:00+03:00|2026-01-05 18:30:00+03:00|2026-01-08 13:20:00+03:00,2,2,False,True,False,30|33|39|125,HIGH|HIGH|HIGH|HIGH,342,CNYRUBF-L19-V3,11.4045,2026-01-08 13:30:00+03:00
CNYRUBF-L11,CNYRUBF-L11-V4,4,CNYRUBF,MIRROR,11.372399999999999,2026-01-08 13:55:00+03:00,2026-01-05 13:05:00+03:00,2026-01-08 13:45:00+03:00,5,2026-01-05 13:05:00+03:00|2026-01-06 17:20:00+03:00|2026-01-06 17:35:00+03:00|2026-01-08 12:25:00+03:00|2026-01-08 13:45:00+03:00,2,2,False,True,True,11|86|87|121|126,LOW|HIGH|HIGH|LOW|LOW,346,CNYRUBF-L11-V4,11.372399999999999,2026-01-08 13:55:00+03:00
CNYRUBF-L34,CNYRUBF-L34-V4,4,CNYRUBF,MIRROR,11.367,2026-01-08 14:15:00+03:00,2026-01-06 15:25:00+03:00,2026-01-08 14:00:00+03:00,5,2026-01-06 15:25:00+03:00|2026-01-06 15:45:00+03:00|2026-01-06 16:35:00+03:00|2026-01-06 17:00:00+03:00|2026-01-08 14:00:00+03:00,2,2,False,True,True,78|79|83|84|127,LOW|LOW|LOW|HIGH|LOW,349,CNYRUBF-L34-V4,11.367,2026-01-08 14:15:00+03:00
CNYRUBF-L16,CNYRUBF-L16-V1,1,CNYRUBF,MIRROR,11.38,2026-01-08 14:25:00+03:00,2026-01-05 15:05:00+03:00,2026-01-08 14:10:00+03:00,2,2026-01-05 15:05:00+03:00|2026-01-08 14:10:00+03:00,2,2,False,True,True,23|128,LOW|HIGH,350,CNYRUBF-L16-V1,11.38,2026-01-08 14:25:00+03:00
CNYRUBF-L31,CNYRUBF-L31-V2,2,CNYRUBF,MIRROR,11.378,2026-01-08 15:00:00+03:00,2026-01-06 11:20:00+03:00,2026-01-08 14:50:00+03:00,3,2026-01-06 11:20:00+03:00|2026-01-06 12:35:00+03:00|2026-01-08 14:50:00+03:00,2,2,False,True,True,63|67|130,LOW|LOW|HIGH,357,CNYRUBF-L31-V2,11.378,2026-01-08 15:00:00+03:00
CNYRUBF-L33,CNYRUBF-L33-V1,1,CNYRUBF,EH,11.3895,2026-01-08 15:20:00+03:00,2026-01-06 12:45:00+03:00,2026-01-08 15:10:00+03:00,2,2026-01-06 12:45:00+03:00|2026-01-08 15:10:00+03:00,2,2,False,True,False,69|131,HIGH|HIGH,361,CNYRUBF-L33-V1,11.3895,2026-01-08 15:20:00+03:00
CNYRUBF-L54,CNYRUBF-L54-V1,1,CNYRUBF,EL,11.346499999999999,2026-01-08 15:25:00+03:00,2026-01-08 14:35:00+03:00,2026-01-08 15:15:00+03:00,2,2026-01-08 14:35:00+03:00|2026-01-08 15:15:00+03:00,2,2,False,False,False,129|132,LOW|LOW,362,CNYRUBF-L54-V1,11.346499999999999,2026-01-08 15:25:00+03:00
CNYRUBF-L11,CNYRUBF-L11-V5,5,CNYRUBF,MIRROR,11.372333333333332,2026-01-08 16:00:00+03:00,2026-01-05 13:05:00+03:00,2026-01-08 15:50:00+03:00,6,2026-01-05 13:05:00+03:00|2026-01-06 17:20:00+03:00|2026-01-06 17:35:00+03:00|2026-01-08 12:25:00+03:00|2026-01-08 13:45:00+03:00|2026-01-08 15:50:00+03:00,2,2,False,True,True,11|86|87|121|126|134,LOW|HIGH|HIGH|LOW|LOW|HIGH,369,CNYRUBF-L11-V5,11.372333333333332,2026-01-08 16:00:00+03:00
CNYRUBF-L30,CNYRUBF-L30-V1,1,CNYRUBF,EL,11.353,2026-01-08 16:15:00+03:00,2026-01-06 10:50:00+03:00,2026-01-08 16:05:00+03:00,2,2026-01-06 10:50:00+03:00|2026-01-08 16:05:00+03:00,2,2,False,True,False,60|137,LOW|LOW,372,CNYRUBF-L30-V1,11.353,2026-01-08 16:15:00+03:00
CNYRUBF-L60,CNYRUBF-L60-V1,1,CNYRUBF,EL,11.301,2026-01-08 17:30:00+03:00,2026-01-08 17:05:00+03:00,2026-01-08 17:20:00+03:00,2,2026-01-08 17:05:00+03:00|2026-01-08 17:20:00+03:00,2,2,True,False,False,140|141,LOW|LOW,387,CNYRUBF-L60-V1,11.301,2026-01-08 17:30:00+03:00
CNYRUBF-L37,CNYRUBF-L37-V3,3,CNYRUBF,MIRROR,11.318,2026-01-08 17:40:00+03:00,2026-01-06 17:50:00+03:00,2026-01-08 17:30:00+03:00,4,2026-01-06 17:50:00+03:00|2026-01-06 18:25:00+03:00|2026-01-06 23:50:00+03:00|2026-01-08 17:30:00+03:00,2,2,False,True,True,88|91|105|143,LOW|LOW|LOW|HIGH,389,CNYRUBF-L37-V3,11.318,2026-01-08 17:40:00+03:00
CNYRUBF-L42,CNYRUBF-L42-V2,2,CNYRUBF,MIRROR,11.324333333333334,2026-01-08 18:10:00+03:00,2026-01-06 19:20:00+03:00,2026-01-08 18:00:00+03:00,3,2026-01-06 19:20:00+03:00|2026-01-06 22:10:00+03:00|2026-01-08 18:00:00+03:00,2,2,False,True,True,96|104|144,HIGH|LOW|HIGH,395,CNYRUBF-L42-V2,11.324333333333334,2026-01-08 18:10:00+03:00
CNYRUBF-L60,CNYRUBF-L60-V2,2,CNYRUBF,EL,11.301333333333332,2026-01-08 18:15:00+03:00,2026-01-08 17:05:00+03:00,2026-01-08 18:05:00+03:00,3,2026-01-08 17:05:00+03:00|2026-01-08 17:20:00+03:00|2026-01-08 18:05:00+03:00,2,2,False,False,False,140|141|145,LOW|LOW|LOW,396,CNYRUBF-L60-V2,11.301333333333332,2026-01-08 18:15:00+03:00
CNYRUBF-L37,CNYRUBF-L37-V4,4,CNYRUBF,MIRROR,11.3178,2026-01-08 18:40:00+03:00,2026-01-06 17:50:00+03:00,2026-01-08 18:30:00+03:00,5,2026-01-06 17:50:00+03:00|2026-01-06 18:25:00+03:00|2026-01-06 23:50:00+03:00|2026-01-08 17:30:00+03:00|2026-01-08 18:30:00+03:00,2,2,False,True,True,88|91|105|143|146,LOW|LOW|LOW|HIGH|HIGH,400,CNYRUBF-L37-V4,11.3178,2026-01-08 18:40:00+03:00
CNYRUBF-L46,CNYRUBF-L46-V2,2,CNYRUBF,EH,11.33,2026-01-08 19:35:00+03:00,2026-01-06 20:40:00+03:00,2026-01-08 19:20:00+03:00,3,2026-01-06 20:40:00+03:00|2026-01-06 21:25:00+03:00|2026-01-08 19:20:00+03:00,2,2,False,True,False,100|103|148,HIGH|HIGH|HIGH,406,CNYRUBF-L46-V2,11.33,2026-01-08 19:35:00+03:00
CNYRUBF-L46,CNYRUBF-L46-V3,3,CNYRUBF,EH,11.32975,2026-01-08 19:50:00+03:00,2026-01-06 20:40:00+03:00,2026-01-08 19:35:00+03:00,4,2026-01-06 20:40:00+03:00|2026-01-06 21:25:00+03:00|2026-01-08 19:20:00+03:00|2026-01-08 19:35:00+03:00,2,2,False,True,False,100|103|148|150,HIGH|HIGH|HIGH|HIGH,408,CNYRUBF-L46-V3,11.32975,2026-01-08 19:50:00+03:00
CNYRUBF-L51,CNYRUBF-L51-V1,1,CNYRUBF,MIRROR,11.337,2026-01-08 20:05:00+03:00,2026-01-08 09:40:00+03:00,2026-01-08 19:55:00+03:00,2,2026-01-08 09:40:00+03:00|2026-01-08 19:55:00+03:00,2,2,False,False,True,110|151,LOW|HIGH,411,CNYRUBF-L51-V1,11.337,2026-01-08 20:05:00+03:00
CNYRUBF-L40,CNYRUBF-L40-V2,2,CNYRUBF,EH,11.334333333333333,2026-01-08 20:55:00+03:00,2026-01-06 18:30:00+03:00,2026-01-08 20:35:00+03:00,3,2026-01-06 18:30:00+03:00|2026-01-06 18:40:00+03:00|2026-01-08 20:35:00+03:00,2,2,False,True,False,92|94|152,HIGH|HIGH|HIGH,414,CNYRUBF-L40-V2,11.334333333333333,2026-01-08 20:55:00+03:00
CNYRUBF-L42,CNYRUBF-L42-V3,3,CNYRUBF,MIRROR,11.32425,2026-01-08 22:05:00+03:00,2026-01-06 19:20:00+03:00,2026-01-08 21:20:00+03:00,4,2026-01-06 19:20:00+03:00|2026-01-06 22:10:00+03:00|2026-01-08 18:00:00+03:00|2026-01-08 21:20:00+03:00,2,2,False,True,True,96|104|144|153,HIGH|LOW|HIGH|LOW,418,CNYRUBF-L42-V3,11.32425,2026-01-08 22:05:00+03:00
CNYRUBF-L47,CNYRUBF-L47-V2,2,CNYRUBF,MIRROR,11.331333333333333,2026-01-08 23:00:00+03:00,2026-01-06 20:45:00+03:00,2026-01-08 22:05:00+03:00,3,2026-01-06 20:45:00+03:00|2026-01-08 09:20:00+03:00|2026-01-08 22:05:00+03:00,2,2,False,True,True,101|107|154,HIGH|LOW|HIGH,420,CNYRUBF-L47-V2,11.331333333333333,2026-01-08 23:00:00+03:00
CNYRUBF-L45,CNYRUBF-L45-V1,1,CNYRUBF,EL,11.3225,2026-01-08 23:05:00+03:00,2026-01-06 20:25:00+03:00,2026-01-08 22:55:00+03:00,2,2026-01-06 20:25:00+03:00|2026-01-08 22:55:00+03:00,2,2,False,True,False,99|155,LOW|LOW,421,CNYRUBF-L45-V1,11.3225,2026-01-08 23:05:00+03:00
CNYRUBF-L42,CNYRUBF-L42-V4,4,CNYRUBF,MIRROR,11.324,2026-01-08 23:35:00+03:00,2026-01-06 19:20:00+03:00,2026-01-08 23:00:00+03:00,5,2026-01-06 19:20:00+03:00|2026-01-06 22:10:00+03:00|2026-01-08 18:00:00+03:00|2026-01-08 21:20:00+03:00|2026-01-08 23:00:00+03:00,2,2,False,True,True,96|104|144|153|156,HIGH|LOW|HIGH|LOW|LOW,422,CNYRUBF-L42-V4,11.324,2026-01-08 23:35:00+03:00
CNYRUBF-L45,CNYRUBF-L45-V2,2,CNYRUBF,EL,11.322666666666668,2026-01-08 23:45:00+03:00,2026-01-06 20:25:00+03:00,2026-01-08 23:05:00+03:00,3,2026-01-06 20:25:00+03:00|2026-01-08 22:55:00+03:00|2026-01-08 23:05:00+03:00,2,2,False,True,False,99|155|157,LOW|LOW|LOW,423,CNYRUBF-L45-V2,11.322666666666668,2026-01-08 23:45:00+03:00
CNYRUBF-L47,CNYRUBF-L47-V3,3,CNYRUBF,MIRROR,11.33125,2026-01-08 23:50:00+03:00,2026-01-06 20:45:00+03:00,2026-01-08 23:35:00+03:00,4,2026-01-06 20:45:00+03:00|2026-01-08 09:20:00+03:00|2026-01-08 22:05:00+03:00|2026-01-08 23:35:00+03:00,2,2,False,True,True,101|107|154|158,HIGH|LOW|HIGH|HIGH,424,CNYRUBF-L47-V3,11.33125,2026-01-08 23:50:00+03:00
CNYRUBF-L51,CNYRUBF-L51-V2,2,CNYRUBF,MIRROR,11.336666666666666,2026-01-09 09:15:00+03:00,2026-01-08 09:40:00+03:00,2026-01-09 09:05:00+03:00,3,2026-01-08 09:40:00+03:00|2026-01-08 19:55:00+03:00|2026-01-09 09:05:00+03:00,2,2,False,True,True,110|151|159,LOW|HIGH|HIGH,427,CNYRUBF-L51-V2,11.336666666666666,2026-01-09 09:15:00+03:00
CNYRUBF-L38,CNYRUBF-L38-V2,2,CNYRUBF,EL,11.312333333333333,2026-01-09 09:40:00+03:00,2026-01-06 18:05:00+03:00,2026-01-09 09:30:00+03:00,3,2026-01-06 18:05:00+03:00|2026-01-06 19:10:00+03:00|2026-01-09 09:30:00+03:00,2,2,False,True,False,89|95|160,LOW|LOW|LOW,430,CNYRUBF-L38-V2,11.312333333333333,2026-01-09 09:40:00+03:00
CNYRUBF-L39,CNYRUBF-L39-V1,1,CNYRUBF,EL,11.3125,2026-01-09 09:45:00+03:00,2026-01-06 18:10:00+03:00,2026-01-09 09:35:00+03:00,2,2026-01-06 18:10:00+03:00|2026-01-09 09:35:00+03:00,2,2,False,True,False,90|161,LOW|LOW,431,CNYRUBF-L39-V1,11.3125,2026-01-09 09:45:00+03:00
CNYRUBF-L38,CNYRUBF-L38-V3,3,CNYRUBF,EL,11.3125,2026-01-09 09:50:00+03:00,2026-01-06 18:05:00+03:00,2026-01-09 09:40:00+03:00,4,2026-01-06 18:05:00+03:00|2026-01-06 19:10:00+03:00|2026-01-09 09:30:00+03:00|2026-01-09 09:40:00+03:00,2,2,False,True,False,89|95|160|162,LOW|LOW|LOW|LOW,432,CNYRUBF-L38-V3,11.3125,2026-01-09 09:50:00+03:00
CNYRUBF-L54,CNYRUBF-L54-V2,2,CNYRUBF,MIRROR,11.345999999999998,2026-01-09 10:00:00+03:00,2026-01-08 14:35:00+03:00,2026-01-09 09:50:00+03:00,3,2026-01-08 14:35:00+03:00|2026-01-08 15:15:00+03:00|2026-01-09 09:50:00+03:00,2,2,False,True,True,129|132|163,LOW|LOW|HIGH,434,CNYRUBF-L54-V2,11.345999999999998,2026-01-09 10:00:00+03:00
CNYRUBF-L47,CNYRUBF-L47-V4,4,CNYRUBF,MIRROR,11.3312,2026-01-09 10:20:00+03:00,2026-01-06 20:45:00+03:00,2026-01-09 10:10:00+03:00,5,2026-01-06 20:45:00+03:00|2026-01-08 09:20:00+03:00|2026-01-08 22:05:00+03:00|2026-01-08 23:35:00+03:00|2026-01-09 10:10:00+03:00,2,2,False,True,True,101|107|154|158|164,HIGH|LOW|HIGH|HIGH|HIGH,438,CNYRUBF-L47-V4,11.3312,2026-01-09 10:20:00+03:00
CNYRUBF-L38,CNYRUBF-L38-V4,4,CNYRUBF,MIRROR,11.3122,2026-01-09 11:00:00+03:00,2026-01-06 18:05:00+03:00,2026-01-09 10:50:00+03:00,5,2026-01-06 18:05:00+03:00|2026-01-06 19:10:00+03:00|2026-01-09 09:30:00+03:00|2026-01-09 09:40:00+03:00|2026-01-09 10:50:00+03:00,2,2,False,True,True,89|95|160|162|166,LOW|LOW|LOW|LOW|HIGH,446,CNYRUBF-L38-V4,11.3122,2026-01-09 11:00:00+03:00
CNYRUBF-L68,CNYRUBF-L68-V1,1,CNYRUBF,EH,11.247,2026-01-09 13:20:00+03:00,2026-01-09 13:00:00+03:00,2026-01-09 13:10:00+03:00,2,2026-01-09 13:00:00+03:00|2026-01-09 13:10:00+03:00,2,2,False,False,False,170|171,HIGH|HIGH,474,CNYRUBF-L68-V1,11.247,2026-01-09 13:20:00+03:00
CNYRUBF-L64,CNYRUBF-L64-V1,1,CNYRUBF,MIRROR,11.255,2026-01-09 13:40:00+03:00,2026-01-09 10:20:00+03:00,2026-01-09 13:25:00+03:00,2,2026-01-09 10:20:00+03:00|2026-01-09 13:25:00+03:00,2,2,False,False,True,165|173,LOW|HIGH,477,CNYRUBF-L64-V1,11.255,2026-01-09 13:40:00+03:00
CNYRUBF-L69,CNYRUBF-L69-V1,1,CNYRUBF,EL,11.235,2026-01-09 14:25:00+03:00,2026-01-09 13:10:00+03:00,2026-01-09 14:15:00+03:00,2,2026-01-09 13:10:00+03:00|2026-01-09 14:15:00+03:00,2,2,False,False,False,172|176,LOW|LOW,485,CNYRUBF-L69-V1,11.235,2026-01-09 14:25:00+03:00
CNYRUBF-L72,CNYRUBF-L72-V1,1,CNYRUBF,EH,11.253,2026-01-09 14:55:00+03:00,2026-01-09 14:35:00+03:00,2026-01-09 14:45:00+03:00,2,2026-01-09 14:35:00+03:00|2026-01-09 14:45:00+03:00,2,2,False,False,False,177|178,HIGH|HIGH,491,CNYRUBF-L72-V1,11.253,2026-01-09 14:55:00+03:00
CNYRUBF-L66,CNYRUBF-L66-V1,1,CNYRUBF,MIRROR,11.24,2026-01-09 15:00:00+03:00,2026-01-09 12:35:00+03:00,2026-01-09 14:50:00+03:00,2,2026-01-09 12:35:00+03:00|2026-01-09 14:50:00+03:00,2,2,False,False,True,168|179,HIGH|LOW,492,CNYRUBF-L66-V1,11.24,2026-01-09 15:00:00+03:00
CNYRUBF-L65,CNYRUBF-L65-V1,1,CNYRUBF,EL,11.219,2026-01-09 16:00:00+03:00,2026-01-09 12:05:00+03:00,2026-01-09 15:50:00+03:00,2,2026-01-09 12:05:00+03:00|2026-01-09 15:50:00+03:00,2,2,False,False,False,167|180,LOW|LOW,499,CNYRUBF-L65-V1,11.219,2026-01-09 16:00:00+03:00
CNYRUBF-L68,CNYRUBF-L68-V2,2,CNYRUBF,EH,11.247333333333332,2026-01-09 16:10:00+03:00,2026-01-09 13:00:00+03:00,2026-01-09 16:00:00+03:00,3,2026-01-09 13:00:00+03:00|2026-01-09 13:10:00+03:00|2026-01-09 16:00:00+03:00,2,2,False,False,False,170|171|182,HIGH|HIGH|HIGH,501,CNYRUBF-L68-V2,11.247333333333332,2026-01-09 16:10:00+03:00
CNYRUBF-L65,CNYRUBF-L65-V2,2,CNYRUBF,EL,11.218333333333334,2026-01-09 16:25:00+03:00,2026-01-09 12:05:00+03:00,2026-01-09 16:15:00+03:00,3,2026-01-09 12:05:00+03:00|2026-01-09 15:50:00+03:00|2026-01-09 16:15:00+03:00,2,2,False,False,False,167|180|183,LOW|LOW|LOW,504,CNYRUBF-L65-V2,11.218333333333334,2026-01-09 16:25:00+03:00
CNYRUBF-L73,CNYRUBF-L73-V1,1,CNYRUBF,EL,11.2195,2026-01-09 17:35:00+03:00,2026-01-09 15:55:00+03:00,2026-01-09 17:15:00+03:00,2,2026-01-09 15:55:00+03:00|2026-01-09 17:15:00+03:00,2,2,False,False,False,181|187,LOW|LOW,513,CNYRUBF-L73-V1,11.2195,2026-01-09 17:35:00+03:00
CNYRUBF-L77,CNYRUBF-L77-V1,1,CNYRUBF,EH,11.2315,2026-01-09 18:15:00+03:00,2026-01-09 17:20:00+03:00,2026-01-09 17:50:00+03:00,2,2026-01-09 17:20:00+03:00|2026-01-09 17:50:00+03:00,2,2,False,False,False,188|189,HIGH|HIGH,518,CNYRUBF-L77-V1,11.2315,2026-01-09 18:15:00+03:00
CNYRUBF-L65,CNYRUBF-L65-V3,3,CNYRUBF,EL,11.218,2026-01-09 18:20:00+03:00,2026-01-09 12:05:00+03:00,2026-01-09 18:10:00+03:00,4,2026-01-09 12:05:00+03:00|2026-01-09 15:50:00+03:00|2026-01-09 16:15:00+03:00|2026-01-09 18:10:00+03:00,2,2,False,False,False,167|180|183|190,LOW|LOW|LOW|LOW,519,CNYRUBF-L65-V3,11.218,2026-01-09 18:20:00+03:00
CNYRUBF-L75,CNYRUBF-L75-V1,1,CNYRUBF,MIRROR,11.2255,2026-01-09 18:35:00+03:00,2026-01-09 16:45:00+03:00,2026-01-09 18:25:00+03:00,2,2026-01-09 16:45:00+03:00|2026-01-09 18:25:00+03:00,2,2,False,False,True,185|192,LOW|HIGH,522,CNYRUBF-L75-V1,11.2255,2026-01-09 18:35:00+03:00
CNYRUBF-L75,CNYRUBF-L75-V2,2,CNYRUBF,MIRROR,11.225666666666667,2026-01-09 18:45:00+03:00,2026-01-09 16:45:00+03:00,2026-01-09 18:35:00+03:00,3,2026-01-09 16:45:00+03:00|2026-01-09 18:25:00+03:00|2026-01-09 18:35:00+03:00,2,2,False,False,True,185|192|193,LOW|HIGH|HIGH,524,CNYRUBF-L75-V2,11.225666666666667,2026-01-09 18:45:00+03:00
CNYRUBF-L65,CNYRUBF-L65-V4,4,CNYRUBF,EL,11.218,2026-01-09 19:10:00+03:00,2026-01-09 12:05:00+03:00,2026-01-09 18:45:00+03:00,5,2026-01-09 12:05:00+03:00|2026-01-09 15:50:00+03:00|2026-01-09 16:15:00+03:00|2026-01-09 18:10:00+03:00|2026-01-09 18:45:00+03:00,2,2,False,False,False,167|180|183|190|194,LOW|LOW|LOW|LOW|LOW,526,CNYRUBF-L65-V4,11.218,2026-01-09 19:10:00+03:00
CNYRUBF-L78,CNYRUBF-L78-V1,1,CNYRUBF,EL,11.217500000000001,2026-01-09 19:15:00+03:00,2026-01-09 18:15:00+03:00,2026-01-09 18:50:00+03:00,2,2026-01-09 18:15:00+03:00|2026-01-09 18:50:00+03:00,2,2,False,False,False,191|195,LOW|LOW,527,CNYRUBF-L78-V1,11.217500000000001,2026-01-09 19:15:00+03:00
CNYRUBF-L74,CNYRUBF-L74-V1,1,CNYRUBF,EH,11.2365,2026-01-09 19:40:00+03:00,2026-01-09 16:40:00+03:00,2026-01-09 19:15:00+03:00,2,2026-01-09 16:40:00+03:00|2026-01-09 19:15:00+03:00,2,2,False,False,False,184|196,HIGH|HIGH,529,CNYRUBF-L74-V1,11.2365,2026-01-09 19:40:00+03:00
CNYRUBF-L73,CNYRUBF-L73-V2,2,CNYRUBF,EL,11.219999999999999,2026-01-09 19:55:00+03:00,2026-01-09 15:55:00+03:00,2026-01-09 19:40:00+03:00,3,2026-01-09 15:55:00+03:00|2026-01-09 17:15:00+03:00|2026-01-09 19:40:00+03:00,2,2,False,False,False,181|187|197,LOW|LOW|LOW,531,CNYRUBF-L73-V2,11.219999999999999,2026-01-09 19:55:00+03:00
CNYRUBF-L77,CNYRUBF-L77-V2,2,CNYRUBF,EH,11.232,2026-01-09 20:10:00+03:00,2026-01-09 17:20:00+03:00,2026-01-09 20:00:00+03:00,3,2026-01-09 17:20:00+03:00|2026-01-09 17:50:00+03:00|2026-01-09 20:00:00+03:00,2,2,False,False,False,188|189|198,HIGH|HIGH|HIGH,534,CNYRUBF-L77-V2,11.232,2026-01-09 20:10:00+03:00
CNYRUBF-L73,CNYRUBF-L73-V3,3,CNYRUBF,EL,11.219999999999999,2026-01-09 20:15:00+03:00,2026-01-09 15:55:00+03:00,2026-01-09 20:05:00+03:00,4,2026-01-09 15:55:00+03:00|2026-01-09 17:15:00+03:00|2026-01-09 19:40:00+03:00|2026-01-09 20:05:00+03:00,2,2,False,False,False,181|187|197|199,LOW|LOW|LOW|LOW,535,CNYRUBF-L73-V3,11.219999999999999,2026-01-09 20:15:00+03:00
CNYRUBF-L70,CNYRUBF-L70-V1,1,CNYRUBF,MIRROR,11.2425,2026-01-09 20:45:00+03:00,2026-01-09 13:45:00+03:00,2026-01-09 20:35:00+03:00,2,2026-01-09 13:45:00+03:00|2026-01-09 20:35:00+03:00,2,2,False,False,True,174|200,LOW|HIGH,539,CNYRUBF-L70-V1,11.2425,2026-01-09 20:45:00+03:00
CNYRUBF-L68,CNYRUBF-L68-V3,3,CNYRUBF,EH,11.247,2026-01-09 21:15:00+03:00,2026-01-09 13:00:00+03:00,2026-01-09 20:55:00+03:00,4,2026-01-09 13:00:00+03:00|2026-01-09 13:10:00+03:00|2026-01-09 16:00:00+03:00|2026-01-09 20:55:00+03:00,2,2,False,False,False,170|171|182|201,HIGH|HIGH|HIGH|HIGH,543,CNYRUBF-L68-V3,11.247,2026-01-09 21:15:00+03:00
