level_family_id,level_snapshot_id,snapshot_version,instrument,level_type,level_price,valid_from,first_touch,last_touch,touch_count,touch_times,tolerance_ticks,min_touches,round_confluence,historical,mirror,source_pivot_ids,source_sides,known_index,level_id,price,known_time
CNYRUBF-L77,CNYRUBF-L77-V3,3,CNYRUBF,MIRROR,11.23225,2026-01-09 21:30:00+03:00,2026-01-09 17:20:00+03:00,2026-01-09 21:15:00+03:00,4,2026-01-09 17:20:00+03:00|2026-01-09 17:50:00+03:00|2026-01-09 20:00:00+03:00|2026-01-09 21:15:00+03:00,2,2,False,False,True,188|189|198|202,HIGH|HIGH|HIGH|LOW,545,CNYRUBF-L77-V3,11.23225,2026-01-09 21:30:00+03:00
CNYRUBF-L68,CNYRUBF-L68-V4,4,CNYRUBF,EH,11.2468,2026-01-09 22:15:00+03:00,2026-01-09 13:00:00+03:00,2026-01-09 21:30:00+03:00,5,2026-01-09 13:00:00+03:00|2026-01-09 13:10:00+03:00|2026-01-09 16:00:00+03:00|2026-01-09 20:55:00+03:00|2026-01-09 21:30:00+03:00,2,2,False,False,False,170|171|182|201|203,HIGH|HIGH|HIGH|HIGH|HIGH,547,CNYRUBF-L68-V4,11.2468,2026-01-09 22:15:00+03:00
CNYRUBF-L69,CNYRUBF-L69-V2,2,CNYRUBF,EL,11.234666666666667,2026-01-09 22:35:00+03:00,2026-01-09 13:10:00+03:00,2026-01-09 22:10:00+03:00,3,2026-01-09 13:10:00+03:00|2026-01-09 14:15:00+03:00|2026-01-09 22:10:00+03:00,2,2,False,False,False,172|176|204,LOW|LOW|LOW,548,CNYRUBF-L69-V2,11.234666666666667,2026-01-09 22:35:00+03:00
CNYRUBF-L66,CNYRUBF-L66-V2,2,CNYRUBF,MIRROR,11.24,2026-01-09 22:50:00+03:00,2026-01-09 12:35:00+03:00,2026-01-09 22:35:00+03:00,3,2026-01-09 12:35:00+03:00|2026-01-09 14:50:00+03:00|2026-01-09 22:35:00+03:00,2,2,False,False,True,168|179|205,HIGH|LOW|HIGH,550,CNYRUBF-L66-V2,11.24,2026-01-09 22:50:00+03:00
CNYRUBF-L65,CNYRUBF-L65-V5,5,CNYRUBF,EL,11.218000000000002,2026-01-09 23:30:00+03:00,2026-01-09 12:05:00+03:00,2026-01-09 22:50:00+03:00,6,2026-01-09 12:05:00+03:00|2026-01-09 15:50:00+03:00|2026-01-09 16:15:00+03:00|2026-01-09 18:10:00+03:00|2026-01-09 18:45:00+03:00|2026-01-09 22:50:00+03:00,2,2,False,False,False,167|180|183|190|194|207,LOW|LOW|LOW|LOW|LOW|LOW,552,CNYRUBF-L65-V5,11.218000000000002,2026-01-09 23:30:00+03:00
CNYRUBF-L65,CNYRUBF-L65-V6,6,CNYRUBF,EL,11.218000000000002,2026-01-09 23:45:00+03:00,2026-01-09 12:05:00+03:00,2026-01-09 23:35:00+03:00,7,2026-01-09 12:05:00+03:00|2026-01-09 15:50:00+03:00|2026-01-09 16:15:00+03:00|2026-01-09 18:10:00+03:00|2026-01-09 18:45:00+03:00|2026-01-09 22:50:00+03:00|2026-01-09 23:35:00+03:00,2,2,False,False,False,167|180|183|190|194|207|208,LOW|LOW|LOW|LOW|LOW|LOW|LOW,555,CNYRUBF-L65-V6,11.218000000000002,2026-01-09 23:45:00+03:00
CNYRUBF-L78,CNYRUBF-L78-V2,2,CNYRUBF,EL,11.217666666666668,2026-01-09 23:50:00+03:00,2026-01-09 18:15:00+03:00,2026-01-09 23:40:00+03:00,3,2026-01-09 18:15:00+03:00|2026-01-09 18:50:00+03:00|2026-01-09 23:40:00+03:00,2,2,False,False,False,191|195|209,LOW|LOW|LOW,556,CNYRUBF-L78-V2,11.217666666666668,2026-01-09 23:50:00+03:00
CNYRUBF-L64,CNYRUBF-L64-V2,2,CNYRUBF,MIRROR,11.255333333333335,2026-01-12 09:15:00+03:00,2026-01-09 10:20:00+03:00,2026-01-12 09:05:00+03:00,3,2026-01-09 10:20:00+03:00|2026-01-09 13:25:00+03:00|2026-01-12 09:05:00+03:00,2,2,False,True,True,165|173|210,LOW|HIGH|HIGH,559,CNYRUBF-L64-V2,11.255333333333335,2026-01-12 09:15:00+03:00
CNYRUBF-L54,CNYRUBF-L54-V3,3,CNYRUBF,MIRROR,11.345749999999999,2026-01-12 10:45:00+03:00,2026-01-08 14:35:00+03:00,2026-01-12 10:35:00+03:00,4,2026-01-08 14:35:00+03:00|2026-01-08 15:15:00+03:00|2026-01-09 09:50:00+03:00|2026-01-12 10:35:00+03:00,2,2,False,True,True,129|132|163|212,LOW|LOW|HIGH|HIGH,577,CNYRUBF-L54-V3,11.345749999999999,2026-01-12 10:45:00+03:00
CNYRUBF-L53,CNYRUBF-L53-V2,2,CNYRUBF,EL,11.296333333333331,2026-01-12 11:05:00+03:00,2026-01-08 10:15:00+03:00,2026-01-12 10:55:00+03:00,3,2026-01-08 10:15:00+03:00|2026-01-08 10:25:00+03:00|2026-01-12 10:55:00+03:00,2,2,False,True,False,113|114|213,LOW|LOW|LOW,581,CNYRUBF-L53-V2,11.296333333333331,2026-01-12 11:05:00+03:00
CNYRUBF-L41,CNYRUBF-L41-V1,1,CNYRUBF,EH,11.334,2026-01-12 11:15:00+03:00,2026-01-06 18:35:00+03:00,2026-01-12 11:05:00+03:00,2,2026-01-06 18:35:00+03:00|2026-01-12 11:05:00+03:00,2,2,False,True,False,93|214,HIGH|HIGH,583,CNYRUBF-L41-V1,11.334,2026-01-12 11:15:00+03:00
CNYRUBF-L51,CNYRUBF-L51-V3,3,CNYRUBF,MIRROR,11.3365,2026-01-12 11:35:00+03:00,2026-01-08 09:40:00+03:00,2026-01-12 11:25:00+03:00,4,2026-01-08 09:40:00+03:00|2026-01-08 19:55:00+03:00|2026-01-09 09:05:00+03:00|2026-01-12 11:25:00+03:00,2,2,False,True,True,110|151|159|215,LOW|HIGH|HIGH|HIGH,587,CNYRUBF-L51-V3,11.3365,2026-01-12 11:35:00+03:00
CNYRUBF-L38,CNYRUBF-L38-V5,5,CNYRUBF,MIRROR,11.312166666666668,2026-01-12 11:40:00+03:00,2026-01-06 18:05:00+03:00,2026-01-12 11:30:00+03:00,6,2026-01-06 18:05:00+03:00|2026-01-06 19:10:00+03:00|2026-01-09 09:30:00+03:00|2026-01-09 09:40:00+03:00|2026-01-09 10:50:00+03:00|2026-01-12 11:30:00+03:00,2,2,False,True,True,89|95|160|162|166|216,LOW|LOW|LOW|LOW|HIGH|LOW,588,CNYRUBF-L38-V5,11.312166666666668,2026-01-12 11:40:00+03:00
CNYRUBF-L39,CNYRUBF-L39-V2,2,CNYRUBF,MIRROR,11.312666666666667,2026-01-12 12:15:00+03:00,2026-01-06 18:10:00+03:00,2026-01-12 12:05:00+03:00,3,2026-01-06 18:10:00+03:00|2026-01-09 09:35:00+03:00|2026-01-12 12:05:00+03:00,2,2,False,True,True,90|161|217,LOW|LOW|HIGH,595,CNYRUBF-L39-V2,11.312666666666667,2026-01-12 12:15:00+03:00
CNYRUBF-L1,CNYRUBF-L1-V1,1,CNYRUBF,EL,11.265,2026-01-12 12:40:00+03:00,2026-01-05 10:05:00+03:00,2026-01-12 12:30:00+03:00,2,2026-01-05 10:05:00+03:00|2026-01-12 12:30:00+03:00,2,2,False,True,False,1|218,LOW|LOW,600,CNYRUBF-L1-V1,11.265,2026-01-12 12:40:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V1,1,CNYRUBF,MIRROR,11.3095,2026-01-12 13:15:00+03:00,2026-01-08 18:40:00+03:00,2026-01-12 13:05:00+03:00,2,2026-01-08 18:40:00+03:00|2026-01-12 13:05:00+03:00,2,2,False,True,True,147|220,LOW|HIGH,606,CNYRUBF-L62-V1,11.3095,2026-01-12 13:15:00+03:00
CNYRUBF-L39,CNYRUBF-L39-V3,3,CNYRUBF,MIRROR,11.312750000000001,2026-01-12 13:35:00+03:00,2026-01-06 18:10:00+03:00,2026-01-12 13:25:00+03:00,4,2026-01-06 18:10:00+03:00|2026-01-09 09:35:00+03:00|2026-01-12 12:05:00+03:00|2026-01-12 13:25:00+03:00,2,2,False,True,True,90|161|217|221,LOW|LOW|HIGH|HIGH,610,CNYRUBF-L39-V3,11.312750000000001,2026-01-12 13:35:00+03:00
CNYRUBF-L71,CNYRUBF-L71-V1,1,CNYRUBF,MIRROR,11.251,2026-01-12 14:20:00+03:00,2026-01-09 13:55:00+03:00,2026-01-12 14:10:00+03:00,2,2026-01-09 13:55:00+03:00|2026-01-12 14:10:00+03:00,2,2,True,True,True,175|222,HIGH|LOW,618,CNYRUBF-L71-V1,11.251,2026-01-12 14:20:00+03:00
CNYRUBF-L82,CNYRUBF-L82-V1,1,CNYRUBF,EH,11.2715,2026-01-12 14:55:00+03:00,2026-01-12 14:25:00+03:00,2026-01-12 14:45:00+03:00,2,2026-01-12 14:25:00+03:00|2026-01-12 14:45:00+03:00,2,2,False,False,False,223|226,HIGH|HIGH,625,CNYRUBF-L82-V1,11.2715,2026-01-12 14:55:00+03:00
CNYRUBF-L64,CNYRUBF-L64-V3,3,CNYRUBF,MIRROR,11.255500000000001,2026-01-12 15:00:00+03:00,2026-01-09 10:20:00+03:00,2026-01-12 14:50:00+03:00,4,2026-01-09 10:20:00+03:00|2026-01-09 13:25:00+03:00|2026-01-12 09:05:00+03:00|2026-01-12 14:50:00+03:00,2,2,False,True,True,165|173|210|227,LOW|HIGH|HIGH|LOW,626,CNYRUBF-L64-V3,11.255500000000001,2026-01-12 15:00:00+03:00
CNYRUBF-L83,CNYRUBF-L83-V1,1,CNYRUBF,EL,11.259,2026-01-12 15:25:00+03:00,2026-01-12 14:30:00+03:00,2026-01-12 15:15:00+03:00,2,2026-01-12 14:30:00+03:00|2026-01-12 15:15:00+03:00,2,2,False,False,False,224|230,LOW|LOW,631,CNYRUBF-L83-V1,11.259,2026-01-12 15:25:00+03:00
CNYRUBF-L71,CNYRUBF-L71-V2,2,CNYRUBF,MIRROR,11.251,2026-01-12 15:40:00+03:00,2026-01-09 13:55:00+03:00,2026-01-12 15:30:00+03:00,3,2026-01-09 13:55:00+03:00|2026-01-12 14:10:00+03:00|2026-01-12 15:30:00+03:00,2,2,True,True,True,175|222|231,HIGH|LOW|LOW,634,CNYRUBF-L71-V2,11.251,2026-01-12 15:40:00+03:00
CNYRUBF-L82,CNYRUBF-L82-V2,2,CNYRUBF,EH,11.271666666666667,2026-01-12 15:45:00+03:00,2026-01-12 14:25:00+03:00,2026-01-12 15:35:00+03:00,3,2026-01-12 14:25:00+03:00|2026-01-12 14:45:00+03:00|2026-01-12 15:35:00+03:00,2,2,False,False,False,223|226|232,HIGH|HIGH|HIGH,635,CNYRUBF-L82-V2,11.271666666666667,2026-01-12 15:45:00+03:00
CNYRUBF-L71,CNYRUBF-L71-V3,3,CNYRUBF,MIRROR,11.251,2026-01-12 16:00:00+03:00,2026-01-09 13:55:00+03:00,2026-01-12 15:50:00+03:00,4,2026-01-09 13:55:00+03:00|2026-01-12 14:10:00+03:00|2026-01-12 15:30:00+03:00|2026-01-12 15:50:00+03:00,2,2,True,True,True,175|222|231|233,HIGH|LOW|LOW|LOW,638,CNYRUBF-L71-V3,11.251,2026-01-12 16:00:00+03:00
CNYRUBF-L0,CNYRUBF-L0-V1,1,CNYRUBF,EH,11.2895,2026-01-12 16:10:00+03:00,2026-01-05 09:50:00+03:00,2026-01-12 16:00:00+03:00,2,2026-01-05 09:50:00+03:00|2026-01-12 16:00:00+03:00,2,2,False,True,False,0|234,HIGH|HIGH,640,CNYRUBF-L0-V1,11.2895,2026-01-12 16:10:00+03:00
CNYRUBF-L72,CNYRUBF-L72-V2,2,CNYRUBF,MIRROR,11.253,2026-01-12 16:35:00+03:00,2026-01-09 14:35:00+03:00,2026-01-12 16:25:00+03:00,3,2026-01-09 14:35:00+03:00|2026-01-09 14:45:00+03:00|2026-01-12 16:25:00+03:00,2,2,False,True,True,177|178|235,HIGH|HIGH|LOW,645,CNYRUBF-L72-V2,11.253,2026-01-12 16:35:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V1,1,CNYRUBF,MIRROR,11.3005,2026-01-12 17:00:00+03:00,2026-01-08 17:25:00+03:00,2026-01-12 16:50:00+03:00,2,2026-01-08 17:25:00+03:00|2026-01-12 16:50:00+03:00,2,2,True,True,True,142|236,LOW|HIGH,650,CNYRUBF-L61-V1,11.3005,2026-01-12 17:00:00+03:00
CNYRUBF-L82,CNYRUBF-L82-V3,3,CNYRUBF,MIRROR,11.2715,2026-01-12 17:05:00+03:00,2026-01-12 14:25:00+03:00,2026-01-12 16:55:00+03:00,4,2026-01-12 14:25:00+03:00|2026-01-12 14:45:00+03:00|2026-01-12 15:35:00+03:00|2026-01-12 16:55:00+03:00,2,2,False,False,True,223|226|232|237,HIGH|HIGH|HIGH|LOW,651,CNYRUBF-L82-V3,11.2715,2026-01-12 17:05:00+03:00
CNYRUBF-L87,CNYRUBF-L87-V1,1,CNYRUBF,EH,11.285499999999999,2026-01-12 17:40:00+03:00,2026-01-12 17:10:00+03:00,2026-01-12 17:30:00+03:00,2,2026-01-12 17:10:00+03:00|2026-01-12 17:30:00+03:00,2,2,False,False,False,238|240,HIGH|HIGH,658,CNYRUBF-L87-V1,11.285499999999999,2026-01-12 17:40:00+03:00
CNYRUBF-L1,CNYRUBF-L1-V2,2,CNYRUBF,EL,11.265333333333333,2026-01-12 17:45:00+03:00,2026-01-05 10:05:00+03:00,2026-01-12 17:35:00+03:00,3,2026-01-05 10:05:00+03:00|2026-01-12 12:30:00+03:00|2026-01-12 17:35:00+03:00,2,2,False,True,False,1|218|241,LOW|LOW|LOW,659,CNYRUBF-L1-V2,11.265333333333333,2026-01-12 17:45:00+03:00
CNYRUBF-L83,CNYRUBF-L83-V2,2,CNYRUBF,EL,11.259666666666666,2026-01-12 18:00:00+03:00,2026-01-12 14:30:00+03:00,2026-01-12 17:50:00+03:00,3,2026-01-12 14:30:00+03:00|2026-01-12 15:15:00+03:00|2026-01-12 17:50:00+03:00,2,2,False,False,False,224|230|243,LOW|LOW|LOW,662,CNYRUBF-L83-V2,11.259666666666666,2026-01-12 18:00:00+03:00
CNYRUBF-L0,CNYRUBF-L0-V2,2,CNYRUBF,EH,11.289000000000001,2026-01-12 18:20:00+03:00,2026-01-05 09:50:00+03:00,2026-01-12 18:10:00+03:00,3,2026-01-05 09:50:00+03:00|2026-01-12 16:00:00+03:00|2026-01-12 18:10:00+03:00,2,2,False,True,False,0|234|245,HIGH|HIGH|HIGH,666,CNYRUBF-L0-V2,11.289000000000001,2026-01-12 18:20:00+03:00
CNYRUBF-L0,CNYRUBF-L0-V3,3,CNYRUBF,EH,11.28875,2026-01-12 18:35:00+03:00,2026-01-05 09:50:00+03:00,2026-01-12 18:20:00+03:00,4,2026-01-05 09:50:00+03:00|2026-01-12 16:00:00+03:00|2026-01-12 18:10:00+03:00|2026-01-12 18:20:00+03:00,2,2,False,True,False,0|234|245|247,HIGH|HIGH|HIGH|HIGH,668,CNYRUBF-L0-V3,11.28875,2026-01-12 18:35:00+03:00
CNYRUBF-L86,CNYRUBF-L86-V1,1,CNYRUBF,MIRROR,11.276,2026-01-12 18:40:00+03:00,2026-01-12 15:05:00+03:00,2026-01-12 18:30:00+03:00,2,2026-01-12 15:05:00+03:00|2026-01-12 18:30:00+03:00,2,2,False,False,True,229|248,HIGH|LOW,669,CNYRUBF-L86-V1,11.276,2026-01-12 18:40:00+03:00
CNYRUBF-L90,CNYRUBF-L90-V1,1,CNYRUBF,EL,11.2685,2026-01-12 19:20:00+03:00,2026-01-12 18:05:00+03:00,2026-01-12 19:10:00+03:00,2,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00,2,2,False,False,False,244|250,LOW|LOW,674,CNYRUBF-L90-V1,11.2685,2026-01-12 19:20:00+03:00
CNYRUBF-L81,CNYRUBF-L81-V1,1,CNYRUBF,EH,11.292,2026-01-12 19:50:00+03:00,2026-01-12 12:40:00+03:00,2026-01-12 19:40:00+03:00,2,2026-01-12 12:40:00+03:00|2026-01-12 19:40:00+03:00,2,2,False,False,False,219|251,HIGH|HIGH,679,CNYRUBF-L81-V1,11.292,2026-01-12 19:50:00+03:00
CNYRUBF-L91,CNYRUBF-L91-V1,1,CNYRUBF,EH,11.288,2026-01-12 20:15:00+03:00,2026-01-12 18:15:00+03:00,2026-01-12 20:05:00+03:00,2,2026-01-12 18:15:00+03:00|2026-01-12 20:05:00+03:00,2,2,False,False,False,246|252,HIGH|HIGH,684,CNYRUBF-L91-V1,11.288,2026-01-12 20:15:00+03:00
CNYRUBF-L87,CNYRUBF-L87-V2,2,CNYRUBF,MIRROR,11.284999999999998,2026-01-12 20:15:00+03:00,2026-01-12 17:10:00+03:00,2026-01-12 20:05:00+03:00,3,2026-01-12 17:10:00+03:00|2026-01-12 17:30:00+03:00|2026-01-12 20:05:00+03:00,2,2,False,False,True,238|240|253,HIGH|HIGH|LOW,684,CNYRUBF-L87-V2,11.284999999999998,2026-01-12 20:15:00+03:00
CNYRUBF-L89,CNYRUBF-L89-V1,1,CNYRUBF,MIRROR,11.281500000000001,2026-01-12 20:45:00+03:00,2026-01-12 17:45:00+03:00,2026-01-12 20:20:00+03:00,2,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00,2,2,False,False,True,242|254,HIGH|LOW,687,CNYRUBF-L89-V1,11.281500000000001,2026-01-12 20:45:00+03:00
CNYRUBF-L89,CNYRUBF-L89-V2,2,CNYRUBF,MIRROR,11.281333333333334,2026-01-12 22:00:00+03:00,2026-01-12 17:45:00+03:00,2026-01-12 21:50:00+03:00,3,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00,2,2,False,False,True,242|254|257,HIGH|LOW|LOW,692,CNYRUBF-L89-V2,11.281333333333334,2026-01-12 22:00:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V2,2,CNYRUBF,MIRROR,11.309,2026-01-12 22:30:00+03:00,2026-01-08 18:40:00+03:00,2026-01-12 22:20:00+03:00,3,2026-01-08 18:40:00+03:00|2026-01-12 13:05:00+03:00|2026-01-12 22:20:00+03:00,2,2,False,True,True,147|220|258,LOW|HIGH|HIGH,696,CNYRUBF-L62-V2,11.309,2026-01-12 22:30:00+03:00
CNYRUBF-L81,CNYRUBF-L81-V2,2,CNYRUBF,MIRROR,11.292,2026-01-12 23:10:00+03:00,2026-01-12 12:40:00+03:00,2026-01-12 22:30:00+03:00,3,2026-01-12 12:40:00+03:00|2026-01-12 19:40:00+03:00|2026-01-12 22:30:00+03:00,2,2,False,False,True,219|251|259,HIGH|HIGH|LOW,698,CNYRUBF-L81-V2,11.292,2026-01-12 23:10:00+03:00
CNYRUBF-L53,CNYRUBF-L53-V3,3,CNYRUBF,MIRROR,11.296499999999998,2026-01-12 23:35:00+03:00,2026-01-08 10:15:00+03:00,2026-01-12 23:10:00+03:00,4,2026-01-08 10:15:00+03:00|2026-01-08 10:25:00+03:00|2026-01-12 10:55:00+03:00|2026-01-12 23:10:00+03:00,2,2,False,True,True,113|114|213|261,LOW|LOW|LOW|HIGH,700,CNYRUBF-L53-V3,11.296499999999998,2026-01-12 23:35:00+03:00
CNYRUBF-L0,CNYRUBF-L0-V4,4,CNYRUBF,MIRROR,11.289,2026-01-13 09:25:00+03:00,2026-01-05 09:50:00+03:00,2026-01-13 09:15:00+03:00,5,2026-01-05 09:50:00+03:00|2026-01-12 16:00:00+03:00|2026-01-12 18:10:00+03:00|2026-01-12 18:20:00+03:00|2026-01-13 09:15:00+03:00,2,2,False,True,True,0|234|245|247|263,HIGH|HIGH|HIGH|HIGH|LOW,706,CNYRUBF-L0-V4,11.289,2026-01-13 09:25:00+03:00
CNYRUBF-L39,CNYRUBF-L39-V4,4,CNYRUBF,MIRROR,11.312800000000001,2026-01-13 09:30:00+03:00,2026-01-06 18:10:00+03:00,2026-01-13 09:20:00+03:00,5,2026-01-06 18:10:00+03:00|2026-01-09 09:35:00+03:00|2026-01-12 12:05:00+03:00|2026-01-12 13:25:00+03:00|2026-01-13 09:20:00+03:00,2,2,False,True,True,90|161|217|221|264,LOW|LOW|HIGH|HIGH|HIGH,707,CNYRUBF-L39-V4,11.312800000000001,2026-01-13 09:30:00+03:00
CNYRUBF-L89,CNYRUBF-L89-V3,3,CNYRUBF,MIRROR,11.28125,2026-01-13 09:50:00+03:00,2026-01-12 17:45:00+03:00,2026-01-13 09:40:00+03:00,4,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00,2,2,False,True,True,242|254|257|265,HIGH|LOW|LOW|LOW,711,CNYRUBF-L89-V3,11.28125,2026-01-13 09:50:00+03:00
CNYRUBF-L45,CNYRUBF-L45-V3,3,CNYRUBF,MIRROR,11.322500000000002,2026-01-13 10:15:00+03:00,2026-01-06 20:25:00+03:00,2026-01-13 10:05:00+03:00,4,2026-01-06 20:25:00+03:00|2026-01-08 22:55:00+03:00|2026-01-08 23:05:00+03:00|2026-01-13 10:05:00+03:00,2,2,False,True,True,99|155|157|266,LOW|LOW|LOW|HIGH,716,CNYRUBF-L45-V3,11.322500000000002,2026-01-13 10:15:00+03:00
CNYRUBF-L90,CNYRUBF-L90-V2,2,CNYRUBF,EL,11.268666666666666,2026-01-13 10:20:00+03:00,2026-01-12 18:05:00+03:00,2026-01-13 10:10:00+03:00,3,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00,2,2,False,True,False,244|250|267,LOW|LOW|LOW,717,CNYRUBF-L90-V2,11.268666666666666,2026-01-13 10:20:00+03:00
CNYRUBF-L53,CNYRUBF-L53-V4,4,CNYRUBF,MIRROR,11.2968,2026-01-13 10:35:00+03:00,2026-01-08 10:15:00+03:00,2026-01-13 10:25:00+03:00,5,2026-01-08 10:15:00+03:00|2026-01-08 10:25:00+03:00|2026-01-12 10:55:00+03:00|2026-01-12 23:10:00+03:00|2026-01-13 10:25:00+03:00,2,2,False,True,True,113|114|213|261|268,LOW|LOW|LOW|HIGH|HIGH,720,CNYRUBF-L53-V4,11.2968,2026-01-13 10:35:00+03:00
CNYRUBF-L1,CNYRUBF-L1-V3,3,CNYRUBF,EL,11.2655,2026-01-13 10:50:00+03:00,2026-01-05 10:05:00+03:00,2026-01-13 10:40:00+03:00,4,2026-01-05 10:05:00+03:00|2026-01-12 12:30:00+03:00|2026-01-12 17:35:00+03:00|2026-01-13 10:40:00+03:00,2,2,False,True,False,1|218|241|270,LOW|LOW|LOW|LOW,723,CNYRUBF-L1-V3,11.2655,2026-01-13 10:50:00+03:00
CNYRUBF-L71,CNYRUBF-L71-V4,4,CNYRUBF,MIRROR,11.2508,2026-01-13 11:25:00+03:00,2026-01-09 13:55:00+03:00,2026-01-13 11:15:00+03:00,5,2026-01-09 13:55:00+03:00|2026-01-12 14:10:00+03:00|2026-01-12 15:30:00+03:00|2026-01-12 15:50:00+03:00|2026-01-13 11:15:00+03:00,2,2,True,True,True,175|222|231|233|271,HIGH|LOW|LOW|LOW|LOW,730,CNYRUBF-L71-V4,11.2508,2026-01-13 11:25:00+03:00
CNYRUBF-L92,CNYRUBF-L92-V1,1,CNYRUBF,EH,11.28,2026-01-13 11:45:00+03:00,2026-01-12 18:50:00+03:00,2026-01-13 11:35:00+03:00,2,2026-01-12 18:50:00+03:00|2026-01-13 11:35:00+03:00,2,2,False,True,False,249|272,HIGH|HIGH,734,CNYRUBF-L92-V1,11.28,2026-01-13 11:45:00+03:00
CNYRUBF-L88,CNYRUBF-L88-V1,1,CNYRUBF,MIRROR,11.274,2026-01-13 12:00:00+03:00,2026-01-12 17:10:00+03:00,2026-01-13 11:50:00+03:00,2,2026-01-12 17:10:00+03:00|2026-01-13 11:50:00+03:00,2,2,False,True,True,239|273,LOW|HIGH,737,CNYRUBF-L88-V1,11.274,2026-01-13 12:00:00+03:00
CNYRUBF-L84,CNYRUBF-L84-V1,1,CNYRUBF,EL,11.259,2026-01-13 12:05:00+03:00,2026-01-12 14:35:00+03:00,2026-01-13 11:55:00+03:00,2,2026-01-12 14:35:00+03:00|2026-01-13 11:55:00+03:00,2,2,False,True,False,225|274,LOW|LOW,738,CNYRUBF-L84-V1,11.259,2026-01-13 12:05:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V3,3,CNYRUBF,MIRROR,11.309,2026-01-13 12:30:00+03:00,2026-01-08 18:40:00+03:00,2026-01-13 12:20:00+03:00,4,2026-01-08 18:40:00+03:00|2026-01-12 13:05:00+03:00|2026-01-12 22:20:00+03:00|2026-01-13 12:20:00+03:00,2,2,False,True,True,147|220|258|275,LOW|HIGH|HIGH|HIGH,743,CNYRUBF-L62-V3,11.309,2026-01-13 12:30:00+03:00
CNYRUBF-L87,CNYRUBF-L87-V3,3,CNYRUBF,MIRROR,11.28525,2026-01-13 12:40:00+03:00,2026-01-12 17:10:00+03:00,2026-01-13 12:30:00+03:00,4,2026-01-12 17:10:00+03:00|2026-01-12 17:30:00+03:00|2026-01-12 20:05:00+03:00|2026-01-13 12:30:00+03:00,2,2,False,True,True,238|240|253|276,HIGH|HIGH|LOW|LOW,745,CNYRUBF-L87-V3,11.28525,2026-01-13 12:40:00+03:00
CNYRUBF-L92,CNYRUBF-L92-V2,2,CNYRUBF,MIRROR,11.28,2026-01-13 13:00:00+03:00,2026-01-12 18:50:00+03:00,2026-01-13 12:50:00+03:00,3,2026-01-12 18:50:00+03:00|2026-01-13 11:35:00+03:00|2026-01-13 12:50:00+03:00,2,2,False,True,True,249|272|277,HIGH|HIGH|LOW,749,CNYRUBF-L92-V2,11.28,2026-01-13 13:00:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V2,2,CNYRUBF,MIRROR,11.300333333333333,2026-01-13 13:10:00+03:00,2026-01-08 17:25:00+03:00,2026-01-13 13:00:00+03:00,3,2026-01-08 17:25:00+03:00|2026-01-12 16:50:00+03:00|2026-01-13 13:00:00+03:00,2,2,True,True,True,142|236|278,LOW|HIGH|HIGH,751,CNYRUBF-L61-V2,11.300333333333333,2026-01-13 13:10:00+03:00
CNYRUBF-L89,CNYRUBF-L89-V4,4,CNYRUBF,MIRROR,11.2814,2026-01-13 13:15:00+03:00,2026-01-12 17:45:00+03:00,2026-01-13 13:05:00+03:00,5,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00,2,2,False,True,True,242|254|257|265|279,HIGH|LOW|LOW|LOW|LOW,752,CNYRUBF-L89-V4,11.2814,2026-01-13 13:15:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V3,3,CNYRUBF,MIRROR,11.300249999999998,2026-01-13 13:25:00+03:00,2026-01-08 17:25:00+03:00,2026-01-13 13:15:00+03:00,4,2026-01-08 17:25:00+03:00|2026-01-12 16:50:00+03:00|2026-01-13 13:00:00+03:00|2026-01-13 13:15:00+03:00,2,2,True,True,True,142|236|278|280,LOW|HIGH|HIGH|HIGH,754,CNYRUBF-L61-V3,11.300249999999998,2026-01-13 13:25:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V4,4,CNYRUBF,MIRROR,11.3088,2026-01-13 13:50:00+03:00,2026-01-08 18:40:00+03:00,2026-01-13 13:40:00+03:00,5,2026-01-08 18:40:00+03:00|2026-01-12 13:05:00+03:00|2026-01-12 22:20:00+03:00|2026-01-13 12:20:00+03:00|2026-01-13 13:40:00+03:00,2,2,False,True,True,147|220|258|275|281,LOW|HIGH|HIGH|HIGH|HIGH,759,CNYRUBF-L62-V4,11.3088,2026-01-13 13:50:00+03:00
