configuration_id,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,Si_trades,Si_expectancy_C1,CNY_trades,CNY_expectancy_C1,GD_trades,GD_expectancy_C1,BR_trades,BR_expectancy_C1,MIX_trades,MIX_expectancy_C1,NG_trades,NG_expectancy_C1,Y2020_trades,Y2020_expectancy_C1,Y2021_trades,Y2021_expectancy_C1,Y2022_trades,Y2022_expectancy_C1,Y2023_trades,Y2023_expectancy_C1,Y2024_trades,Y2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
T3-M30-782a150195d6,1563,1.36949736407,0.164794611832,257.573978294,-27.1058951497,9.5025077339,0.401151631478,276,0.288079217771,148,0.316349666116,272,0.0313846617952,285,-0.00323144038838,285,0.18312874111,297,0.240528635994,232,0.214098428453,305,-0.0109741436116,246,0.250411360198,371,0.266265650525,409,0.124363094722,856,0.1591019433,707,0.171687008245,0.0137855639224,0.0345184090892,0.050706634805,0.0867667697135,244.41335742,1.35061807061,0.156474620628,224.620397451,1.32222449381,0.143987434263,209.166035013,1.30005476136,0.134252910792
T3-M30-aeef6145060a,1621,1.35071318441,0.158223768812,256.480729245,-27.8722227545,9.20201921115,0.397285626157,287,0.291881594609,155,0.3250799862,287,0.0439323291431,292,-5.65951191783e-05,294,0.181989835388,306,0.183745913194,255,0.188047805214,309,0.0171828605433,253,0.259203264733,391,0.236093487988,413,0.109753160355,865,0.175176812203,756,0.13882643742,0.0133232627295,0.0333608284645,0.0490554482136,0.0846622666079,243.320108371,1.33271727778,0.15019759776,223.527148402,1.30565227356,0.138150277133,208.024118516,1.28445334374,0.128727796111
T3-M30-0050d828c1a8,1581,1.36261268342,0.162875006507,257.505385288,-22.5343558886,11.4272352208,0.399746995572,279,0.292978518751,150,0.333565248966,277,0.0448561459137,287,0.0233580488103,288,0.186505701974,300,0.176290122052,242,0.217346376681,304,0.0282125058756,248,0.245994602261,379,0.245655311228,408,0.103482686344,863,0.162773165447,718,0.162997414355,0.0136006801054,0.0340554686347,0.0500265874569,0.0856031051975,244.344764414,1.3440802242,0.154648585072,224.551804444,1.31620826992,0.142301523729,209.097442007,1.29444582084,0.132676041883
T3-M30-e465514e7d09,1516,1.41908542285,0.182704410584,276.979886446,-29.8583773344,9.27645475652,0.408311345646,271,0.279404953124,144,0.306848968647,263,0.0333915964137,278,0.0283589457553,274,0.208040793215,286,0.291629155756,213,0.314196285052,303,-0.00712810429867,244,0.261947346686,364,0.243353270402,392,0.152347322231,837,0.18615013525,679,0.178456882536,0.014032083535,0.0351356827014,0.0516133935013,0.0883183718518,263.819265572,1.39917269766,0.174138129091,244.026305603,1.36922488771,0.161286388369,228.571943165,1.34584160851,0.151271967681
T3-M30-ce4f64b5cf6f,1491,1.43430582576,0.188053697112,280.388062393,-22.3679880659,12.5352383758,0.407780013414,263,0.279032296267,142,0.294857114031,260,0.0518241432802,272,0.0123281025493,269,0.227617324673,285,0.305530795788,206,0.361755673655,300,0.00275929325152,241,0.268238369706,362,0.221082212414,382,0.158014129979,825,0.183142128369,666,0.194137847581,0.0142125089584,0.0355874595462,0.0522770418005,0.0894539750992,267.22744152,1.41392074136,0.179347276188,247.43448155,1.3832625252,0.166286613945,231.980119113,1.35932456015,0.156110443548
T3-M30-0e8b28aef6af,1820,1.35763507189,0.1599650136,291.136324752,-22.5604900574,12.904698613,0.395054945055,323,0.245493628341,163,0.263214589716,317,0.0543800245108,342,-0.0140367544597,332,0.16839845862,343,0.293270316815,272,0.171928613094,375,0.0527602431891,295,0.233718552343,417,0.243871048782,461,0.117018330827,991,0.173702833285,829,0.143542601889,0.0119079509267,0.0306606797281,0.0457907356182,0.0776150908607,277.975703878,1.34146842007,0.152817869092,257.25026122,1.31600905776,0.141579670457,240.528582521,1.29546796324,0.132522634998
T3-M30-8f50652483e0,1191,1.41712341575,0.185093747388,220.446653139,-27.8424581655,7.91764332835,0.40470193115,218,0.264253300573,119,0.415438376175,196,0.0468944490063,209,-0.00329262023262,211,0.261584781591,238,0.208843376288,181,0.164573800451,213,-0.0407112556889,187,0.31500760122,294,0.29082595384,316,0.17380076222,640,0.177197813549,551,0.194265067999,0.0175723467587,0.0440003366921,0.0629709591854,0.10746097304,207.286032265,1.39222123169,0.17418994308,187.493072296,1.35476950832,0.157822451427,173.285227789,1.32788579498,0.146108961036
T3-M30-59bb19b16087,832,1.23671435199,0.110498920683,91.935102008,-37.7597990013,2.43473494138,0.384615384615,159,0.232174229908,94,0.303419508806,136,-0.06039020718,138,-0.0797930055551,151,0.17812909702,154,0.122240096871,127,0.00722393915064,143,-0.152626740673,127,0.323350546563,212,0.243863087366,223,0.0900394247402,448,0.124913342217,384,0.0936820955594,0.0221830533769,0.0579186866016,0.0874989490153,0.151948611338,81.280248151,1.20928025151,0.0978101662467,64.1158865536,1.16508548102,0.0773412383035,49.9080420466,1.12850314596,0.060348297517
T3-M30-fde65b87e674,2063,1.29760591515,0.138185670756,285.077038771,-30.6511452995,9.30069777116,0.380029083858,362,0.273383314234,199,0.215033076006,371,0.0678357467205,362,-8.38790817532e-05,377,0.164074384657,392,0.143693765488,292,0.233186666971,410,-0.024390514962,337,0.19863632096,484,0.258120927446,540,0.0650290261154,1124,0.15556400416,939,0.117383491049,0.0105879743779,0.0257827727995,0.0394365828048,0.0681670665047,271.916417897,1.28386689697,0.131870231764,253.029615366,1.26415003665,0.122829910372,236.058227776,1.24643277203,0.114702734585
T3-M30-d6feb972db57,1359,1.41725692209,0.18354419106,249.436555651,-30.1356993767,8.2771118909,0.401766004415,234,0.356306347047,122,0.404621898891,242,0.00803115363546,248,0.00707666593953,243,0.220047012321,270,0.220470453521,209,0.199097814997,270,-0.0270331674242,210,0.322558420351,316,0.290964787158,354,0.156615611598,740,0.171894843167,619,0.197470713583,0.0155335686354,0.040614354278,0.058855241387,0.0982601214076,236.275934777,1.39524186441,0.173988169939,215.026554239,1.35969594735,0.158574155043,199.572191801,1.33384392383,0.147394528657
T3-M30-2e29f26637ab,1263,1.37410427499,0.167956460656,212.129009808,-32.4287208142,6.54139307633,0.395882818686,221,0.345186832989,119,0.371405870137,230,0.0138717925337,233,-0.0176458037744,214,0.18458314329,246,0.215713774407,191,0.21655058795,249,-0.0475715834062,193,0.343279528271,300,0.224068282212,330,0.148908297449,681,0.1632510887,582,0.173462230933,0.0168907639959,0.0434585355054,0.0632931611773,0.105861077775,198.968388935,1.35089460397,0.157661163974,178.267823325,1.31438771556,0.141482399464,162.813460888,1.28713287164,0.129422464935
T3-M30-1bef08206dd9,1186,1.32710531824,0.148333481078,175.923508558,-27.237943248,6.45876624958,0.388701517707,216,0.271000605412,111,0.400595210256,217,-0.00708682531093,218,-0.0584264473158,193,0.182399695505,231,0.225077813099,179,0.191096246035,232,-0.0511395489096,177,0.217532740504,289,0.216756628896,309,0.169694805971,641,0.118476630351,545,0.183449520189,0.0184388875614,0.0400914565438,0.0597191484328,0.103434245485,162.762887685,1.3026349725,0.137352647835,147.308525247,1.27389973305,0.124521154055,133.299403997,1.24785171876,0.112869944112
T3-M30-0ceadfe6ba89,1594,1.32246494826,0.145926852697,232.607403198,-31.1972848834,7.45601433164,0.390213299875,283,0.203660593459,158,0.269043698837,270,0.0291503749212,286,0.0357274313265,288,0.157438409215,309,0.223403373434,225,0.305881616615,310,-0.0090820726902,247,0.151127047993,379,0.265023093482,433,0.0665758630717,860,0.133797828996,734,0.160137970384,0.0137959365862,0.0319819763886,0.0473541174547,0.0837662611179,219.446782325,1.30422030569,0.137756925502,202.098226572,1.28016990551,0.127025912364,187.433986901,1.25984078777,0.117957197546
T3-M30-aeeb96942cf3,1566,1.3486037229,0.158415577212,248.078793914,-21.7187677834,11.4223236046,0.399106002554,275,0.315984039551,149,0.368859536045,267,0.0565025885721,294,-0.0413047617216,288,0.197323570061,293,0.15853697197,237,0.206787996321,312,-0.0279466836898,251,0.252345858769,379,0.208797994062,387,0.168775591207,856,0.177316655314,710,0.135627798543,0.0137130608479,0.0343368647725,0.0504399509799,0.0870765089191,234.918173041,1.33011023799,0.150107458812,215.125213071,1.30229689924,0.137636092816,199.670850634,1.28058021723,0.12791214006
T3-M30-4e27874898fc,1543,1.3064388501,0.142435152387,219.777440134,-18.5566406964,11.8436005595,0.391445236552,277,0.310828834477,151,0.280778256213,259,0.0860079347032,291,-0.0523662349564,292,0.165922152188,273,0.131112040809,239,0.185027253643,304,0.00171930553756,252,0.265505727263,378,0.148206593289,370,0.140820870531,847,0.156138779298,696,0.125758468489,0.0140458493155,0.0351701515736,0.0535993827786,0.0916072883817,206.61681926,1.28808880687,0.133992749196,186.823859291,1.26049119772,0.121314194345,169.556115672,1.23641453409,0.110244548552
T3-M30-5ce129d7f93a,1640,1.35579945977,0.193800923164,317.833513988,-28.0969882902,11.3120136117,0.362804878049,288,0.390345840136,157,0.360408651301,285,0.0360314832933,301,-0.0111476416255,298,0.190625273554,311,0.273665240021,243,0.276231975734,318,-0.00885201933968,267,0.244200435674,388,0.326150367056,424,0.145698649274,902,0.185074200496,738,0.204466917535,0.0144885609871,0.037882058059,0.0548662501799,0.0906612307044,300.28601949,1.33615587661,0.183212946608,271.953512105,1.30443898592,0.16612920715,251.383490137,1.28141182742,0.153751370114
T3-M30-4e73cdb77246,1535,1.37160440874,0.139057433072,213.453159765,-22.9454581282,9.30263229318,0.412377850163,267,0.281334403165,148,0.223986651053,270,0.0010827009689,281,-0.0212412466029,279,0.175509296161,290,0.213435231618,227,0.179234390396,299,-0.00441589623022,241,0.198136891476,363,0.246393053117,405,0.0911003382486,840,0.141010314337,695,0.136697116147,0.0133633629077,0.0337652350959,0.0513810488694,0.0868475286387,202.924663066,1.35327516126,0.132284656497,186.850786642,1.32529186342,0.121965265432,172.97194204,1.30112993558,0.113053556889
T3-M30-ff3ccac57cfa,1519,1.39172484351,0.12212091868,185.501675474,-20.6619558955,8.97793395807,0.420013166557,264,0.248173816321,148,0.177214461978,268,0.000379959624903,278,-0.0167143973331,273,0.168311668207,288,0.181776859206,223,0.163718526771,297,-0.00450397950392,240,0.162930792613,356,0.22647429438,403,0.0759352032031,831,0.122886367553,688,0.121196372148,0.0133126654601,0.0336371377563,0.0511861212864,0.086518049595,176.727928225,1.37319727625,0.116421560096,163.333031206,1.34491120323,0.107739466494,151.76732737,1.32048784687,0.100242620456
T3-M30-65fae596a867,1836,1.31669748331,0.108301425389,198.841417013,-24.60132815,8.08254805598,0.410130718954,324,0.240625359712,174,0.252740947224,323,-0.0209123927004,336,-0.0191774775486,330,0.108772517854,349,0.155315988701,273,0.142970722005,348,-0.000827946981965,291,0.204106969566,448,0.169898794925,476,0.0516570319025,1012,0.0970139584052,824,0.122164188237,0.0144478655376,0.0368092671064,0.0535285730236,0.0897538253947,186.897358183,1.29767401511,0.101851421353,168.411174521,1.26823081394,0.0918773456197,154.58931461,1.24621654592,0.0844288992955
