generation,lifecycle_stage,strategy,timeframe,quarter,trades,PF,expectancy_R,net_R,max_drawdown_R,win_rate
v3,true_oos,T2,H1,2025-Q1,12,2.84694264981,0.489968208296,5.87961849956,-2.00189738218,0.666666666667
v3,true_oos,T2,H1,2025-Q2,17,0.478388964763,-0.310765088137,-5.28300649834,-7.73175613367,0.176470588235
v3,true_oos,T2,H1,2025-Q3,27,1.91653245576,0.483409660056,13.0520608215,-5.09345084568,0.37037037037
v3,true_oos,T2,H1,2025-Q4,32,1.41522463737,0.231967690899,7.42296610877,-4.09087394291,0.34375
v3,true_oos,T2,H1,2026-Q1,20,0.892472546391,-0.0554697055414,-1.10939411083,-6.13018641882,0.25
v3,true_oos,T2,H1,2026-Q2,30,2.84839128275,0.798432386917,23.9529716075,-4.74883283885,0.466666666667
v3,true_oos,T2,H1,2026-Q3,34,2.21474584655,0.63589752936,21.6205159982,-5.88375222121,0.352941176471
v3,baseline,T3,M30,2023-Q1,22,2.23349292996,0.464383906725,10.216445948,-2.93035016199,0.409090909091
v3,baseline,T3,M30,2023-Q2,32,1.98452507919,0.427846716077,13.6910949145,-5.15934331516,0.46875
v3,baseline,T3,M30,2023-Q3,43,1.72507215719,0.27265293295,11.7240761168,-3.88385455065,0.511627906977
v3,baseline,T3,M30,2023-Q4,55,2.09368657028,0.463825133758,25.5103823567,-9.04312412633,0.418181818182
v3,baseline,T3,M30,2024-Q1,58,0.729232241035,-0.123327584689,-7.15299991199,-12.0642303787,0.379310344828
v3,baseline,T3,M30,2024-Q2,64,1.87072043188,0.401660877963,25.7062961896,-7.67328633684,0.4375
v3,baseline,T3,M30,2024-Q3,62,1.85340366427,0.338222065934,20.9697680879,-4.15395944389,0.403225806452
v3,baseline,T3,M30,2024-Q4,62,2.08758700203,0.480164212779,29.7701811923,-5.32396840795,0.483870967742
v3,walk_forward,T3,M30,2024-Q1,41,0.62932023008,-0.20318176637,-8.33045242117,-12.7958976973,0.243902439024
v3,walk_forward,T3,M30,2024-Q2,46,1.35114102867,0.176756049815,8.13077829147,-8.68672015035,0.391304347826
v3,walk_forward,T3,M30,2024-Q3,47,1.62347149311,0.254452525606,11.9592687035,-4.37291214543,0.404255319149
v3,walk_forward,T3,M30,2024-Q4,37,3.70962139197,0.9434129712,34.9062799344,-2.79646255826,0.567567567568
v3,true_oos,T3,M30,2025-Q1,40,1.28714104955,0.122382976974,4.89531907895,-9.33658269073,0.475
v3,true_oos,T3,M30,2025-Q2,34,0.544023928971,-0.298298052705,-10.142133792,-13.4815774831,0.235294117647
v3,true_oos,T3,M30,2025-Q3,58,4.64436351526,1.26964188653,73.6392294185,-3.40191608107,0.5
v3,true_oos,T3,M30,2025-Q4,54,1.38777978079,0.157616210344,8.51127535858,-4.27158873764,0.5
v3,true_oos,T3,M30,2026-Q1,44,2.11869594503,0.489838698396,21.5529027294,-9.01413289081,0.5
v3,true_oos,T3,M30,2026-Q2,71,2.23916903285,0.526769414439,37.4006284252,-10.1082372494,0.394366197183
v3,true_oos,T3,M30,2026-Q3,68,1.70280938585,0.303160852351,20.6149379599,-6.61683079097,0.441176470588
v3,baseline,T3,H1,2023-Q1,7,0,-0.64983557056,-4.54884899392,-4.54884899392,0
v3,baseline,T3,H1,2023-Q2,19,5.45223625294,1.07145738318,20.3576902803,-3.17846098116,0.631578947368
v3,baseline,T3,H1,2023-Q3,17,1.24395091078,0.125006096527,2.12510364095,-3.84042055007,0.411764705882
v3,baseline,T3,H1,2023-Q4,19,0.873545459175,-0.0590790332165,-1.12250163111,-4.09580632702,0.368421052632
v3,baseline,T3,H1,2024-Q1,26,1.05834335478,0.0252304822906,0.655992539555,-5.05914840857,0.307692307692
v3,baseline,T3,H1,2024-Q2,39,3.29558239534,0.775429628882,30.2417555264,-6.91039528,0.461538461538
v3,baseline,T3,H1,2024-Q3,30,1.82580756006,0.306596143343,9.19788430029,-4.98393485432,0.5
v3,baseline,T3,H1,2024-Q4,27,4.69504501744,0.935783055537,25.2661424995,-2.78373976232,0.666666666667
v3,walk_forward,T3,H1,2024-Q1,13,1.1176474493,0.0427837270546,0.556188451709,-1.84263810845,0.384615384615
v3,walk_forward,T3,H1,2024-Q2,20,5.89426824086,1.14312562689,22.8625125378,-1.96689774622,0.5
v3,walk_forward,T3,H1,2024-Q3,18,2.11763612709,0.257531869778,4.635573656,-2.28071347232,0.666666666667
v3,walk_forward,T3,H1,2024-Q4,15,4.28660432408,0.682591629814,10.2388744472,-1.54787561096,0.6
v3,true_oos,T3,H1,2025-Q1,9,1.8359793101,0.243617472609,2.19255725348,-1.42364580325,0.444444444444
v3,true_oos,T3,H1,2025-Q2,15,0.755261708091,-0.122203288539,-1.83304932808,-3.63106486508,0.2
v3,true_oos,T3,H1,2025-Q3,32,4.10566740856,1.08173506077,34.6155219447,-3.33639701396,0.4375
v3,true_oos,T3,H1,2025-Q4,44,1.04046632514,0.0155489993437,0.684155971121,-11.6340772346,0.386363636364
v3,true_oos,T3,H1,2026-Q1,30,3.25084340658,0.601113308952,18.0333992686,-5.03647210457,0.5
v3,true_oos,T3,H1,2026-Q2,34,2.22144350242,0.36661707947,12.464980702,-2.65598824639,0.441176470588
v3,true_oos,T3,H1,2026-Q3,35,2.60157616331,0.522099677385,18.2734887085,-4.09449676561,0.514285714286
