generation,lifecycle_stage,strategy,timeframe,calendar_month,observed_years,trades,net_R,average_R_per_year,median_R_per_year,positive_year_count,negative_year_count,positive_year_share
v1,walk_forward,T2,M30,July,1,8,0.98413201695,0.98413201695,0.98413201695,1,0,1
v1,walk_forward,T2,M30,August,1,4,1.50732397348,1.50732397348,1.50732397348,1,0,1
v1,walk_forward,T2,M30,September,1,7,1.10446945365,1.10446945365,1.10446945365,1,0,1
v1,walk_forward,T2,M30,October,1,8,-2.19981242841,-2.19981242841,-2.19981242841,0,1,0
v1,true_oos,T2,M30,January,2,11,-6.92949401177,-3.46474700588,-3.46474700588,0,2,0
v1,true_oos,T2,M30,February,2,26,5.49091028623,2.74545514312,2.74545514312,1,1,0.5
v1,true_oos,T2,M30,March,2,14,-7.99753219437,-3.99876609719,-3.99876609719,0,2,0
v1,true_oos,T2,M30,April,2,15,-2.91049201248,-1.45524600624,-1.45524600624,1,1,0.5
v1,true_oos,T2,M30,May,2,15,12.4341041615,6.21705208075,6.21705208075,1,1,0.5
v1,true_oos,T2,M30,June,2,13,-2.0805721088,-1.0402860544,-1.0402860544,0,2,0
v1,true_oos,T2,M30,July,2,16,-7.09518178236,-3.54759089118,-3.54759089118,0,2,0
v1,true_oos,T2,M30,August,2,19,15.725525255,7.8627626275,7.8627626275,2,0,1
v1,true_oos,T2,M30,September,1,8,15.892947974,15.892947974,15.892947974,1,0,1
v1,true_oos,T2,M30,October,1,13,3.85713330933,3.85713330933,3.85713330933,1,0,1
v1,true_oos,T2,M30,November,1,6,1.57294244073,1.57294244073,1.57294244073,1,0,1
v1,true_oos,T2,M30,December,1,15,0.153531982544,0.153531982544,0.153531982544,1,0,1
v1,development,T2,H1,January,1,1,-1.037932284,-1.037932284,-1.037932284,0,1,0
v1,development,T2,H1,February,2,6,-1.8258752475,-0.91293762375,-0.91293762375,0,2,0
v1,development,T2,H1,March,2,7,-3.16333883849,-1.58166941924,-1.58166941924,0,2,0
v1,development,T2,H1,April,2,5,4.41380425948,2.20690212974,2.20690212974,2,0,1
v1,development,T2,H1,May,2,3,4.51390166821,2.25695083411,2.25695083411,1,1,0.5
v1,development,T2,H1,June,2,6,14.9071918687,7.45359593435,7.45359593435,1,1,0.5
v1,development,T2,H1,July,2,5,-1.10451398688,-0.552256993438,-0.552256993438,1,1,0.5
v1,development,T2,H1,August,2,9,11.2622722299,5.63113611497,5.63113611497,2,0,1
v1,development,T2,H1,September,2,12,4.48935739438,2.24467869719,2.24467869719,1,1,0.5
v1,development,T2,H1,October,2,16,13.5915960214,6.79579801069,6.79579801069,2,0,1
v1,development,T2,H1,November,2,7,15.3025971594,7.6512985797,7.6512985797,1,1,0.5
v1,development,T2,H1,December,1,2,-1.75671282287,-1.75671282287,-1.75671282287,0,1,0
v1,walk_forward,T2,H1,February,1,4,-0.906807565172,-0.906807565172,-0.906807565172,0,1,0
v1,walk_forward,T2,H1,March,1,3,-2.59188355234,-2.59188355234,-2.59188355234,0,1,0
v1,walk_forward,T2,H1,April,1,2,2.01698801983,2.01698801983,2.01698801983,1,0,1
v1,walk_forward,T2,H1,May,1,2,5.2808318064,5.2808318064,5.2808318064,1,0,1
v1,walk_forward,T2,H1,June,1,2,-0.77312316284,-0.77312316284,-0.77312316284,0,1,0
v1,walk_forward,T2,H1,August,1,4,0.773295934049,0.773295934049,0.773295934049,1,0,1
v1,walk_forward,T2,H1,September,1,7,5.67346215869,5.67346215869,5.67346215869,1,0,1
v1,walk_forward,T2,H1,October,1,4,0.140726483363,0.140726483363,0.140726483363,1,0,1
v1,walk_forward,T2,H1,November,1,5,17.3410229392,17.3410229392,17.3410229392,1,0,1
v1,true_oos,T2,H1,January,2,4,1.14717519363,0.573587596815,0.573587596815,2,0,1
v1,true_oos,T2,H1,February,2,4,0.697976606758,0.348988303379,0.348988303379,1,1,0.5
v1,true_oos,T2,H1,March,1,4,-1.19216486105,-1.19216486105,-1.19216486105,0,1,0
v1,true_oos,T2,H1,April,2,9,12.1530397349,6.07651986745,6.07651986745,2,0,1
v1,true_oos,T2,H1,May,2,4,-0.730105525835,-0.365052762917,-0.365052762917,1,1,0.5
v1,true_oos,T2,H1,June,2,4,0.081045238805,0.0405226194025,0.0405226194025,1,1,0.5
v1,true_oos,T2,H1,July,2,14,23.1796469514,11.5898234757,11.5898234757,2,0,1
v1,true_oos,T2,H1,August,2,11,6.99477633883,3.49738816941,3.49738816941,1,1,0.5
v1,true_oos,T2,H1,October,1,6,-5.32999293948,-5.32999293948,-5.32999293948,0,1,0
v1,true_oos,T2,H1,November,1,4,4.93213844655,4.93213844655,4.93213844655,1,0,1
v1,true_oos,T2,H1,December,1,5,0.924151066375,0.924151066375,0.924151066375,1,0,1
v1,development,T3,M30,January,2,10,8.73394446429,4.36697223215,4.36697223215,2,0,1
v1,development,T3,M30,February,2,25,-1.82011529556,-0.910057647781,-0.910057647781,1,1,0.5
v1,development,T3,M30,March,2,13,1.24277912104,0.62138956052,0.62138956052,1,1,0.5
v1,development,T3,M30,April,2,22,13.2840402891,6.64202014454,6.64202014454,1,1,0.5
v1,development,T3,M30,May,2,23,-2.60850879948,-1.30425439974,-1.30425439974,1,1,0.5
v1,development,T3,M30,June,2,18,17.3260682643,8.66303413215,8.66303413215,1,1,0.5
v1,development,T3,M30,July,2,11,4.59266152143,2.29633076071,2.29633076071,2,0,1
v1,development,T3,M30,August,2,27,1.34507347278,0.672536736391,0.672536736391,1,1,0.5
v1,development,T3,M30,September,2,21,8.0565627328,4.0282813664,4.0282813664,2,0,1
v1,development,T3,M30,October,2,23,21.1069795574,10.5534897787,10.5534897787,2,0,1
v1,development,T3,M30,November,2,27,20.4681180037,10.2340590018,10.2340590018,2,0,1
v1,development,T3,M30,December,2,15,13.4263080283,6.71315401413,6.71315401413,2,0,1
v1,walk_forward,T3,M30,February,1,11,-6.12352499684,-6.12352499684,-6.12352499684,0,1,0
v1,walk_forward,T3,M30,March,1,1,1.70854505912,1.70854505912,1.70854505912,1,0,1
v1,walk_forward,T3,M30,April,1,10,-1.65358541517,-1.65358541517,-1.65358541517,0,1,0
v1,walk_forward,T3,M30,May,1,5,-1.9305732176,-1.9305732176,-1.9305732176,0,1,0
v1,walk_forward,T3,M30,June,1,6,12.3225145294,12.3225145294,12.3225145294,1,0,1
v1,walk_forward,T3,M30,July,1,4,0.141267569084,0.141267569084,0.141267569084,1,0,1
v1,walk_forward,T3,M30,August,1,5,3.37661591629,3.37661591629,3.37661591629,1,0,1
v1,walk_forward,T3,M30,September,1,13,7.49416085228,7.49416085228,7.49416085228,1,0,1
v1,walk_forward,T3,M30,October,1,5,6.19076503872,6.19076503872,6.19076503872,1,0,1
v1,true_oos,T3,M30,January,2,15,0.409537462519,0.20476873126,0.20476873126,1,1,0.5
v1,true_oos,T3,M30,February,2,12,2.33517345624,1.16758672812,1.16758672812,1,1,0.5
v1,true_oos,T3,M30,March,2,14,13.8261928576,6.91309642882,6.91309642882,1,1,0.5
v1,true_oos,T3,M30,April,2,10,-2.73456526959,-1.3672826348,-1.3672826348,0,2,0
v1,true_oos,T3,M30,May,2,16,3.5639127971,1.78195639855,1.78195639855,1,1,0.5
v1,true_oos,T3,M30,June,1,14,8.54716575007,8.54716575007,8.54716575007,1,0,1
v1,true_oos,T3,M30,July,2,21,13.7768437521,6.88842187603,6.88842187603,2,0,1
v1,true_oos,T3,M30,August,2,26,6.62844425767,3.31422212884,3.31422212884,1,1,0.5
v1,true_oos,T3,M30,September,1,9,25.3784858,25.3784858,25.3784858,1,0,1
v1,true_oos,T3,M30,October,1,9,1.0858899476,1.0858899476,1.0858899476,1,0,1
v1,true_oos,T3,M30,November,1,4,3.34509410189,3.34509410189,3.34509410189,1,0,1
v1,true_oos,T3,M30,December,1,12,-3.45914784015,-3.45914784015,-3.45914784015,0,1,0
v1,development,T3,H1,January,1,3,3.45556598589,3.45556598589,3.45556598589,1,0,1
v1,development,T3,H1,February,2,16,-6.19083206542,-3.09541603271,-3.09541603271,0,2,0
v1,development,T3,H1,March,2,7,-3.44261891241,-1.7213094562,-1.7213094562,0,2,0
v1,development,T3,H1,April,2,11,10.1082241035,5.05411205173,5.05411205173,1,1,0.5
v1,development,T3,H1,May,2,10,7.96424787604,3.98212393802,3.98212393802,2,0,1
v1,development,T3,H1,June,2,15,27.7448848273,13.8724424137,13.8724424137,2,0,1
v1,development,T3,H1,July,1,5,-1.9944396316,-1.9944396316,-1.9944396316,0,1,0
v1,development,T3,H1,August,2,12,12.0807278103,6.04036390515,6.04036390515,2,0,1
v1,development,T3,H1,September,2,8,-0.171460322248,-0.085730161124,-0.085730161124,1,1,0.5
v1,development,T3,H1,October,2,9,-1.47069663923,-0.735348319614,-0.735348319614,1,1,0.5
v1,development,T3,H1,November,2,12,11.8540903222,5.92704516112,5.92704516112,1,1,0.5
v1,development,T3,H1,December,2,6,-2.68203465752,-1.34101732876,-1.34101732876,0,2,0
v1,walk_forward,T3,H1,February,1,3,-2.94555261956,-2.94555261956,-2.94555261956,0,1,0
v1,walk_forward,T3,H1,March,1,4,-1.96146369562,-1.96146369562,-1.96146369562,0,1,0
v1,walk_forward,T3,H1,May,1,1,2.5134803655,2.5134803655,2.5134803655,1,0,1
v1,walk_forward,T3,H1,June,1,7,22.8821462152,22.8821462152,22.8821462152,1,0,1
v1,walk_forward,T3,H1,August,1,3,2.29275030837,2.29275030837,2.29275030837,1,0,1
v1,walk_forward,T3,H1,September,1,6,1.67829495081,1.67829495081,1.67829495081,1,0,1
v1,walk_forward,T3,H1,November,1,8,11.0369736853,11.0369736853,11.0369736853,1,0,1
v1,walk_forward,T3,H1,December,1,2,-1.9663216478,-1.9663216478,-1.9663216478,0,1,0
v1,true_oos,T3,H1,January,1,4,0.636797692408,0.636797692408,0.636797692408,1,0,1
v1,true_oos,T3,H1,February,2,7,1.97771890097,0.988859450485,0.988859450485,1,1,0.5
v1,true_oos,T3,H1,March,2,12,19.9569080693,9.97845403465,9.97845403465,2,0,1
v1,true_oos,T3,H1,April,2,6,0.099794340821,0.0498971704105,0.0498971704105,1,1,0.5
v1,true_oos,T3,H1,May,1,4,1.98305899899,1.98305899899,1.98305899899,1,0,1
v1,true_oos,T3,H1,June,2,11,2.9864315887,1.49321579435,1.49321579435,1,1,0.5
v1,true_oos,T3,H1,July,2,11,6.52257160683,3.26128580341,3.26128580341,1,1,0.5
v1,true_oos,T3,H1,August,1,12,16.3167373881,16.3167373881,16.3167373881,1,0,1
v1,true_oos,T3,H1,September,1,6,9.52091786644,9.52091786644,9.52091786644,1,0,1
v1,true_oos,T3,H1,October,1,11,3.85095771725,3.85095771725,3.85095771725,1,0,1
v1,true_oos,T3,H1,November,1,4,-2.68826213954,-2.68826213954,-2.68826213954,0,1,0
v1,true_oos,T3,H1,December,1,9,-3.93294992688,-3.93294992688,-3.93294992688,0,1,0
v2,development,T2,M30,January,5,110,1.86277720941,0.372555441882,-3.06387495154,2,3,0.4
v2,development,T2,M30,February,5,107,28.9521568858,5.79043137717,4.15425066102,5,0,1
v2,development,T2,M30,March,5,104,35.1483849086,7.02967698171,5.87169774127,4,1,0.8
v2,development,T2,M30,April,5,106,7.85753845418,1.57150769084,-4.9258753969,2,3,0.4
v2,development,T2,M30,May,5,112,23.5739910923,4.71479821847,0.226922931508,3,2,0.6
v2,development,T2,M30,June,5,103,35.8054704661,7.16109409322,7.21931373003,5,0,1
v2,development,T2,M30,July,5,129,30.6770518977,6.13541037954,5.43117134525,5,0,1
v2,development,T2,M30,August,5,138,8.45636712409,1.69127342482,-1.83675302855,2,3,0.4
v2,development,T2,M30,September,5,134,5.21234163924,1.04246832785,-2.04131870734,1,4,0.2
v2,development,T2,M30,October,5,129,-0.915860830447,-0.183172166089,-0.975016548752,2,3,0.4
v2,development,T2,M30,November,5,132,-8.21507048658,-1.64301409732,-5.97131893675,2,3,0.4
v2,development,T2,M30,December,5,134,11.0849306347,2.21698612694,3.67770852576,4,1,0.8
v2,walk_forward,T2,M30,January,1,14,-1.4618170295,-1.4618170295,-1.4618170295,0,1,0
v2,walk_forward,T2,M30,February,1,13,3.24411189303,3.24411189303,3.24411189303,1,0,1
v2,walk_forward,T2,M30,March,1,15,1.00986425802,1.00986425802,1.00986425802,1,0,1
v2,walk_forward,T2,M30,April,1,13,-0.565894779478,-0.565894779478,-0.565894779478,0,1,0
