generation,lifecycle_stage,strategy,timeframe,instrument,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_win_R,average_loss_R
v2,walk_forward,T2,M30,MIX,45,1.95156209336,0.316570749784,14.2456837403,-3.71775499459,3.83179735109,0.511111111111,1.27028363588,-0.680492722043
v2,walk_forward,T2,M30,NG,36,1.01106952676,0.00707124695145,0.254564890252,-13.6310640855,0.0186753498226,0.361111111111,1.78857485053,-0.999865572461
v2,walk_forward,T2,M30,Si,40,1.23204730738,0.111429804741,4.45719218963,-6.24573145232,0.71363814209,0.35,1.69037933862,-0.738773790426
v2,true_oos,T2,M30,BR,61,1.36568211212,0.154666363398,9.43464816726,-7.87362614245,1.19825960702,0.360655737705,1.60158109127,-0.661541944634
v2,true_oos,T2,M30,CNY,78,0.702105238018,-0.16837241452,-13.1330483326,-20.9132267087,-0.627978098048,0.282051282051,1.40696148168,-0.787253588026
v2,true_oos,T2,M30,GD,66,3.79765532149,1.60263732492,105.774063445,-8.92923514245,11.8458145359,0.30303030303,7.17910873135,-0.821915460484
v2,true_oos,T2,M30,MIX,82,1.0877353083,0.0428584728712,3.51439477544,-11.3404888871,0.309897995617,0.353658536585,1.50245462978,-0.755788480908
v2,true_oos,T2,M30,NG,72,1.12248294942,0.0656276055979,4.72518760305,-8.97129275616,0.526700859227,0.333333333333,1.80431322018,-0.803715201695
v2,true_oos,T2,M30,Si,78,1.83015050857,0.380719013699,29.6960830685,-8.81106682199,3.37031640646,0.371794871795,2.25751757515,-0.73003931859
v2,development,T2,H1,BR,129,1.36745038073,0.162284592412,20.9347124211,-7.56891978023,2.76587849112,0.372093023256,1.62307518082,-0.703369089607
v2,development,T2,H1,CNY,54,3.84079403438,1.18710699794,64.1037778885,-6.36959510897,10.064027115,0.425925925926,3.76822702624,-0.727917539192
v2,development,T2,H1,GD,114,1.27820625653,0.134594644525,15.3437894759,-17.3023999067,0.886801227495,0.342105263158,1.80759890916,-0.735367573086
v2,development,T2,H1,MIX,154,0.891279816417,-0.0518645048911,-7.98713375323,-24.3791591535,-0.327621379514,0.305194805195,1.39314716011,-0.686589254938
v2,development,T2,H1,NG,130,1.8576833791,0.376781747161,48.9816271309,-5.60536190323,8.73835230918,0.4,2.04020856153,-0.732169462419
v2,development,T2,H1,Si,126,2.0414969124,0.4205667621,52.9914120246,-6.77017320431,7.82718704906,0.420634920635,1.95983885263,-0.696986947462
v2,walk_forward,T2,H1,BR,15,1.69237628994,0.212282855472,3.18424283208,-2.01148054493,1.58303436745,0.466666666667,1.11189271514,-0.574875771734
v2,walk_forward,T2,H1,CNY,16,3.22401094823,0.959039021102,15.3446243376,-1.93089371865,7.94690261273,0.4375,3.17773595368,-0.766614148681
v2,walk_forward,T2,H1,GD,15,0.210757985684,-0.431718925109,-6.47578387663,-6.47578387663,-1,0.2,0.576427821802,-0.683755611836
v2,walk_forward,T2,H1,MIX,27,2.53459444779,0.42032278835,11.3487152854,-1.45891727918,7.77886138398,0.444444444444,1.5619974164,-0.493016914091
v2,walk_forward,T2,H1,NG,23,1.47202047856,0.241880343414,5.56324789852,-6.0976650513,0.91235708287,0.391304347826,1.92769763317,-0.841859342858
v2,walk_forward,T2,H1,Si,21,1.42656066487,0.217165502853,4.56047555992,-7.06323498375,0.645663859465,0.285714285714,2.54195771851,-0.71275138341
v2,true_oos,T2,H1,BR,54,1.63680763323,0.247196815567,13.3486280406,-5.66389726181,2.35679205034,0.444444444444,1.42960076232,-0.698726341836
v2,true_oos,T2,H1,CNY,40,0.832868599046,-0.0862918119748,-3.45167247899,-11.4031347966,-0.302695051893,0.2,2.15009687402,-0.645388983474
v2,true_oos,T2,H1,GD,47,1.8219506831,0.452118570707,21.2495728232,-8.17012788579,2.60088619423,0.468085106383,2.14100844142,-1.03410451552
v2,true_oos,T2,H1,MIX,51,0.742414770777,-0.139005740365,-7.08929275863,-10.014749129,-0.707885206839,0.313725490196,1.27705198641,-0.786346415462
v2,true_oos,T2,H1,NG,61,0.765097213709,-0.119103268043,-7.2652993506,-10.3215755347,-0.703894412845,0.344262295082,1.12684107849,-0.773224049971
v2,true_oos,T2,H1,Si,44,2.25077969216,0.498647692509,21.9404984704,-5.36859436349,4.08682366089,0.409090909091,2.19344198319,-0.674671431807
v2,development,T3,M30,BR,285,0.993404346918,-0.00323144038831,-0.920960510669,-21.1459506524,-0.0435525706936,0.357894736842,1.35990662156,-0.763013310985
v2,development,T3,M30,CNY,148,1.70182143168,0.316349666116,46.8197505852,-9.53984382432,4.90781101319,0.425675675676,1.80208764313,-0.784844363907
v2,development,T3,M30,GD,272,1.06823817667,0.0313846617953,8.53662800832,-15.736390233,0.542476888405,0.356617647059,1.37770204655,-0.714859831468
v2,development,T3,M30,MIX,285,1.43271430578,0.18312874111,52.1916912163,-9.92937772242,5.25629024046,0.414035087719,1.46446064949,-0.722243505531
v2,development,T3,M30,NG,297,1.57376788904,0.240528635994,71.4370048902,-7.11119463116,10.0457108257,0.441077441077,1.4957409459,-0.750030476042
v2,development,T3,M30,Si,276,1.65967157012,0.288079217771,79.5098641048,-19.5072081342,4.07592227232,0.420289855072,1.72447701009,-0.753309181661
v2,walk_forward,T3,M30,BR,53,0.352014739624,-0.36135952139,-19.1520546337,-19.741478797,-0.970142856602,0.283018867925,0.693617168722,-0.77779768854
v2,walk_forward,T3,M30,CNY,50,1.41937102553,0.20648235398,10.324117699,-7.42177963117,1.39105689094,0.42,1.6639151121,-0.848899988105
v2,walk_forward,T3,M30,GD,54,1.14249694595,0.0706896808898,3.81724276805,-9.13733452593,0.417763271906,0.277777777778,2.04036569593,-0.686878017202
v2,walk_forward,T3,M30,MIX,58,1.40866979693,0.187799924327,10.892395611,-9.06901920328,1.20105552396,0.431034482759,1.50182752223,-0.807675528631
v2,walk_forward,T3,M30,NG,64,1.21345609271,0.104962084513,6.71757340881,-8.99009617917,0.747219303879,0.390625,1.52752358158,-0.80693631104
v2,walk_forward,T3,M30,Si,45,1.91816221228,0.375737357794,16.9081811008,-5.47121527329,3.09038856199,0.488888888889,1.60561022838,-0.800662779292
v2,true_oos,T3,M30,BR,129,1.59995589869,0.285714369129,36.8571536176,-10.1342683075,3.63688354198,0.387596899225,1.96580516895,-0.777634238353
v2,true_oos,T3,M30,CNY,107,1.4939813087,0.234197208572,25.0591013172,-15.8432725624,1.58168719363,0.392523364486,1.80447491594,-0.780443771575
v2,true_oos,T3,M30,GD,124,1.45608735616,0.231091694408,28.6553701066,-9.37831804442,3.05549139737,0.346774193548,2.12753623022,-0.775662812257
v2,true_oos,T3,M30,MIX,124,1.49737423517,0.224972723314,27.8966176909,-13.3404234205,2.09113435245,0.403225806452,1.67968799448,-0.757943000447
v2,true_oos,T3,M30,NG,116,0.913318115818,-0.0510992577,-5.9275138932,-21.6169269828,-0.274207055328,0.396551724138,1.35771456835,-0.976891200531
v2,true_oos,T3,M30,Si,98,2.01930707924,0.440913854384,43.2095577297,-7.57236956198,5.70621354069,0.438775510204,1.99071318499,-0.77074744045
v2,development,T3,H1,BR,131,1.0683065982,0.0319933297411,4.19112619608,-23.9022129012,0.17534469354,0.381679389313,1.31097372345,-0.757500740452
v2,development,T3,H1,CNY,69,2.55541331632,0.597587483208,41.2335363414,-4.32233020691,9.53965439184,0.463768115942,2.11697605429,-0.716478308002
v2,development,T3,H1,GD,114,1.67854989336,0.292573789091,33.3534119564,-8.38363907461,3.97839311302,0.429824561404,1.68382384651,-0.756214715729
v2,development,T3,H1,MIX,144,1.21106249394,0.094725648988,13.6404934543,-13.6039070659,1.00268940299,0.409722222222,1.32658034625,-0.760326434991
v2,development,T3,H1,NG,135,1.23155924272,0.107158588944,14.4664095074,-7.4959108554,1.92990682339,0.377777777778,1.50863356495,-0.743736932204
v2,development,T3,H1,Si,148,1.78672498293,0.301795372046,44.6657150628,-5.89341853105,7.57891448358,0.405405405405,1.69066596152,-0.645161848049
v2,walk_forward,T3,H1,BR,10,0.565846416235,-0.195290132581,-1.95290132581,-3.52983119306,-0.553256294423,0.4,0.636319874921,-0.749696804249
v2,walk_forward,T3,H1,CNY,18,2.82002338792,0.970941995291,17.4769559152,-5.45013536071,3.20670125759,0.388888888889,3.86850793534,-0.872963602919
v2,walk_forward,T3,H1,GD,8,1.80936880802,0.406911472247,3.25529177797,-4.02201288919,0.809368808022,0.375,2.42576822239,-0.804402577838
v2,walk_forward,T3,H1,MIX,16,2.80797372612,0.598168523906,9.5706963825,-2.8053575825,3.41157806127,0.5625,1.65158889661,-0.756229098136
v2,walk_forward,T3,H1,NG,23,0.554788425006,-0.30677196789,-7.05575526148,-7.05575526148,-1,0.217391304348,1.75846791441,-0.880449712973
v2,walk_forward,T3,H1,Si,20,1.89862831728,0.389833805294,7.79667610589,-3.50990893892,2.22133287261,0.5,1.64728728782,-0.867619677229
v2,true_oos,T3,H1,BR,63,1.49254760743,0.238831293247,15.0463714746,-12.8579603965,1.17019892818,0.428571428571,1.68868246749,-0.848557087434
v2,true_oos,T3,H1,CNY,51,1.5146533175,0.253099540629,12.9080765721,-7.94162034978,1.62537064271,0.372549019608,1.99943088285,-0.783784693812
v2,true_oos,T3,H1,GD,60,1.30399462582,0.166387398388,9.98324390325,-9.61128549069,1.03870017314,0.383333333333,1.86188880708,-0.887572936748
v2,true_oos,T3,H1,MIX,58,0.948262767072,-0.0255967045443,-1.48460886357,-11.3634675256,-0.130647521122,0.327586206897,1.43213496896,-0.735773673688
v2,true_oos,T3,H1,NG,42,1.36824056132,0.188758393054,7.92785250827,-9.04029418379,0.876946297001,0.333333333333,2.10406117735,-0.768892999096
v2,true_oos,T3,H1,Si,53,2.03059684534,0.376496845294,19.9543328006,-4.56906166694,4.36727150019,0.377358490566,1.96581259776,-0.586724822869
v3,development,T2,M30,CNYRUBF,94,1.48205022306,0.209564228602,19.6990374886,-9.98857931935,1.97215608535,0.382978723404,1.68233755113,-0.704570937102
v3,development,T2,M30,GLDRUBF,86,1.37134472412,0.163354360949,14.0484750416,-9.6626745283,1.45389094918,0.372093023256,1.62124476927,-0.700580695834
v3,development,T2,M30,IMOEXF,72,1.82758973372,0.365112531278,26.288102252,-6.24103829955,4.21213602453,0.402777777778,2.00181921054,-0.738712903573
v3,development,T2,M30,USDRUBF,114,1.74428515036,0.323473886517,36.876023063,-6.46056434765,5.70786406243,0.333333333333,2.27425213243,-0.651915236438
v3,walk_forward,T2,M30,CNYRUBF,42,0.840780498736,-0.0800883239062,-3.36370960406,-8.95494937501,-0.375625753223,0.333333333333,1.2687522643,-0.754508618011
v3,walk_forward,T2,M30,GLDRUBF,49,1.67808705868,0.306500914215,15.0185447965,-5.22581052635,2.87391682512,0.387755102041,1.95615509688,-0.738280068142
v3,walk_forward,T2,M30,IMOEXF,54,2.17734854541,0.496837017401,26.8291989396,-5.41340673366,4.95606560889,0.425925925926,2.15726140533,-0.735090754292
v3,walk_forward,T2,M30,USDRUBF,48,2.10537164366,0.477366385156,22.9135864875,-6.33636504963,3.61620366062,0.375,2.42460511017,-0.69097684985
v3,true_oos,T2,M30,CNYRUBF,90,1.00356965089,0.00186335748372,0.167702173535,-16.4837613863,0.0101737807048,0.311111111111,1.68384625315,-0.757741821206
v3,true_oos,T2,M30,GLDRUBF,81,1.2425627392,0.120711810287,9.77765663322,-12.5289200588,0.780406977405,0.358024691358,1.72715383747,-0.775188551026
v3,true_oos,T2,M30,IMOEXF,105,1.03060680251,0.0172873499524,1.815171745,-14.9211760074,0.121650716009,0.314285714286,1.85216138827,-0.823696584279
v3,true_oos,T2,M30,USDRUBF,85,1.53295570006,0.2520289268,21.422458778,-8.22610009264,2.60420594653,0.305882352941,2.36992422919,-0.681280867474
v3,development,T2,H1,CNYRUBF,47,1.73892751333,0.31302174376,14.7120219567,-4.17963066275,3.51993349265,0.340425531915,2.16387427181,-0.642256980394
v3,development,T2,H1,GLDRUBF,47,1.80729106472,0.309265048509,14.5354572799,-4.27159950931,3.402813688,0.446808510638,1.54955630017,-0.692508654759
v3,development,T2,H1,IMOEXF,29,2.15079884047,0.431204983536,12.5049445225,-3.4027472978,3.67495538991,0.448275862069,1.79778931572,-0.679144786362
v3,development,T2,H1,USDRUBF,53,2.7626567825,0.730838962131,38.7344649929,-4.26598805417,9.07983437859,0.377358490566,3.03547558128,-0.665910504023
v3,walk_forward,T2,H1,CNYRUBF,17,2.98575160524,0.615954653962,10.4712291173,-1.98763400162,5.26818775932,0.470588235294,1.96805135795,-0.585909082916
v3,walk_forward,T2,H1,GLDRUBF,24,0.974176663187,-0.0131965567452,-0.316717361884,-4.07932157266,-0.077639714409,0.375,1.32756172797,-0.817651527572
v3,walk_forward,T2,H1,IMOEXF,20,2.90350425721,0.66422631941,13.2845263882,-2.40346956353,5.52722888185,0.5,2.02635107209,-0.697898433266
v3,walk_forward,T2,H1,USDRUBF,24,3.60731945789,1.03614707389,24.8675297733,-3.49914217804,7.10675031422,0.458333333333,3.12773766557,-0.733660349846
v3,true_oos,T2,H1,CNYRUBF,35,1.5195230427,0.250438621282,8.76535174486,-8.69454500607,1.00814381187,0.342857142857,2.13643939714,-0.733561783513
v3,true_oos,T2,H1,GLDRUBF,48,2.06685185342,0.564934966534,27.1168783936,-6.04707636251,4.48429567745,0.375,2.91858550344,-0.847255355609
v3,true_oos,T2,H1,IMOEXF,55,0.860789115885,-0.077505835303,-4.26282094166,-9.2315570308,-0.461766192576,0.290909090909,1.6474061515,-0.785162035016
v3,true_oos,T2,H1,USDRUBF,34,3.49513443046,0.997538918517,33.9163232296,-4.66203788999,7.27499948089,0.5,2.79466515092,-0.799587313886
v3,development,T3,M30,CNYRUBF,119,1.45490229933,0.215066634774,25.5929295381,-10.0517857692,2.54610773903,0.394957983193,1.74155759388,-0.781392741306
v3,development,T3,M30,GLDRUBF,94,1.31146663463,0.146597138569,13.7801310255,-10.8179381663,1.2738223138,0.372340425532,1.65779573626,-0.749876605824
v3,development,T3,M30,IMOEXF,63,2.11576226631,0.424687916018,26.7553387091,-4.0959911616,6.53207920953,0.47619047619,1.69115882396,-0.726649273016
v3,development,T3,M30,USDRUBF,122,2.42630985205,0.527105291976,64.3068456211,-6.5026426026,9.88934031149,0.508196721311,1.76440344563,-0.751436133469
v3,walk_forward,T3,M30,CNYRUBF,43,1.35462665454,0.192673913207,8.28497826791,-8.14874205625,1.0167186801,0.325581395349,2.26053679077,-0.805604717339
v3,walk_forward,T3,M30,GLDRUBF,43,1.30287321179,0.141204346759,6.07178691064,-6.58057909202,0.922682764804,0.395348837209,1.53641625013,-0.771049590063
v3,walk_forward,T3,M30,IMOEXF,43,2.13934767108,0.432717939533,18.6068713999,-3.67248969761,5.06655509804,0.46511627907,1.7469016704,-0.710050522088
v3,walk_forward,T3,M30,USDRUBF,42,1.7632770654,0.326243760231,13.7022379297,-6.44419885543,2.12629036396,0.404761904762,1.86200536834,-0.718074133281
v3,true_oos,T3,M30,CNYRUBF,91,2.24325924838,0.487567502129,44.3686426937,-12.4551054115,3.56228560321,0.516483516484,1.70331924601,-0.811076406107
v3,true_oos,T3,M30,GLDRUBF,91,1.93329404499,0.454547324944,41.3638065699,-6.58939763844,6.27732743409,0.384615384615,2.44811532562,-0.79143267548
v3,true_oos,T3,M30,IMOEXF,105,1.64783226183,0.28106754509,29.5120922345,-9.67315297589,3.05092789373,0.409523809524,1.74574968916,-0.734760393542
v3,true_oos,T3,M30,USDRUBF,82,2.18935615209,0.50277582537,41.2276176804,-11.7846037001,3.49843055647,0.463414634146,1.99714287799,-0.787813901894
v3,development,T3,H1,CNYRUBF,52,2.11808286388,0.513354840593,26.6944517108,-8.22378415543,3.24600587835,0.403846153846,2.40807864093,-0.770167733829
v3,development,T3,H1,GLDRUBF,41,2.06392794434,0.339916754296,13.9365869262,-4.4642393585,3.12182788757,0.487804878049,1.35178850028,-0.623770622827
v3,development,T3,H1,IMOEXF,27,2.54740564919,0.509783547462,13.7641557815,-5.1894859844,2.65231582142,0.481481481481,1.74301111484,-0.635356336528
v3,development,T3,H1,USDRUBF,64,2.19561272857,0.434031620993,27.7780237436,-4.24208135854,6.54820626852,0.484375,1.64552642497,-0.704039255475
v3,walk_forward,T3,H1,CNYRUBF,16,4.83925380159,1.10465673773,17.6745078037,-1.32403586658,13.3489645181,0.5,2.78476735,-0.575453874538
v3,walk_forward,T3,H1,GLDRUBF,22,1.03759208693,0.0101837421123,0.224042326471,-3.84061791481,0.0583349688618,0.454545454545,0.61838691084,-0.496652231828
v3,walk_forward,T3,H1,IMOEXF,14,3.05104290939,0.59650448699,8.35106281786,-2.25715330419,3.69982083289,0.571428571429,1.5528350772,-0.678602966619
v3,walk_forward,T3,H1,USDRUBF,14,6.94217832716,0.860252581764,12.0435361447,-0.861255067059,13.9837042536,0.714285714286,1.40703242149,-0.506697017558
v3,true_oos,T3,H1,CNYRUBF,51,2.54123305758,0.424007722706,21.624393858,-3.77219988631,5.73256839768,0.529411764706,1.32055459082,-0.584607503918
v3,true_oos,T3,H1,GLDRUBF,41,3.69344533815,0.882920959555,36.1997593417,-3.22707877426,11.217500989,0.487804878049,2.48198525675,-0.639997418726
v3,true_oos,T3,H1,IMOEXF,58,1.13853115388,0.0572277848985,3.31921152411,-4.02555252296,0.824535639563,0.344827586207,1.36396240872,-0.630527280273
v3,true_oos,T3,H1,USDRUBF,49,2.42333238296,0.475258975437,23.2876897964,-5.50928189426,4.2269918736,0.387755102041,2.08679343607,-0.545379516296
