event,time_bucket,trades,eligible_trades,status,reason
FIRST_POSITIVE_EXCURSION,0-5 min,DATA_UNAVAILABLE,424,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
FIRST_POSITIVE_EXCURSION,5-15 min,DATA_UNAVAILABLE,424,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
FIRST_POSITIVE_EXCURSION,15-30 min,DATA_UNAVAILABLE,424,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
FIRST_POSITIVE_EXCURSION,30-60 min,DATA_UNAVAILABLE,424,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
FIRST_POSITIVE_EXCURSION,60+ min,DATA_UNAVAILABLE,424,DATA_UNAVAILABLE,INTRATRADE_PATH_NOT_PRESENT_IN_FROZEN_TRADE_LEDGER
