holding_bucket,trades,average_MAE_R,average_MFE_R,average_final_R
0-5 min,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE
5-15 min,108,0.968826599506,0.176849973199,-1.01727801947
15-30 min,168,0.830555134894,0.674964876915,-0.775859567963
30-60 min,245,0.66426871029,1.15520214701,-0.412515803146
60-120 min,328,0.500672129549,1.64716309182,0.153533925163
120+ min,282,0.50655365621,2.60799360535,1.34201392963
