variant,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,top_1_positive_R_concentration,top_5_positive_R_concentration
SESSION_CANDIDATE,1349,1.29974518048,0.152679738245,205.964966892,-34.0692462804,6.04548058378,0.0184262655717,0.075890657229
EMA50_NEAR,49,1.37521265084,0.163622836652,8.01751899594,-7.67437646154,1.04471275759,0.391427752028,0.746846056955
EMA50_NORMAL,351,1.4467135699,0.237953043586,83.5215182986,-17.2050609619,4.85447383672,0.0540981929223,0.215516679758
EMA50_EXTENDED,1561,1.05643814013,0.0298852129964,46.6508174874,-54.8693779621,0.85021589856,0.0188454300488,0.0595301899745
SESSION_EMA50_NORMAL,242,1.68463414289,0.353625996177,85.5774910749,-14.7881169685,5.78690926352,0.0694909028325,0.276838242515
SESSION_EMA50_EXTENDED,1071,1.20010094754,0.102066895685,109.313645279,-42.8173597624,2.55302162219,0.0251011534672,0.0776360660782
