year,variant,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,losing_streak,average_holding_time
2023,BASELINE,919,0.348204570185,1.13757609548,0.0729067395982,67.0012936908,-36.9674895528,1.81243829379,15,116.501632209
2024,BASELINE,1042,0.340690978887,1.12992810159,0.0683191565175,71.1885610912,-46.8584781428,1.5192247788,17,103.800383877
2023,SESSION_CANDIDATE,592,0.363175675676,1.42966563816,0.212839749003,126.00113141,-25.3175436888,4.97683080787,15,82.2550675676
2024,SESSION_CANDIDATE,757,0.343461030383,1.20301592382,0.10563254357,79.9638354821,-34.0692462804,2.34709728604,13,75.3896961691
