direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,10,0.247541496203,-0.346352407845,-3.46352407845,-3.7263215968,-0.929475352161,0.2
SHORT,17,5.01386274877,1.01339293294,17.2276798599,-1.4631643876,11.7742613243,0.647058823529
