trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,instrument,timeframe,fold_id,net_R
T3-M30-WF01-test-Si-000001,T3,Si,LONG,2024-02-05 11:00:00+03:00,91.45,91.1269453756,0.32305462436,2024-02-05 15:30:00+03:00,91.1623370869,ATR_TRAILING_STOP,9,-890.446665798,-0.890446665798,0.3,0.17,0.928635522844,0.526226796278,-0.287662913132,-0.890446665798,3095.45174281,0,-890.446665798,0.001,323.05462436,0,T3_MTF_Trend_v1.0,0.32305462436,USDRUBF,M30,WF01,-0.896637569284
T3-M30-WF01-test-CNY-000001,T3,CNY,LONG,2024-02-06 13:00:00+03:00,12.62,12.5784308608,0.0415691392297,2024-02-07 09:30:00+03:00,12.6364650586,ATR_TRAILING_STOP,23,396.088514483,0.396088514483,0.018,0.059,0.43301353681,1.41932214843,0.0164650586058,0.396088514483,24056.3076006,0,396.088514483,0.001,41.5691392297,0,T3_MTF_Trend_v1.0,0.0415691392297,CNYRUBF,M30,WF01,0.347975899282
T3-M30-WF01-test-Si-000002,T3,Si,LONG,2024-02-06 13:00:00+03:00,90.9,90.6360339802,0.263966019835,2024-02-07 09:30:00+03:00,91.0413453364,ATR_TRAILING_STOP,23,530.699866691,0.535467922958,0.12,0.42,0.454603967871,1.59111388755,0.141345336372,0.535467922958,3754.63301663,0,530.699866691,0.001,263.966019835,0,T3_MTF_Trend_v1.0,0.263966019835,USDRUBF,M30,WF01,0.52789119016
T3-M30-WF01-test-Si-000003,T3,Si,LONG,2024-02-15 18:30:00+03:00,92.38,92.0639097171,0.316090282878,2024-02-16 11:00:00+03:00,92.2323866933,ATR_TRAILING_STOP,15,-465.317286139,-0.466997293956,0.15,0.16,0.47454796343,0.506184494326,-0.14761330675,-0.466997293956,3152.27194881,0,-465.317286139,0.001,316.090282878,0,T3_MTF_Trend_v1.0,0.316090282878,USDRUBF,M30,WF01,-0.473324600135
T3-M30-WF01-test-CNY-000002,T3,CNY,LONG,2024-02-16 12:00:00+03:00,12.756,12.7208827348,0.0351172651565,2024-02-16 13:00:00+03:00,12.7208827348,ATR_TRAILING_STOP,2,-1003.96088514,-1,0.0351172651565,0.000999999999999,1,0.0284760215678,-0.0351172651565,-1,28588.8118187,0,-1003.96088514,0.001,35.1172651565,0,T3_MTF_Trend_v1.0,0.0351172651565,CNYRUBF,M30,WF01,-1.05695204314
T3-M30-WF01-test-CNY-000003,T3,CNY,LONG,2024-02-16 14:30:00+03:00,12.788,12.7392055157,0.0487944843141,2024-02-16 17:00:00+03:00,12.7392055157,ATR_TRAILING_STOP,5,-993.921276293,-1,0.0487944843141,0.007,1,0.14345883758,-0.0487944843141,-1,20369.5415632,0,-993.921276293,0.001,48.7944843141,0,T3_MTF_Trend_v1.0,0.0487944843141,CNYRUBF,M30,WF01,-1.04098823931
T3-M30-WF01-test-Si-000004,T3,Si,LONG,2024-02-16 14:30:00+03:00,92.8,92.454870616,0.345129383964,2024-02-16 17:00:00+03:00,92.454870616,ATR_TRAILING_STOP,5,-991.749359148,-1,0.345129383964,0.04,1,0.115898564013,-0.345129383964,-1,2873.55816464,0,-991.749359148,0.001,345.129383964,0,T3_MTF_Trend_v1.0,0.345129383964,USDRUBF,M30,WF01,-1.0057949282
T3-M30-WF01-test-CNY-000004,T3,CNY,LONG,2024-02-19 12:00:00+03:00,12.774,12.7290623407,0.0449376593497,2024-02-20 10:30:00+03:00,12.7841260468,ATR_TRAILING_STOP,27,221.726021595,0.225335430201,0.024,0.049,0.534073210473,1.09039947138,0.0101260468018,0.225335430201,21896.6024882,0,221.726021595,0.001,44.9376593497,0,T3_MTF_Trend_v1.0,0.0449376593497,CNYRUBF,M30,WF01,0.180829329328
T3-M30-WF01-test-Si-000005,T3,Si,LONG,2024-02-19 13:30:00+03:00,92.51,92.2275441531,0.28245584694,2024-02-19 16:00:00+03:00,92.2275441531,ATR_TRAILING_STOP,5,-981.831865556,-1,0.28245584694,0.02,1,0.0708075269699,-0.28245584694,-1,3476.05431501,0,-981.831865556,0.001,282.45584694,0,T3_MTF_Trend_v1.0,0.28245584694,USDRUBF,M30,WF01,-1.0070807527
T3-M30-WF01-test-CNY-000005,T3,CNY,LONG,2024-02-22 19:30:00+03:00,12.85,12.7948198539,0.0551801460624,2024-02-26 10:30:00+03:00,12.8164402045,ATR_TRAILING_STOP,12,-599.792679062,-0.60818605795,0.034,0.037,0.616163646279,0.670531026833,-0.0335597955108,-0.60818605795,17872.3579787,0,-599.792679062,0.001,55.1801460624,0,T3_MTF_Trend_v1.0,0.0551801460624,CNYRUBF,M30,WF01,-0.644430978319
