instrument,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,median_R,max_losing_streak,max_winning_streak
USDRUBF,31,2.18924823709,0.498135368861,15.4421964347,-7.08087983603,2.18083017821,0.41935483871,-0.194817663812,4,3
CNYRUBF,29,1.51032965079,0.209792720709,6.08398890056,-4.71249049595,1.29103473117,0.413793103448,-0.299543044085,4,3
