group,trades,MAE_R_mean,MAE_R_median,MFE_R_mean,MFE_R_median
all,60,0.600328969376,0.585211520763,1.63511184117,0.950412360063
winners,25,0.409759436268,0.43301353681,3.27668000946,2.68964351806
losers,35,0.736450064453,0.839983874325,0.462563149531,0.373346438084
