year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,57,1.49988877046,0.217276032293,12.3847338407,-5.29753964037,2.33782749756,0.298245614035
2024,57,1.98872494471,0.429671740741,24.4912892222,-6.17523525863,3.96604958297,0.368421052632
