strategy,family,execution_timeframe,trades,gross_R,net_R_C0,net_R_C05,net_R_C1,net_R_C2,PF_R_C0,PF_R_C05,PF_R_C1,PF_R_C2,expectancy_C0,expectancy_C05,expectancy_C1,expectancy_C2,winrate_C1,average_win_R,average_loss_R,payoff_ratio,max_DD_R_C1,recovery_factor,average_R_C1,median_R_C1,max_winning_streak,max_losing_streak,mean_holding_bars,median_holding_bars,p75_holding_bars,p90_holding_bars,median_holding_minutes,trades_per_year,trades_per_month,break_even_round_trip_ticks,top3_positive_R_share,Si_expectancy_C1,CNY_expectancy_C1,LONG_expectancy_C1,SHORT_expectancy_C1,Y2023_expectancy_C1,Y2024_expectancy_C1,flags
T1,TREND,H1,28,-2.4730824831,-2.4730824831,-2.77558252338,-3.07808256365,-3.68308264419,0.816493108986,0.797813043943,0.779803859508,0.745658579345,-0.0883243743966,-0.0991279472634,-0.10993152013,-0.131538665864,0.214285714286,1.81678983841,-0.635400981549,2.8592808182,-6.65680387373,-0.462396462632,-0.10993152013,-0.441336981562,2,6,14.0357142857,13,18,29.3,1440,14,1.16666666667,,0.822256560318,0.0677293347262,-0.263904261006,0.0255874749771,-0.245450515238,0.0720282724375,-0.391142108644,NEGATIVE_GROSS|NEGATIVE_C1|LOW_SAMPLE|HIGH_CONCENTRATION|YEAR_INSTABILITY
T2,TREND,H1,95,52.4535455922,52.4535455922,51.518378935,50.5832122778,48.7128789634,2.32837225585,2.28759122128,2.24786524529,2.16907623476,0.552142585182,0.542298725632,0.532454866083,0.512767146984,0.4,2.39786866545,-0.711154333494,3.37179786794,-9.72662840455,5.20048779227,0.532454866083,-0.400185442969,4,8,16.9368421053,13,22.5,36,1440,47.5,3.95833333333,56.0900511031,0.309420854158,0.614675632597,0.441098458845,0.740126742774,0.00942939886036,0.603679428714,0.468352759714,POSITIVE_GROSS|POSITIVE_C1
T3,TREND,H1,109,52.1045154543,52.1045154543,51.3098989169,50.5152823796,48.926049305,2.10495672588,2.07736733276,2.05031716776,1.99777249987,0.478023077562,0.470733017587,0.463442957611,0.44886283766,0.43119266055,2.09809674996,-0.775730078525,2.70467371067,-16.7839035694,3.00974574662,0.463442957611,-0.337279254252,6,10,15.1743119266,12,20,29.4,1500,54.5,4.54166666667,65.5718991578,0.289765784673,0.336233367153,0.625105145485,0.354394902175,0.694001703392,0.270112452507,0.667716698853,POSITIVE_GROSS|POSITIVE_C1
R1,RANGE_REVERSAL,H1,60,-6.22402262107,-6.22402262107,-7.37341286613,-8.52280311119,-10.8215836013,0.735066248929,0.694901791907,0.656918694982,0.587770934934,-0.103733710351,-0.122890214435,-0.14204671852,-0.180359726688,0.466666666667,0.5828261006,-0.77631043525,0.750764222837,-12.5964255898,-0.676604886872,-0.14204671852,-0.137839145313,6,9,3.43333333333,2.5,5,8,180,30,2.5,,0.340941326913,0.032330048625,-0.316423485664,0.0783254208065,-0.34820130047,-0.27150736304,-0.0430474021221,NEGATIVE_GROSS|NEGATIVE_C1
R2,RANGE_REVERSAL,M15,173,7.77602309826,7.77602309826,1.05258999218,-5.67084311389,-19.117709326,1.07384283108,1.00959474941,0.950301333946,0.844450084638,0.0449481103946,0.00608433521494,-0.0327794399647,-0.110506990324,0.329479768786,1.90234544829,-0.983659772986,1.93394657435,-17.1804097891,-0.330076126443,-0.0327794399647,-1.00961596806,4,8,7.65895953757,6,15,16,90,86.5,7.20833333333,1.15655543464,0.182322545852,-0.0886340739034,0.0336805042155,0.193913881102,-0.194382599537,-0.0984040699663,-0.00219168869277,POSITIVE_GROSS|NEGATIVE_C1
R3,RANGE_REVERSAL,M15,3708,-533.606710205,-533.606710205,-660.477773913,-787.34883762,-1041.09096504,0.668400385931,0.607170311438,0.551018883662,0.451774479937,-0.143906879775,-0.178122376999,-0.212337874223,-0.280768868672,0.53640776699,0.485814882267,-1.02014813173,0.476219940178,-793.173152167,-0.992656944412,-0.212337874223,0.0806431427231,12,13,1.69875943905,1,2,3,15,1854,154.5,,0.0156931612874,-0.212068623473,-0.212890336874,-0.186261936509,-0.238385697719,-0.213535899751,-0.211137261167,NEGATIVE_GROSS|NEGATIVE_C1|HIGH_FREQUENCY
