year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,31,2.63761868614,0.559152265101,17.3337202181,-3.19221455508,5.42999849134,0.548387096774
2024,33,1.82572903158,0.316494046225,10.4443035254,-4.24208135853,2.4620705363,0.424242424242
