direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,45,2.21235734229,0.475808463704,21.4113808667,-3.19221455508,6.70737523973,0.511111111111
SHORT,19,2.14254249079,0.335086467204,6.36664287688,-2.44650059448,2.60234675244,0.421052631579
