year,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
2023,127,2.12102646278,0.475891018042,60.4381592913,-8.33927730414,7.24740970795,0.456692913386,20.1850393701,8,0.575434370892,2.03633064836
2024,119,1.56051399885,0.262854717814,31.2797114199,-13.6238221191,2.29595712177,0.36974789916,17.6554621849,10,0.620507378692,1.59286010629
