instrument,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
USDRUBF,124,2.24133390676,0.535171935721,66.3613200294,-10.2974567345,6.44443785884,0.435483870968,19.4072580645,5,0.594411071069,1.99885063716
CNYRUBF,122,1.45071138987,0.207840579359,25.3565506819,-12.1672093335,2.08400710359,0.393442622951,18.5081967213,6,0.600111232418,1.64185955723
