top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5,top_5_trade_removal_net_R,top_5_trade_removal_PF
0.0428495782032,0.119564954598,0.188001583968,0.327309506072,83.0864012853,1.75726788925,0.339128168511,67.6331237125,1.61642329003,0.278325611986,53.8474880355,1.49077794892,0.223433560313,53.8474880355,1.49077794892
