instrument,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,median_R,max_losing_streak,max_winning_streak
USDRUBF,83,0.835431456432,-0.093621112199,-7.77055231251,-18.0355515201,-0.430846392686,0.301204819277,-0.736548925466,6,4
CNYRUBF,77,1.02225322149,0.012993478789,1.00049786675,-17.6627030723,0.0566446632014,0.324675324675,-0.756991782021,9,5
