trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,instrument,strategy,timeframe,fold_id,net_R
T2-M30-WF03-test-CNY-000001,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-08-01 14:30:00+03:00,2024-08-01 16:00:00+03:00,2024-08-01 16:00:00+03:00,11.753,11.7991742909,0.0461742908695,46.1742908695,2024-08-02 10:30:00+03:00,11.7855440881,ATR_TRAILING_STOP,17,-0.704809700939,0.0433141465161,-0.748123847455,0.498112684935,0.151599512806,2024-08-01 14:00:00+03:00,3,21657.0732581,CNYRUBF,T2,M30,WF03,-0.748123847455
T2-M30-WF03-test-CNY-000002,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-08-02 18:00:00+03:00,2024-08-02 19:00:00+03:00,2024-08-02 19:00:00+03:00,11.795,11.8310699877,0.0360699877009,36.0699877009,2024-08-02 19:30:00+03:00,11.807,EMA50_TREND_LOSS,1,-0.332686556466,0.055447759411,-0.388134315877,0,0,2024-08-02 15:30:00+03:00,2,27516.47075,CNYRUBF,T2,M30,WF03,-0.388134315877
T2-M30-WF03-test-Si-000001,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-08-19 17:00:00+03:00,2024-08-19 18:30:00+03:00,2024-08-19 18:30:00+03:00,89.05,88.7529491062,0.29705089378,297.05089378,2024-08-20 11:00:00+03:00,88.8300927825,ATR_TRAILING_STOP,13,-0.740301484089,0.00673285299549,-0.747034337085,0.504963974662,0.40397117973,2024-08-19 16:00:00+03:00,3,3366.42649775,USDRUBF,T2,M30,WF03,-0.747034337085
T2-M30-WF03-test-CNY-000003,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-09-03 16:30:00+03:00,2024-09-03 18:00:00+03:00,2024-09-03 18:00:00+03:00,12.075,12.0397954322,0.035204567786,35.204567786,2024-09-03 19:30:00+03:00,12.0397954322,INITIAL_STOP,3,-1,0.0568108096699,-1.05681080967,0.823756740214,0.198837833845,2024-09-03 16:00:00+03:00,3,28083.4709186,CNYRUBF,T2,M30,WF03,-1.05681080967
T2-M30-WF03-test-CNY-000004,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-09-05 11:30:00+03:00,2024-09-05 13:00:00+03:00,2024-09-05 13:00:00+03:00,12.315,12.2151233978,0.0998766021664,99.8766021664,2024-09-05 23:30:00+03:00,12.387,ATR_TRAILING_STOP,21,0.720889562102,0.0200247100584,0.700864852044,0,1.73213742005,2024-09-05 00:00:00+03:00,3,9794.26712991,CNYRUBF,T2,M30,WF03,0.700864852044
T2-M30-WF03-test-CNY-000005,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-09-09 14:30:00+03:00,2024-09-09 15:30:00+03:00,2024-09-09 15:30:00+03:00,12.604,12.5503828303,0.0536171696791,53.6171696791,2024-09-10 10:30:00+03:00,12.6133185432,ATR_TRAILING_STOP,18,0.173797745091,0.0373014840576,0.136496261033,0.130555194202,1.08174303767,2024-09-09 14:00:00+03:00,2,18372.3630795,CNYRUBF,T2,M30,WF03,0.136496261033
T2-M30-WF03-test-Si-000002,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-09-09 16:00:00+03:00,2024-09-09 17:00:00+03:00,2024-09-09 17:00:00+03:00,90.5,90.09273376,0.407266239992,407.266239992,2024-09-10 17:00:00+03:00,90.4983205835,ATR_TRAILING_STOP,28,-0.00412363293865,0.00491079250772,-0.00903442544637,0.491079250772,0.957604539005,2024-09-09 15:30:00+03:00,2,2437.05360073,USDRUBF,T2,M30,WF03,-0.00903442544637
T2-M30-WF03-test-Si-000003,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-09-10 17:30:00+03:00,2024-09-10 18:00:00+03:00,2024-09-10 18:00:00+03:00,90.58,90.2031549109,0.376845089132,376.845089132,2024-09-11 11:30:00+03:00,90.5702441083,ATR_TRAILING_STOP,15,-0.0258883345202,0.0053072205468,-0.031195555067,0.26536102734,0.849155287488,2024-09-10 15:00:00+03:00,1,2633.54894597,USDRUBF,T2,M30,WF03,-0.031195555067
T2-M30-WF03-test-CNY-000006,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-09-18 13:30:00+03:00,2024-09-18 14:00:00+03:00,2024-09-18 14:00:00+03:00,12.924,12.8864618519,0.0375381480645,37.5381480645,2024-09-19 12:00:00+03:00,13.0151051993,ATR_TRAILING_STOP,24,2.42700303521,0.0532791334448,2.37372390176,0.852466135117,4.95495941036,2024-09-18 12:30:00+03:00,1,26277.7667206,CNYRUBF,T2,M30,WF03,2.37372390176
T2-M30-WF03-test-Si-000004,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-09-20 15:00:00+03:00,2024-09-20 15:30:00+03:00,2024-09-20 15:30:00+03:00,92.79,92.5811177197,0.20888228027,208.88228027,2024-09-20 16:30:00+03:00,92.5811177197,INITIAL_STOP,2,-1,0.00957477100219,-1.009574771,0.574486260132,0.0478738550109,2024-09-20 14:30:00+03:00,1,4749.71064483,USDRUBF,T2,M30,WF03,-1.009574771
