trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,instrument,strategy,timeframe,fold_id,net_R
T2-M30-WF01-test-Si-000001,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-02-02 18:00:00+03:00,2024-02-02 19:00:00+03:00,2024-02-02 19:00:00+03:00,90.99,90.642528778,0.347471222042,347.471222042,2024-02-05 15:30:00+03:00,91.1623370869,ATR_TRAILING_STOP,23,0.495975136746,0.0057558723518,0.490219264394,0.633145958698,1.81309979082,2024-02-02 17:30:00+03:00,2,2877.9361759,USDRUBF,T2,M30,WF01,0.490219264394
T2-M30-WF01-test-CNY-000001,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-02-05 12:30:00+03:00,2024-02-05 13:30:00+03:00,2024-02-05 13:30:00+03:00,12.638,12.6045505677,0.0334494322829,33.4494322829,2024-02-05 16:00:00+03:00,12.6045505677,INITIAL_STOP,5,-1,0.0597917472286,-1.05979174723,0.657709219515,0.149479368072,2024-02-05 12:00:00+03:00,2,29895.8736143,CNYRUBF,T2,M30,WF01,-1.05979174723
T2-M30-WF01-test-Si-000002,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-02-13 17:00:00+03:00,2024-02-13 17:30:00+03:00,2024-02-13 17:30:00+03:00,91.36,91.0991012237,0.260898776279,260.898776279,2024-02-13 18:00:00+03:00,91.24,EMA50_TREND_LOSS,1,-0.459948496929,0.00766580828215,-0.467614305211,0,0,2024-02-13 14:00:00+03:00,1,3851.69377556,USDRUBF,T2,M30,WF01,-0.467614305211
T2-M30-WF01-test-Si-000003,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-02-16 12:30:00+03:00,2024-02-16 13:30:00+03:00,2024-02-16 13:30:00+03:00,92.46,92.2149037399,0.245096260135,245.096260135,2024-02-16 17:00:00+03:00,92.3523059241,ATR_TRAILING_STOP,7,-0.439395019273,0.008160059231,-0.447555078504,0.40800296155,1.67281214236,2024-02-16 12:00:00+03:00,2,4080.85837657,USDRUBF,T2,M30,WF01,-0.447555078504
T2-M30-WF01-test-CNY-000002,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-02-16 13:00:00+03:00,2024-02-16 14:00:00+03:00,2024-02-16 14:00:00+03:00,12.75,12.705880297,0.0441197030015,44.1197030015,2024-02-16 16:30:00+03:00,12.7428082735,ATR_TRAILING_STOP,5,-0.16300487043,0.0453312208364,-0.208336091266,0,1.4959302876,2024-02-16 12:30:00+03:00,2,22425.4021495,CNYRUBF,T2,M30,WF01,-0.208336091266
T2-M30-WF01-test-CNY-000003,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-02-21 12:00:00+03:00,2024-02-21 12:30:00+03:00,2024-02-21 12:30:00+03:00,12.824,12.8037195168,0.0202804831743,20.2804831743,2024-02-21 15:30:00+03:00,12.8037195168,INITIAL_STOP,6,-1,0.0986169798227,-1.09861697982,0.690318858759,0,2024-02-21 11:30:00+03:00,1,48684.2839204,CNYRUBF,T2,M30,WF01,-1.09861697982
T2-M30-WF01-test-Si-000004,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-02-29 16:00:00+03:00,2024-02-29 17:00:00+03:00,2024-02-29 17:00:00+03:00,90.95,91.204489615,0.254489615015,254.489615015,2024-02-29 19:00:00+03:00,91.1524099394,ATR_TRAILING_STOP,4,-0.795356381886,0.00785886685349,-0.803215248739,0.589415014011,1.10024135949,2024-02-29 15:30:00+03:00,2,3912.64164666,USDRUBF,T2,M30,WF01,-0.803215248739
T2-M30-WF01-test-CNY-000004,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-03-06 14:30:00+03:00,2024-03-06 15:30:00+03:00,2024-03-06 15:30:00+03:00,12.521,12.5647633258,0.043763325779,43.763325779,2024-03-06 17:00:00+03:00,12.5647633258,INITIAL_STOP,3,-1,0.0457003658748,-1.04570036587,0.914007317497,0.0228501829374,2024-03-06 14:00:00+03:00,2,22313.0598471,CNYRUBF,T2,M30,WF01,-1.04570036587
T2-M30-WF01-test-Si-000005,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-03-06 18:30:00+03:00,2024-03-06 19:00:00+03:00,2024-03-06 19:00:00+03:00,90.66,90.8655586043,0.205558604339,205.558604339,2024-03-06 21:30:00+03:00,90.8655586043,INITIAL_STOP,5,-1,0.00972958542133,-1.00972958542,0.924310615026,0,2024-03-06 15:30:00+03:00,1,4805.09605088,USDRUBF,T2,M30,WF01,-1.00972958542
T2-M30-WF01-test-CNY-000005,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-03-25 10:00:00+03:00,2024-03-25 11:00:00+03:00,2024-03-25 11:00:00+03:00,12.807,12.7683973483,0.0386026517026,38.6026517026,2024-03-25 15:00:00+03:00,12.7683973483,INITIAL_STOP,8,-1,0.0518099123192,-1.05180991232,0.751243728628,0.544004079352,2024-03-23 00:00:00+03:00,2,25031.506032,CNYRUBF,T2,M30,WF01,-1.05180991232
T2-M30-WF01-test-Si-000006,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-03-25 09:30:00+03:00,2024-03-25 11:00:00+03:00,2024-03-25 11:00:00+03:00,92.97,92.6603603601,0.309639639899,309.639639899,2024-03-25 15:00:00+03:00,92.6603603601,INITIAL_STOP,8,-1,0.00645912132132,-1.00645912132,0.742798951952,0.452138492492,2024-03-23 00:00:00+03:00,3,3157.72052941,USDRUBF,T2,M30,WF01,-1.00645912132
T2-M30-WF01-test-Si-000007,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-03-29 12:00:00+03:00,2024-03-29 12:30:00+03:00,2024-03-29 12:30:00+03:00,92.66,92.4083571376,0.251642862399,251.642862399,2024-03-29 14:00:00+03:00,92.4083571376,INITIAL_STOP,3,-1,0.00794777161941,-1.00794777162,0.397388580971,0.158955432388,2024-03-29 09:30:00+03:00,1,3846.3826453,USDRUBF,T2,M30,WF01,-1.00794777162
T2-M30-WF01-test-CNY-000006,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-03-29 12:30:00+03:00,2024-03-29 13:30:00+03:00,2024-03-29 13:30:00+03:00,12.701,12.7178692382,0.0168692381576,16.8692381576,2024-03-30 00:00:00+03:00,12.687,ATR_TRAILING_STOP,21,0.829912997208,0.118558999601,0.711353997607,0.118558999601,3.31965198883,2024-03-29 12:00:00+03:00,2,56678.2592552,CNYRUBF,T2,M30,WF01,0.711353997607
T2-M30-WF01-test-Si-000008,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-04-08 16:30:00+03:00,2024-04-08 18:00:00+03:00,2024-04-08 18:00:00+03:00,92.76,92.6215113623,0.138488637712,138.488637712,2024-04-10 12:00:00+03:00,93.2716542555,ATR_TRAILING_STOP,48,3.69455764728,0.014441617977,3.6801160293,0.649872808967,5.56002292116,2024-04-08 16:00:00+03:00,3,6918.6806913,USDRUBF,T2,M30,WF01,3.6801160293
T2-M30-WF01-test-CNY-000007,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-04-09 17:00:00+03:00,2024-04-09 18:30:00+03:00,2024-04-09 18:30:00+03:00,12.822,12.801072009,0.0209279910246,20.9279910246,2024-04-10 11:30:00+03:00,12.8725383473,ATR_TRAILING_STOP,16,2.41486854593,0.0955657902208,2.31930275571,0.238914475552,3.82263160883,2024-04-09 16:30:00+03:00,3,46011.1266157,CNYRUBF,T2,M30,WF01,2.31930275571
T2-M30-WF01-test-Si-000009,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-04-12 10:30:00+03:00,2024-04-12 11:30:00+03:00,2024-04-12 11:30:00+03:00,93.57,93.4183158627,0.151684137272,151.684137272,2024-04-12 12:30:00+03:00,93.48,EMA50_TREND_LOSS,2,-0.593338246296,0.0131852943621,-0.606523540658,0.131852943621,0.329632359054,2024-04-12 10:00:00+03:00,2,6549.26765671,USDRUBF,T2,M30,WF01,-0.606523540658
T2-M30-WF01-test-Si-000010,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-04-17 11:00:00+03:00,2024-04-17 12:00:00+03:00,2024-04-17 12:00:00+03:00,94.49,94.3090138707,0.180986129335,180.986129335,2024-04-17 14:00:00+03:00,94.3090138707,INITIAL_STOP,4,-1,0.0110505706009,-1.0110505706,0.773539942061,0.386769971031,2024-04-17 10:30:00+03:00,2,5455.63735549,USDRUBF,T2,M30,WF01,-1.0110505706
