trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,instrument,strategy,timeframe,fold_id,net_R
T2-M30-WF02-test-CNY-000001,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-02 17:00:00+03:00,2024-05-02 17:30:00+03:00,2024-05-02 17:30:00+03:00,12.679,12.7220765081,0.0430765081027,43.0765081027,2024-05-02 18:00:00+03:00,12.71,EMA50_TREND_LOSS,1,-0.719649789768,0.0464290186947,-0.766078808462,0,0,2024-05-02 16:00:00+03:00,1,23214.5093473,CNYRUBF,T2,M30,WF02,-0.766078808462
T2-M30-WF02-test-Si-000001,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-02 16:30:00+03:00,2024-05-02 17:30:00+03:00,2024-05-02 17:30:00+03:00,92.16,92.5769535415,0.416953541462,416.953541462,2024-05-04 00:00:00+03:00,91.8375653561,ATR_TRAILING_STOP,43,0.773310721299,0.00479669747615,0.768514023823,0.599587184518,1.3670587807,2024-05-02 16:00:00+03:00,2,2398.34873807,USDRUBF,T2,M30,WF02,0.768514023823
T2-M30-WF02-test-CNY-000002,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-02 18:30:00+03:00,2024-05-02 19:00:00+03:00,2024-05-02 19:00:00+03:00,12.688,12.7130576488,0.0250576487979,25.0576487979,2024-05-02 21:00:00+03:00,12.707,EMA50_TREND_LOSS,4,-0.75825150848,0.0798159482611,-0.838067456741,0.838067456741,0.0399079741306,2024-05-02 17:30:00+03:00,1,39602.2475978,CNYRUBF,T2,M30,WF02,-0.838067456741
T2-M30-WF02-test-CNY-000003,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-06 16:00:00+03:00,2024-05-06 17:30:00+03:00,2024-05-06 17:30:00+03:00,12.656,12.6900240369,0.0340240368914,34.0240368914,2024-05-07 16:30:00+03:00,12.6283348352,ATR_TRAILING_STOP,28,0.813106476741,0.0587819724738,0.754324504267,0.587819724738,2.26310594024,2024-05-06 15:30:00+03:00,3,28921.3988058,CNYRUBF,T2,M30,WF02,0.754324504267
T2-M30-WF02-test-Si-000002,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-06 16:30:00+03:00,2024-05-06 17:30:00+03:00,2024-05-06 17:30:00+03:00,91.37,91.6044789399,0.234478939854,234.478939854,2024-05-07 11:30:00+03:00,91.4284225334,ATR_TRAILING_STOP,18,-0.249158979734,0.00852955067626,-0.25768853041,0.852955067626,1.19413709468,2024-05-06 16:00:00+03:00,2,4297.55073469,USDRUBF,T2,M30,WF02,-0.25768853041
T2-M30-WF02-test-Si-000003,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-14 13:00:00+03:00,2024-05-14 13:30:00+03:00,2024-05-14 13:30:00+03:00,91.48,91.5935203564,0.113520356382,113.520356382,2024-05-14 19:30:00+03:00,91.5935203564,INITIAL_STOP,12,-1,0.0176179855644,-1.01761798556,0.792809350399,1.40943884515,2024-05-14 10:00:00+03:00,1,8853.81691219,USDRUBF,T2,M30,WF02,-1.01761798556
T2-M30-WF02-test-CNY-000004,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-15 15:00:00+03:00,2024-05-15 16:30:00+03:00,2024-05-15 16:30:00+03:00,12.591,12.6183020677,0.0273020677369,27.3020677369,2024-05-16 00:00:00+03:00,12.6004689376,ATR_TRAILING_STOP,15,-0.346821261572,0.0732545248687,-0.420075786441,0.84242703599,0.988936085728,2024-05-15 14:00:00+03:00,3,36313.9332203,CNYRUBF,T2,M30,WF02,-0.420075786441
T2-M30-WF02-test-Si-000004,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-15 17:00:00+03:00,2024-05-15 18:00:00+03:00,2024-05-15 18:00:00+03:00,91.14,91.4125802209,0.272580220901,272.580220901,2024-05-16 10:00:00+03:00,91.2613390173,ATR_TRAILING_STOP,14,-0.445149750389,0.00733728952669,-0.452487039916,0.366864476335,0.550296714502,2024-05-15 16:30:00+03:00,2,3649.78972821,USDRUBF,T2,M30,WF02,-0.452487039916
T2-M30-WF02-test-Si-000005,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-16 11:30:00+03:00,2024-05-16 13:00:00+03:00,2024-05-16 13:00:00+03:00,91.02,91.291332726,0.271332726018,271.332726018,2024-05-17 09:30:00+03:00,91.11,ATR_TRAILING_STOP,23,-0.331696074119,0.00737102386931,-0.339067097988,0.552826790198,0.589681909545,2024-05-16 11:00:00+03:00,3,3649.97945552,USDRUBF,T2,M30,WF02,-0.339067097988
T2-M30-WF02-test-CNY-000005,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-20 09:30:00+03:00,2024-05-20 10:00:00+03:00,2024-05-20 10:00:00+03:00,12.564,12.5830014338,0.0190014338166,19.0014338166,2024-05-20 12:30:00+03:00,12.5384243815,ATR_TRAILING_STOP,5,1.34598361052,0.105255214912,1.2407283956,0,3.36816687717,2024-05-17 23:30:00+03:00,1,51958.2180887,CNYRUBF,T2,M30,WF02,1.2407283956
