strategy,tested_configurations,central_configuration_id,configuration_id,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,Si_trades,Si_PF_C1,Si_expectancy_C1,Si_net_R_C1,Si_max_DD_C1,Si_recovery_factor_C1,Si_win_rate_C1,CNY_trades,CNY_PF_C1,CNY_expectancy_C1,CNY_net_R_C1,CNY_max_DD_C1,CNY_recovery_factor_C1,CNY_win_rate_C1,2023_trades,2023_PF_C1,2023_expectancy_C1,2023_net_R_C1,2023_max_DD_C1,2023_recovery_factor_C1,2023_win_rate_C1,2024_trades,2024_PF_C1,2024_expectancy_C1,2024_net_R_C1,2024_max_DD_C1,2024_recovery_factor_C1,2024_win_rate_C1,LONG_trades,LONG_PF_C1,LONG_expectancy_C1,LONG_net_R_C1,LONG_max_DD_C1,LONG_recovery_factor_C1,LONG_win_rate_C1,SHORT_trades,SHORT_PF_C1,SHORT_expectancy_C1,SHORT_net_R_C1,SHORT_max_DD_C1,SHORT_recovery_factor_C1,SHORT_win_rate_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,expectancy_C1_without_top3,net_R_without_top5,expectancy_C1_without_top5,PF_C1_without_best_trade,PF_C1_without_top3,PF_C1_without_top5,overall_plateau_classification,ROBUST_PLATEAU_configurations,LOCAL_SPIKE_configurations,NO_EDGE_configurations
T3,22,T3-H4-0010-938b6b3b78f6,T3-H4-0010-938b6b3b78f6,27,1.96268204212,0.476923494462,12.8769343505,-4.81350417062,2.67516842077,0.444444444444,14,2.25783648695,0.572914172548,8.02079841567,-2.82241492665,2.84182114399,0.5,13,1.69378911114,0.373548918063,4.85613593482,-4.78469196701,1.01493178,0.384615384615,14,0.867957162303,-0.0646417754614,-0.90498485646,-2.63556866813,-0.343373658749,0.5,13,3.1130194705,1.0601476313,13.7819192069,-3.13630156446,4.39432207767,0.384615384615,17,4.07989121642,1.1264423023,19.149519139,-2.01663459851,9.49578032294,0.588235294118,10,0.123757990379,-0.627258478856,-6.27258478856,-6.82348391108,-0.919264245407,0.2,0.333780869788,0.739662153033,0.858447862759,0.975883003731,4.11417264011,0.158237409235,-6.54144393264,-0.27256016386,-9.65992963131,-0.439087710514,1.30757632298,0.510960417125,0.277821837787,ROBUST_PLATEAU,7,15,0
