configuration_id,trades,trade_count,PF_C0,expectancy_C0,net_R_C0,max_DD_C0,recovery_factor_C0,win_rate_C0,PF_C05,expectancy_C05,net_R_C05,max_DD_C05,recovery_factor_C05,win_rate_C05,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,PF_C2,expectancy_C2,net_R_C2,max_DD_C2,recovery_factor_C2,win_rate_C2,Si_trades,Si_expectancy_C1,CNY_trades,CNY_expectancy_C1,Y2023_trades,Y2023_expectancy_C1,Y2024_trades,Y2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
T2-0000-2696ace53d38,119,119,2.07769654049,0.45272801845,53.8746341956,-10.3855365444,5.18746758681,0.378151260504,2.0376391226,0.442363279011,52.6412302023,-10.9875922234,4.79097049943,0.378151260504,1.99873532752,0.431998539572,51.4078262091,-11.5896479025,4.43566764422,0.378151260504,1.92274287979,0.411269060693,48.9410182225,-12.7937592607,3.82538214339,0.361344537815,62,0.538058588791,57,0.316634977263,53,0.577026173391,66,0.315536954838,80,0.635673501304,39,0.0142037462746,0.149442672561,0.274046622042,0.371496590295,0.565015703101,36.0330521523,1.70003897844,0.305364848748,23.2137045255,1.45098866266,0.200118142461,13.1879788204,1.25621196845,0.11568402474
T2-0001-8b4dd7c871ba,78,78,1.81839184605,0.346898172907,27.0580574867,-6.64786228209,4.07018923356,0.384615384615,1.7816137012,0.336199160589,26.2235345259,-6.8263106823,3.84153838675,0.384615384615,1.74589018184,0.325500148271,25.3890115652,-7.00475908252,3.62453744177,0.384615384615,1.67582232249,0.304102123636,23.7199656436,-7.36165588296,3.2220964985,0.358974358974,35,0.490763939744,43,0.190983108701,33,0.58178086344,45,0.137560957148,52,0.465060451435,26,0.0463795419453,0.105788573657,0.270797311247,0.399454288626,0.652379583217,19.1022558229,1.56119494974,0.248081244453,9.29619083208,1.27310781487,0.123949211094,1.65042188595,1.04848686123,0.0226085189857
T2-0002-22d7ea10c462,118,118,2.46606726398,0.63731576115,75.2032598157,-11.5384590035,6.51761728262,0.364406779661,2.42072937667,0.62636806768,73.9114319862,-11.8543194314,6.23497893863,0.364406779661,2.3766423021,0.61542037421,72.6196041568,-12.1701798593,5.96701158048,0.364406779661,2.29003604511,0.593524987269,70.0359484978,-12.8019007151,5.4707461069,0.347457627119,59,0.725133621352,59,0.505707127067,60,0.606835314011,58,0.624301470968,82,0.693210107116,36,0.438232649256,0.122634355404,0.288826546793,0.384631306211,0.579309900095,57.2448301,2.08518430536,0.489272052136,36.4091728798,1.69020491303,0.316601503303,24.3980482257,1.46251126905,0.215911931201
T2-0003-1d7fc9f67a72,99,99,2.46559397234,0.60337183315,59.7338114818,-6.17999729925,9.66566951235,0.414141414141,2.42356891138,0.593744713988,58.7807266848,-6.38958278109,9.19946242167,0.414141414141,2.38261634593,0.584117594826,57.8276418878,-6.59916826293,8.76286822578,0.414141414141,2.30124063806,0.564863356502,55.9214722937,-7.0183392266,7.96790672098,0.393939393939,53,0.732419487309,46,0.413248023052,46,0.667439293139,53,0.51180064912,70,0.741561474313,29,0.20408064434,0.154283978497,0.282924565103,0.383531497172,0.569959360885,42.452867831,2.01501681685,0.433192528888,29.6335202042,1.70851565245,0.308682502127,19.6077944991,1.46880793159,0.208593558501
T2-0004-ee4694de69de,99,99,2.51586883811,0.59919752802,59.3205552739,-7.19600604137,8.24353883709,0.414141414141,2.47078774507,0.589682398358,58.3785574374,-7.48317587972,7.80130767682,0.414141414141,2.42695879823,0.580167268696,57.4365596009,-7.77034571806,7.39176372391,0.414141414141,2.34192186218,0.561137009373,55.552563928,-8.34468539475,6.65723886522,0.40404040404,55,0.702081836135,44,0.427774059398,44,0.7814010277,55,0.419180261494,69,0.793236301679,30,0.0901084928375,0.157387180067,0.28861518809,0.391245684708,0.581423278269,42.0617855442,2.04498659684,0.429201893308,29.2424379174,1.72650162819,0.304608728306,19.2167122123,1.47742164146,0.204433108641
T2-0005-2584c9b32dae,103,103,2.34802092988,0.564108658838,58.1031918603,-10.2536441814,5.66658944197,0.388349514563,2.30942353339,0.554814069425,57.1458491508,-10.5093995164,5.43759413292,0.388349514563,2.27176859218,0.545519480013,56.1885064413,-10.7651548513,5.21947962823,0.388349514563,2.19694763588,0.526930301188,54.2738210224,-11.2766655212,4.81293170575,0.368932038835,58,0.62653578954,45,0.441098458845,48,0.512477858252,55,0.574355804459,74,0.777531983246,29,-0.04651242479,0.178876663461,0.306597701863,0.410827492749,0.608487896654,38.2346739332,1.86540220625,0.374849744443,25.4153263064,1.57524956265,0.254153263064,14.9537928022,1.33846359735,0.152589722471
T2-0006-0110b9f337d4,52,52,2.8467572237,0.904038034216,47.0099777792,-8.42422970833,5.58032952648,0.423076923077,2.79369079286,0.891300025108,46.3476013056,-8.63802893959,5.36552975566,0.423076923077,2.74217779491,0.878562016001,45.685224832,-8.85182817085,5.16110615234,0.423076923077,2.64023010027,0.853085997786,44.3604718849,-9.27942663338,4.78051862873,0.403846153846,26,1.20621837315,26,0.550905658853,22,1.05739037419,30,0.747421219994,39,1.18919104653,13,-0.0533250755766,0.213810899207,0.392084494202,0.540769140318,0.793506918727,30.3104507753,2.1558702948,0.594322564221,17.4911031485,1.66701240118,0.356961288744,6.79944594942,1.25929266616,0.144669062754
T2-0007-608dc87d09f1,79,79,2.89708187972,0.775782706059,61.2868337786,-8.80353416042,6.96161708035,0.443037974684,2.84509622631,0.765058108863,60.4395906002,-9.01014399712,6.70794946446,0.443037974684,2.79452271776,0.754333511668,59.5923474218,-9.21675383382,6.465654665,0.443037974684,2.69325163862,0.732884317277,57.8978610649,-9.62997350722,6.01225548767,0.417721518987,41,0.876377218854,38,0.622654774967,37,0.855463726123,42,0.665242608457,59,0.94931489582,20,0.179138428417,0.165675986477,0.303815126358,0.419026631059,0.632810033743,44.217573365,2.33153740977,0.566891966218,31.3982257382,1.94550444516,0.413134549186,20.7065685391,1.62354327792,0.279818493772
T2-0008-70259021ce57,99,99,1.60910054074,0.201020256148,19.9010053587,-6.68966473721,2.97488830016,0.363636363636,1.57113655549,0.191457548226,18.9542972744,-7.05421766009,2.68694534074,0.363636363636,1.53433105966,0.181894840303,18.00758919,-7.41877058298,2.42730099127,0.363636363636,1.4639763192,0.162769424459,16.1141730214,-8.14787642875,1.97771445877,0.353535353535,53,0.164313775652,46,0.202151284359,47,0.220338768277,52,0.147147443866,71,0.319609801977,28,-0.167310955368,0.0823168100971,0.226105142038,0.355456544963,0.575320520375,13.751087953,1.4080298212,0.14031722401,6.31596975457,1.18741091748,0.0657913516101,-0.372632560292,0.988943042364,-0.00396417617332
T2-0009-0f598fd08d5f,95,95,2.32837225585,0.552142585182,52.4535455922,-9.22765391534,5.68438587679,0.4,2.28759122128,0.542298725632,51.518378935,-9.47714115995,5.43606748761,0.4,2.24786524529,0.532454866083,50.5832122778,-9.72662840455,5.20048779227,0.4,2.16907623476,0.512767146984,48.7128789634,-10.2256028938,4.76381485469,0.378947368421,50,0.614675632597,45,0.441098458845,45,0.603679428714,50,0.468352759714,68,0.740126742774,27,0.00942939886036,0.168732893137,0.309420854158,0.419449768909,0.620758745182,35.2084382211,1.86857643907,0.374557853416,22.3890905943,1.55232886106,0.243359680372,12.3633648892,1.30499868761,0.137370720991
