year,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
2023,174,2.34473250095,0.516346273909,89.8442516601,-8.88757533646,10.1089721616,0.454022988506,10.5948275862,7,0.561666170387,2.06903439069
2024,205,1.19895039325,0.0926418452205,18.9915782702,-29.4323555027,0.645261921645,0.375609756098,8.43414634146,10,0.629961371707,1.39460120084
