direction,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
LONG,227,1.73239293957,0.306561808408,69.5895305085,-21.175562629,3.2863131775,0.4140969163,11.8810572687,10,0.586889473434,1.71137401901
SHORT,152,1.5835517269,0.258199338301,39.2462994218,-15.4916149658,2.53338980528,0.407894736842,5.75986842105,10,0.616105818275,1.69357452524
