direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,648,1.08192120021,0.0400248368192,25.9360942588,-41.0900719269,0.631200994366,0.385802469136
SHORT,483,1.25752475466,0.127524132629,61.59415606,-30.1885447452,2.04031550973,0.360248447205
