instrument,session,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
USDRUBF,Session_A,14,0.148609477089,-0.566377398387,-7.92928357741,-9.02305903256,-0.878779973488,0.285714285714
USDRUBF,Session_B,435,1.53815872638,0.240095622752,104.441595897,-17.6691854422,5.91094571046,0.411494252874
USDRUBF,Session_C,155,1.02112632944,0.00933981461986,1.44767126608,-11.5770205244,0.12504696377,0.387096774194
CNYRUBF,Session_A,16,0.661759479534,-0.208035036169,-3.3285605787,-7.63759025706,-0.435812928773,0.1875
CNYRUBF,Session_B,383,1.02237792255,0.0118589350333,4.54197211776,-21.7195856516,0.209118727706,0.349869451697
CNYRUBF,Session_C,128,0.836146543423,-0.0909620687976,-11.6431448061,-21.7007444369,-0.536532045706,0.34375
