strategy,tested_configurations,central_configuration_id,configuration_id,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,Si_trades,Si_expectancy_C1,CNY_trades,CNY_expectancy_C1,2023_trades,2023_expectancy_C1,2024_trades,2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,expectancy_C1_without_top3,net_R_without_top5,expectancy_C1_without_top5,PF_C1_without_best_trade,PF_C1_without_top3,PF_C1_without_top5,overall_plateau_classification,ROBUST_PLATEAU_configurations,LOCAL_SPIKE_configurations,NO_EDGE_configurations
T2,19,T2-M30-0008-2b0494cdd24b,T2-M30-0008-2b0494cdd24b,178,1.48755149674,0.222571280767,39.6176879764,-15.0847664713,2.62633750756,0.325842696629,99,0.220014415113,79,0.22577545418,86,0.277941316604,92,0.170812334223,109,0.271624668639,69,0.145081146302,0.122031834921,0.244431064421,0.335790809416,0.507433534836,24.8669487944,0.140491236126,10.0718003677,0.0575531449581,-0.971414470665,-0.0056151125472,1.30602285806,1.12394770101,0.988045375606,ROBUST_PLATEAU,1,17,1
