symbol,trades,net_R,profit_factor,profit_factor_R,expectancy,expectancy_R,average_R,max_drawdown,max_DD_R,win_rate
CNY,15,-3.9585639150866827,0.5488616958186179,0.5488616958186179,-0.26390426100577885,-0.26390426100577885,-0.26390426100577885,-4.864507713945563,-4.864507713945563,0.13333333333333333
Si,13,0.8804813514407429,1.169186398455713,1.169186398455713,0.067729334726211,0.067729334726211,0.067729334726211,-2.8936439670803082,-2.8936439670803082,0.3076923076923077
