fold,train_start,train_end_inclusive,test_start,test_end_inclusive,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration,longest_recovery_trades,longest_recovery_minutes,recovery_status
WF01,2023-01-01,2023-06-30,2023-07-01,2023-12-31,345,1.43343907447,0.206471784075,71.232765506,-25.3175436888,2.81357332219,0.382608695652,76.8550724638,13,0.0551086399643,0.172398824976,113,106570,RECOVERED
WF02,2023-01-01,2023-12-31,2024-01-01,2024-06-30,363,1.13781986496,0.0753506246943,27.352276764,-29.9259818809,0.913997638336,0.32782369146,70.7300275482,13,0.0307510866084,0.144766729472,291,201475,UNRECOVERED
WF03,2023-01-01,2024-06-30,2024-07-01,2024-12-31,394,1.26922898172,0.133531874919,52.6115587181,-31.4948161473,1.67048311926,0.357868020305,79.6827411168,11,0.0589977172541,0.224386306004,316,213180,UNRECOVERED
