parameter,value,configuration_id,trades,PF_C0,PF_C1,expectancy_C1,net_R_C1,max_DD_R_C1,winrate,Si_expectancy_C1,CNY_expectancy_C1,Y2023_expectancy_C1,Y2024_expectancy_C1,LONG_trades,SHORT_trades,status
breakout_period,10,T3_D10_ADX20_EMA100_ATR20_SL2.0_TR3.0,139,2.7259066396999136,2.6459341913542946,0.5429157415751977,75.46528807895248,-10.493564403809131,0.5179856115107914,0.4616859124666564,0.6530578827393215,0.4289440188346224,0.6585392284134625,92,47,POSITIVE
breakout_period,15,T3_D15_ADX20_EMA100_ATR20_SL2.0_TR3.0,121,2.426862912494422,2.358046329542709,0.5098269856947356,61.68906526906301,-16.06141964433997,0.4793388429752066,0.4265291039613597,0.6166997396168026,0.3357166369687978,0.6989468472418751,80,41,POSITIVE
breakout_period,20,T3_D20_ADX20_EMA100_ATR20_SL2.0_TR3.0,109,2.1049567258779187,2.050317167764735,0.46344295761127374,50.515282379628836,-16.783903569375298,0.43119266055045874,0.3362333671533808,0.6251051454848459,0.2701124525071036,0.6677166988534158,74,35,POSITIVE
breakout_period,30,T3_D30_ADX20_EMA100_ATR20_SL2.0_TR3.0,99,1.9359283702912866,1.8888406733208718,0.41590416123432766,41.17451196219844,-18.00569896242274,0.43434343434343436,0.2503063678887433,0.6315664037309027,0.3746189325933253,0.4547608470140946,64,35,POSITIVE
breakout_period,40,T3_D40_ADX20_EMA100_ATR20_SL2.0_TR3.0,94,1.9225670517828755,1.8752334837200415,0.3951356258359917,37.14274882858322,-15.336758154903906,0.425531914893617,0.2631085676113011,0.5658047498825431,0.3684515892246819,0.4218196624473014,61,33,POSITIVE
breakout_period,55,T3_D55_ADX20_EMA100_ATR20_SL2.0_TR3.0,89,1.7555884108394,1.7124059451412115,0.32911656270918965,29.29137408111788,-14.66570815634529,0.4157303370786517,0.21769444778354033,0.47196542799848346,0.4434809010716165,0.2172936540881501,57,32,POSITIVE
