parameter,value,configuration_id,trades,PF_C0,PF_C1,expectancy_C1,net_R_C1,max_DD_R_C1,winrate,Si_expectancy_C1,CNY_expectancy_C1,Y2023_expectancy_C1,Y2024_expectancy_C1,LONG_trades,SHORT_trades,status
stop_atr,1.5,T3_D20_ADX20_EMA100_ATR20_SL1.5_TR3.0,112,2.177462273979845,2.112837123386521,0.5882822660905463,65.88761380214119,-17.434711728631324,0.4017857142857143,0.4649309578188844,0.7412378883474069,0.46071190574779586,0.7158526264332966,77,35,POSITIVE
stop_atr,2.0,T3_D20_ADX20_EMA100_ATR20_SL2.0_TR3.0,109,2.1049567258779187,2.050317167764735,0.46344295761127374,50.515282379628836,-16.783903569375298,0.43119266055045874,0.3362333671533808,0.6251051454848459,0.2701124525071036,0.6677166988534158,74,35,POSITIVE
stop_atr,2.5,T3_D20_ADX20_EMA100_ATR20_SL2.5_TR3.0,109,1.9083182149245468,1.8621829082699197,0.3350919007987615,36.525017187065004,-15.833807492863935,0.43119266055045874,0.22673937364777078,0.4727899040531454,0.17578728664694301,0.5034137572610603,74,35,POSITIVE
stop_atr,3.0,T3_D20_ADX20_EMA100_ATR20_SL3.0_TR3.0,108,1.947641820488503,1.9007422405951007,0.2926942466768078,31.610978641095244,-11.790633251295642,0.4444444444444444,0.2162760256307094,0.38821702298443084,0.1748850664279539,0.4149490563690147,73,35,POSITIVE
