candidate,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
T2_M5_candidate_v1,830,1.10572933392,0.061035668028,50.6596044632,-56.4226125007,0.897859957523,0.302409638554
T3_M5_candidate_v1,1131,1.15749204634,0.0773919100962,87.5302503188,-42.8121622922,2.04451832452,0.374889478338
