year,variant,trades,win_rate,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,losing_streak,average_holding_time
2023,BASELINE,521,0.383877159309,1.3201524369,0.153391327385,79.9168815676,-20.8985142027,3.82404609211,15,112.26487524
2024,BASELINE,610,0.367213114754,1.02486774698,0.012480932379,7.6133687512,-42.8121622922,0.177831913727,15,92.1393442623
2023,SESSION_CANDIDATE,355,0.397183098592,1.54011866116,0.248715265921,88.2939194021,-16.0325643275,5.50716139967,12,81.8732394366
2024,SESSION_CANDIDATE,459,0.374727668845,1.10802785356,0.0540064243692,24.7889487855,-24.2580243788,1.02188654766,14,76.2745098039
