variant,month,trades,PF,net_R,positive_months,negative_months,largest_losing_month_R,largest_winning_month_R
EMA50_NORMAL,2023-11,1,0,-0.646597187817,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2023-12,5,1.39796791657,1.17171591068,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-01,6,1.22218965237,0.731004510461,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-02,3,0.0641797406434,-1.10583076637,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-03,2,0,-2.06384661306,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-04,3,0,-2.33047908574,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-05,1,0,-0.820313363954,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-06,4,0.363156943967,-1.40978075273,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-07,4,0,-2.89853038883,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-08,5,1.8886646948,1.04638661646,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-09,2,0,-2.07523538337,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-10,1,0,-1.01543984727,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-11,2,DATA_UNAVAILABLE,1.12314885499,10,14,-2.93813665254,13.453678398
EMA50_NORMAL,2024-12,6,0.111780667433,-2.44449716682,10,14,-2.93813665254,13.453678398
EMA50_EXTENDED,2023-01,25,0.870954045171,-1.26951372401,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-02,35,0.801408949072,-3.91634028518,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-03,29,0.762454887909,-4.00345106469,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-04,30,2.25432836126,21.7221054676,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-05,37,1.5624528847,9.81181632077,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-06,41,0.873912647852,-2.8179175088,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-07,36,0.930270009333,-1.26733771352,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-08,39,1.6972105908,10.8476981626,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-09,40,0.881183545267,-2.5855542264,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-10,52,1.91960508644,16.9224676618,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-11,40,1.33231148287,6.36194626498,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2023-12,65,1.28387326816,9.49046115448,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-01,39,1.17469900136,3.55983865293,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-02,42,0.375144229425,-16.2518239785,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-03,51,1.05946183059,1.48072555028,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-04,56,0.653779502968,-11.2167361386,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-05,54,1.36146241059,10.0470294108,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-06,39,3.0743282891,25.0519393111,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-07,41,0.721973371138,-5.58931757875,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-08,45,0.532164256655,-11.945955337,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-09,49,0.642495367947,-9.72351319099,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-10,44,1.0848572177,1.65642147918,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-11,45,2.69951826279,28.805608033,13,11,-16.2518239785,28.805608033
EMA50_EXTENDED,2024-12,56,1.27780033146,6.98201704805,13,11,-16.2518239785,28.805608033
SESSION_EMA50_NORMAL,2023-01,1,0,-0.131627934001,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-02,1,DATA_UNAVAILABLE,0.0799881990307,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-03,7,0.894810954655,-0.396965106758,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-04,2,DATA_UNAVAILABLE,12.8270276138,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-05,3,0,-2.73968769861,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-06,4,0,-1.92430170547,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-07,5,5.77186044358,2.80464673246,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-08,5,2.07649178799,1.51016667447,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-09,2,2.5998417817,0.751306262441,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-10,1,0,-0.208056714457,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-11,1,0,-0.646597187817,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2023-12,4,0.954959589301,-0.132610101575,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-01,5,1.27997072742,0.87952343903,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-02,3,0.0641797406434,-1.10583076637,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-03,1,0,-1.01494490203,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-04,3,0,-2.33047908574,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-05,1,0,-0.820313363954,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-06,3,0.501839003314,-0.798029271879,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-07,1,0,-0.544485864788,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-08,4,5.05549410554,1.78397711034,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-09,2,0,-2.07523538337,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-10,1,0,-1.01543984727,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-11,2,DATA_UNAVAILABLE,1.12314885499,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_NORMAL,2024-12,3,0.305783873093,-0.698419145776,8,16,-2.73968769861,12.8270276138
SESSION_EMA50_EXTENDED,2023-01,16,0.362131299607,-5.04269348251,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-02,20,1.60992954724,5.72390110155,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-03,21,0.864925549004,-1.80897876483,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-04,17,4.14339470481,25.0022493859,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-05,27,1.5211981075,5.9172873733,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-06,24,1.42981441002,5.18705150245,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-07,22,0.819457165056,-2.01865188416,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-08,25,3.41072663817,14.7840396739,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-09,27,0.735319246822,-4.13026520708,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-10,34,2.36656896728,17.1155663587,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-11,30,0.839626932076,-2.55374184244,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2023-12,49,1.63124108758,15.1432201209,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-01,28,1.36950504262,5.8750926032,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-02,30,0.414061688821,-11.4079254362,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-03,34,1.80416965792,11.1258394113,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-04,45,0.767309253816,-5.8910917716,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-05,45,1.45225490582,10.4594938498,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-06,31,2.05878063476,11.4521723154,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-07,31,0.790593229586,-3.18840850905,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-08,36,0.439653406166,-11.2494483103,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-09,35,0.691226578634,-6.3413384271,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-10,36,0.857744248351,-2.40351885793,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-11,29,3.02382761025,22.0615361694,13,11,-11.4079254362,25.0022493859
SESSION_EMA50_EXTENDED,2024-12,42,1.69108366998,11.7487225043,13,11,-11.4079254362,25.0022493859
